U1	I
3.34	0.68
3.36	0.65
3.39	0.76
3.41	0.64
3.44	0.67
3.46	0.60
3.49	0.68
3.51	0.67
3.54	0.73
3.56	0.68
3.58	0.67
3.61	0.64
3.63	0.67
3.66	0.69
3.68	0.73
3.71	0.70
3.73	0.64
3.76	0.66
3.78	0.63
3.80	0.72
3.83	0.72
3.85	0.78
3.88	0.66
3.90	0.73
3.93	0.65
3.95	0.81
3.98	0.71
4.00	0.79
4.02	0.62
4.05	0.74
4.07	0.63
4.10	0.82
4.12	0.66
4.15	0.76
4.17	0.58
4.20	0.74
4.22	0.63
4.24	0.79
4.27	0.60
4.29	0.76
4.32	0.58
4.34	0.78
4.37	0.62
4.39	0.78
4.42	0.63
4.44	0.82
4.46	0.64
4.49	0.83
4.51	0.62
4.54	0.78
4.56	0.61
4.59	0.77
4.61	0.58
4.63	0.75
4.66	0.56
4.68	0.75
4.71	0.60
4.73	0.76
4.76	0.60
4.78	0.76
4.81	0.64
4.83	0.82
4.85	0.62
4.88	0.73
4.90	0.62
4.93	0.77
4.95	0.66
4.98	0.75
5.00	0.58
5.03	0.69
5.05	0.65
5.07	0.76
5.10	0.70
5.12	0.72
5.15	0.63
5.17	0.73
5.20	0.70
5.22	0.75
5.25	0.69
5.27	0.67
5.29	0.66
5.32	0.69
5.34	0.70
5.37	0.74
5.39	0.76
5.42	0.68
5.44	0.69
5.47	0.64
5.49	0.72
5.51	0.70
5.54	0.75
5.56	0.65
5.59	0.72
5.61	0.62
5.64	0.78
5.66	0.71
5.68	0.77
5.71	0.61
5.73	0.69
5.76	0.61
5.78	0.82
5.81	0.67
5.83	0.81
5.86	0.65
5.88	0.81
5.90	0.67
5.93	0.83
5.95	0.64
5.98	0.77
6.00	0.57
6.03	0.79
6.05	0.62
6.08	0.82
6.10	0.63
6.12	0.80
6.15	0.64
6.17	0.81
6.20	0.60
6.22	0.81
6.25	0.60
6.27	0.80
6.30	0.64
6.32	0.81
6.34	0.65
6.37	0.83
6.39	0.65
6.42	0.82
6.44	0.62
6.47	0.81
6.49	0.67
6.52	0.79
6.54	0.60
6.56	0.76
6.59	0.65
6.61	0.84
6.64	0.71
6.66	0.79
6.69	0.68
6.71	0.79
6.73	0.68
6.76	0.79
6.78	0.66
6.81	0.69
6.83	0.61
6.86	0.70
6.88	0.69
6.91	0.76
6.93	0.72
6.95	0.75
6.98	0.73
7.00	0.75
7.03	0.81
7.05	0.84
7.08	0.85
7.10	0.78
7.13	0.78
7.15	0.74
7.17	0.83
7.20	0.77
7.22	0.82
7.25	0.69
7.27	0.76
7.30	0.69
7.32	0.81
7.35	0.73
7.37	0.82
7.39	0.65
7.42	0.78
7.44	0.68
7.47	0.83
7.49	0.73
7.52	0.81
7.54	0.64
7.57	0.81
7.59	0.66
7.61	0.83
7.64	0.67
7.66	0.79
7.69	0.66
7.71	0.82
7.74	0.68
7.76	0.91
7.78	0.74
7.81	0.91
7.83	0.74
7.86	0.91
7.88	0.75
7.91	0.95
7.93	0.73
7.96	0.91
7.98	0.73
8.00	0.90
8.03	0.72
8.05	0.90
8.08	0.71
8.10	0.91
8.13	0.74
8.15	0.96
8.18	0.84
8.20	0.99
8.22	0.81
8.25	0.91
8.27	0.78
8.30	0.97
8.32	0.80
8.35	0.89
8.37	0.75
8.40	0.84
8.42	0.81
8.44	0.92
8.47	0.83
8.49	0.89
8.52	0.79
8.54	0.88
8.57	0.87
8.59	0.92
8.62	0.86
8.64	0.84
8.66	0.78
8.69	0.84
8.71	0.83
8.74	0.85
8.76	0.86
8.79	0.83
8.81	0.82
8.84	0.81
8.86	0.88
8.88	0.90
8.91	0.95
8.93	0.83
8.96	0.87
8.98	0.78
9.01	0.91
9.03	0.85
9.05	0.95
9.08	0.79
9.10	0.90
9.13	0.79
9.15	0.99
9.18	0.85
9.20	0.94
9.23	0.76
9.25	0.95
9.27	0.83
9.30	1.03
9.32	0.87
9.35	1.00
9.37	0.84
9.40	0.98
9.42	0.82
9.45	0.96
9.47	0.79
9.49	0.95
9.52	0.77
9.54	0.95
9.57	0.79
9.59	1.00
9.62	0.85
9.64	1.03
9.67	0.86
9.69	1.06
9.71	0.87
9.74	1.07
9.76	0.88
9.79	1.03
9.81	0.87
9.84	1.02
9.86	0.88
9.89	1.05
9.91	0.85
9.93	0.98
9.96	0.90
9.98	1.08
10.01	0.98
10.03	1.08
10.06	0.92
10.08	1.03
10.10	0.95
10.13	1.05
10.15	0.94
10.18	0.99
10.20	0.88
10.23	0.96
10.25	0.96
10.28	1.04
10.30	0.96
10.32	0.96
10.35	0.95
10.37	1.00
10.40	1.02
10.42	1.04
10.45	0.98
10.47	0.95
10.50	0.95
10.52	0.93
10.54	1.00
10.57	0.98
10.59	1.02
10.62	0.97
10.64	1.00
10.67	0.93
10.69	1.04
10.72	0.98
10.74	1.06
10.76	0.93
10.79	1.00
10.81	0.92
10.84	1.08
10.86	0.96
10.89	1.04
10.91	0.85
10.94	0.97
10.96	0.85
10.98	1.05
11.01	0.90
11.03	1.06
11.06	0.94
11.08	1.17
11.11	1.04
11.13	1.23
11.15	1.03
11.18	1.20
11.20	1.00
11.23	1.18
11.25	0.97
11.28	1.15
11.30	0.94
11.33	1.14
11.35	0.98
11.37	1.17
11.40	1.00
11.42	1.21
11.45	1.03
11.47	1.25
11.50	1.08
11.52	1.25
11.55	1.11
11.57	1.27
11.59	1.10
11.62	1.24
11.64	1.11
11.67	1.29
11.69	1.18
11.72	1.30
11.74	1.13
11.77	1.25
11.79	1.17
11.81	1.35
11.84	1.26
11.86	1.29
11.89	1.17
11.91	1.26
11.94	1.24
11.96	1.35
11.99	1.22
12.01	1.25
12.03	1.18
12.06	1.25
12.08	1.29
12.11	1.32
12.13	1.28
12.16	1.27
12.18	1.26
12.21	1.29
12.23	1.35
12.25	1.34
12.28	1.36
12.30	1.27
12.33	1.30
12.35	1.28
12.38	1.38
12.40	1.33
12.42	1.44
12.45	1.31
12.47	1.43
12.50	1.35
12.52	1.51
12.55	1.44
12.57	1.56
12.60	1.38
12.62	1.52
12.64	1.36
12.67	1.54
12.69	1.37
12.72	1.51
12.74	1.34
12.77	1.50
12.79	1.37
12.82	1.58
12.84	1.40
12.86	1.56
12.89	1.38
12.91	1.54
12.94	1.38
12.96	1.58
12.99	1.41
13.01	1.60
13.04	1.43
13.06	1.61
13.08	1.45
13.11	1.63
13.13	1.43
13.16	1.63
13.18	1.46
13.21	1.63
13.23	1.47
13.26	1.65
13.28	1.47
13.30	1.64
13.33	1.48
13.35	1.68
13.38	1.54
13.40	1.67
13.43	1.48
13.45	1.61
13.47	1.50
13.50	1.64
13.52	1.48
13.55	1.57
13.57	1.41
13.60	1.53
13.62	1.50
13.65	1.61
13.67	1.54
13.69	1.58
13.72	1.51
13.74	1.60
13.77	1.61
13.79	1.65
13.82	1.63
13.84	1.59
13.87	1.57
13.89	1.58
13.91	1.62
13.94	1.62
13.96	1.61
13.99	1.53
14.01	1.57
14.04	1.53
14.06	1.62
14.09	1.59
14.11	1.63
14.13	1.53
14.16	1.58
14.18	1.48
14.21	1.62
14.23	1.52
14.26	1.59
14.28	1.46
14.31	1.58
14.33	1.49
14.35	1.65
14.38	1.53
14.40	1.66
14.43	1.47
14.45	1.61
14.48	1.45
14.50	1.62
14.52	1.45
14.55	1.59
14.57	1.37
14.60	1.60
14.62	1.44
14.65	1.63
14.67	1.45
14.70	1.65
14.72	1.46
14.74	1.67
14.77	1.43
14.79	1.62
14.82	1.44
14.84	1.62
14.87	1.43
14.89	1.60
14.92	1.40
14.94	1.60
14.96	1.41
14.99	1.56
15.01	1.38
15.04	1.57
15.06	1.42
15.09	1.57
15.11	1.41
15.14	1.56
15.16	1.43
15.18	1.62
15.21	1.48
15.23	1.59
15.26	1.49
15.28	1.62
15.31	1.55
15.33	1.70
15.36	1.60
15.38	1.66
15.40	1.56
15.43	1.61
15.45	1.57
15.48	1.64
15.50	1.57
15.53	1.58
15.55	1.54
15.57	1.59
15.60	1.63
15.62	1.66
15.65	1.67
15.67	1.64
15.70	1.60
15.72	1.58
15.75	1.66
15.77	1.63
15.79	1.70
15.82	1.59
15.84	1.65
15.87	1.61
15.89	1.74
15.92	1.68
15.94	1.77
15.97	1.62
15.99	1.73
16.01	1.63
16.04	1.84
16.06	1.75
16.09	1.89
16.11	1.74
16.14	1.91
16.16	1.78
16.19	1.96
16.21	1.79
16.23	1.94
16.26	1.76
16.28	1.97
16.31	1.83
16.33	2.03
16.36	1.85
16.38	2.03
16.41	1.87
16.43	2.04
16.45	1.87
16.48	2.09
16.50	1.93
16.53	2.15
16.55	1.97
16.58	2.15
16.60	2.01
16.63	2.19
16.65	1.97
16.67	2.20
16.70	2.05
16.72	2.26
16.75	2.16
16.77	2.35
16.80	2.17
16.82	2.38
16.84	2.25
16.87	2.49
16.89	2.39
16.92	2.50
16.94	2.33
16.97	2.49
16.99	2.40
17.02	2.58
17.04	2.45
17.06	2.53
17.09	2.41
17.11	2.56
17.14	2.54
17.16	2.64
17.19	2.56
17.21	2.60
17.24	2.53
17.26	2.64
17.28	2.68
17.31	2.76
17.33	2.75
17.36	2.78
17.38	2.76
17.41	2.81
17.43	2.86
17.46	2.86
17.48	2.87
17.50	2.82
17.53	2.82
17.55	2.81
17.58	2.90
17.60	2.89
17.63	2.98
17.65	2.88
17.68	2.95
17.70	2.85
17.72	3.02
17.75	2.96
17.77	3.05
17.80	2.90
17.82	3.01
17.85	2.90
17.87	3.11
17.89	2.96
17.92	3.09
17.94	2.96
17.97	3.11
17.99	2.99
18.02	3.19
18.04	3.03
18.07	3.17
18.09	2.98
18.11	3.14
18.14	2.98
18.16	3.14
18.19	2.93
18.21	3.11
18.24	2.93
18.26	3.10
18.29	2.88
18.31	3.05
18.33	2.88
18.36	3.10
18.38	2.86
18.41	3.05
18.43	2.84
18.46	3.03
18.48	2.85
18.51	2.99
18.53	2.78
18.55	2.98
18.58	2.80
18.60	2.95
18.63	2.75
18.65	2.87
18.68	2.75
18.70	2.95
18.73	2.79
18.75	2.87
18.77	2.71
18.80	2.83
18.82	2.71
18.85	2.79
18.87	2.66
18.90	2.68
18.92	2.55
18.94	2.64
18.97	2.59
18.99	2.66
19.02	2.59
19.04	2.57
19.07	2.54
19.09	2.57
19.12	2.55
19.14	2.60
19.16	2.57
19.19	2.54
19.21	2.50
19.24	2.48
19.26	2.51
19.29	2.49
19.31	2.49
19.34	2.40
19.36	2.41
19.38	2.34
19.41	2.45
19.43	2.41
19.46	2.47
19.48	2.33
19.51	2.39
19.53	2.28
19.56	2.44
19.58	2.31
19.60	2.42
19.63	2.23
19.65	2.34
19.68	2.27
19.70	2.45
19.73	2.28
19.75	2.41
19.78	2.22
19.80	2.40
19.82	2.25
19.85	2.41
19.87	2.22
19.90	2.37
19.92	2.19
19.95	2.40
19.97	2.21
19.99	2.43
20.02	2.21
20.04	2.41
20.07	2.21
20.09	2.36
20.12	2.16
20.14	2.39
20.17	2.19
20.19	2.41
20.21	2.22
20.24	2.43
20.26	2.26
20.29	2.44
20.31	2.23
20.34	2.39
20.36	2.25
20.39	2.45
20.41	2.34
20.43	2.52
20.46	2.33
20.48	2.49
20.51	2.39
20.53	2.59
20.56	2.48
20.58	2.56
20.61	2.46
20.63	2.60
20.65	2.55
20.68	2.69
20.70	2.59
20.73	2.65
20.75	2.58
20.78	2.68
20.80	2.72
20.83	2.84
20.85	2.82
20.87	2.86
20.90	2.85
20.92	2.94
20.95	2.97
20.97	3.03
21.00	3.05
21.02	3.01
21.05	3.07
21.07	3.09
21.09	3.19
21.12	3.22
21.14	3.30
21.17	3.23
21.19	3.34
21.22	3.31
21.24	3.47
21.26	3.47
21.29	3.60
21.31	3.50
21.34	3.64
21.36	3.56
21.39	3.79
21.41	3.72
21.44	3.85
21.46	3.73
21.48	3.95
21.51	3.89
21.53	4.16
21.56	4.03
21.58	4.20
21.61	4.10
21.63	4.32
21.66	4.18
21.68	4.40
21.70	4.26
21.73	4.50
21.75	4.40
21.78	4.61
21.80	4.52
21.83	4.76
21.85	4.65
21.88	4.87
21.90	4.74
21.92	4.96
21.95	4.84
21.97	5.05
22.00	4.94
22.02	5.16
22.05	5.01
22.07	5.18
22.10	5.05
22.12	5.24
22.14	5.10
22.17	5.26
22.19	5.15
22.22	5.37
22.24	5.29
22.27	5.47
22.29	5.34
22.31	5.47
22.34	5.44
22.36	5.61
22.39	5.52
22.41	5.61
22.44	5.47
22.46	5.60
22.49	5.58
22.51	5.67
22.53	5.60
22.56	5.60
22.58	5.53
22.61	5.62
22.63	5.59
22.66	5.65
22.68	5.61
22.71	5.57
22.73	5.60
22.75	5.60
22.78	5.61
22.80	5.61
22.83	5.59
22.85	5.48
22.88	5.50
22.90	5.40
22.93	5.47
22.95	5.40
22.97	5.43
23.00	5.32
23.02	5.37
23.05	5.24
23.07	5.36
23.10	5.26
23.12	5.32
23.15	5.11
23.17	5.14
23.19	4.98
23.22	5.13
23.24	4.93
23.27	4.98
23.29	4.74
23.32	4.86
23.34	4.70
23.36	4.86
23.39	4.64
23.41	4.77
23.44	4.56
23.46	4.76
23.49	4.57
23.51	4.70
23.54	4.46
23.56	4.60
23.58	4.34
23.61	4.47
23.63	4.22
23.66	4.36
23.68	4.12
23.71	4.30
23.73	4.04
23.76	4.22
23.78	4.00
23.80	4.19
23.83	3.98
23.85	4.14
23.88	3.90
23.90	4.08
23.93	3.86
23.95	4.00
23.98	3.74
24.00	3.86
24.02	3.66
24.05	3.83
24.07	3.66
24.10	3.75
24.12	3.54
24.15	3.64
24.17	3.48
24.20	3.63
24.22	3.46
24.24	3.50
24.27	3.36
24.29	3.43
24.32	3.38
24.34	3.47
24.37	3.36
24.39	3.37
24.42	3.28
24.44	3.33
24.46	3.33
24.49	3.36
24.51	3.31
24.54	3.27
24.56	3.25
24.59	3.25
24.61	3.28
24.63	3.28
24.66	3.29
24.68	3.24
24.71	3.26
24.73	3.23
24.76	3.28
24.78	3.25
24.81	3.33
24.83	3.22
24.85	3.28
24.88	3.20
24.90	3.34
24.93	3.34
24.95	3.46
24.98	3.27
25.00	3.40
25.03	3.29
25.05	3.51
25.07	3.35
25.10	3.47
25.12	3.32
25.15	3.54
25.17	3.44
25.20	3.66
25.22	3.48
25.25	3.72
25.27	3.56
25.29	3.78
25.32	3.64
25.34	3.87
25.37	3.75
25.39	3.99
25.42	3.83
25.44	4.06
25.47	3.88
25.49	4.11
25.51	3.95
25.54	4.16
25.56	4.03
25.59	4.28
25.61	4.16
25.64	4.42
25.66	4.34
25.68	4.58
25.71	4.48
25.73	4.75
25.76	4.67
25.78	4.89
25.81	4.81
25.83	4.98
25.86	4.94
25.88	5.16
25.90	5.08
25.93	5.25
25.95	5.18
25.98	5.38
26.00	5.41
26.03	5.63
26.05	5.63
26.08	5.77
26.10	5.78
26.12	5.96
26.15	5.99
26.17	6.14
26.20	6.16
26.22	6.25
26.25	6.28
26.27	6.41
26.30	6.51
26.32	6.68
26.34	6.74
26.37	6.81
26.39	6.92
26.42	7.03
26.44	7.17
26.47	7.28
26.49	7.38
26.52	7.39
26.54	7.52
26.56	7.55
26.59	7.75
26.61	7.78
26.64	7.93
26.66	7.92
26.69	8.08
26.71	8.05
26.73	8.29
26.76	8.29
26.78	8.50
26.81	8.39
26.83	8.58
26.86	8.54
26.88	8.79
26.91	8.72
26.93	8.93
26.95	8.80
26.98	9.05
27.00	8.97
27.03	9.24
27.05	9.14
27.08	9.36
27.10	9.21
27.13	9.46
27.15	9.33
27.17	9.56
27.20	9.39
27.22	9.59
27.25	9.42
27.27	9.60
27.30	9.45
27.32	9.65
27.35	9.46
27.37	9.67
27.39	9.51
27.42	9.69
27.44	9.52
27.47	9.68
27.49	9.49
27.52	9.64
27.54	9.45
27.57	9.59
27.59	9.41
27.61	9.53
27.64	9.31
27.66	9.44
27.69	9.24
27.71	9.39
27.74	9.21
27.76	9.26
27.78	9.04
27.81	9.11
27.83	8.94
27.86	9.04
27.88	8.84
27.91	8.83
27.93	8.63
27.96	8.65
27.98	8.52
28.00	8.53
28.03	8.35
28.05	8.26
28.08	8.10
28.10	8.08
28.13	8.00
28.15	7.94
28.18	7.82
28.20	7.70
28.22	7.61
28.25	7.55
28.27	7.52
28.30	7.43
28.32	7.37
28.35	7.20
28.37	7.15
28.40	7.05
28.42	7.02
28.44	6.90
28.47	6.87
28.49	6.65
28.52	6.64
28.54	6.45
28.57	6.46
28.59	6.32
28.62	6.36
28.64	6.10
28.66	6.16
28.69	5.96
28.71	6.10
28.74	5.89
28.76	5.93
28.79	5.64
28.81	5.72
28.84	5.53
28.86	5.68
28.88	5.42
28.91	5.52
28.93	5.31
28.96	5.48
28.98	5.28
29.01	5.39
29.03	5.13
29.05	5.28
29.08	5.08
29.10	5.19
29.13	4.94
29.15	5.10
29.18	4.87
29.20	5.05
29.23	4.79
29.25	4.93
29.27	4.73
29.30	4.90
29.32	4.71
29.35	4.87
29.37	4.67
29.40	4.86
29.42	4.65
29.45	4.79
29.47	4.59
29.49	4.70
29.52	4.57
29.54	4.73
29.57	4.59
29.59	4.76
29.62	4.60
29.64	4.73
29.67	4.65
29.69	4.79
29.71	4.72
29.74	4.80
29.76	4.67
29.79	4.81
29.81	4.81
29.84	4.95
29.86	4.94
29.89	4.96
29.91	4.95
29.93	5.07
29.96	5.14
29.98	5.22
30.01	5.22
30.03	5.24
30.06	5.28
30.08	5.36
30.10	5.44
30.13	5.50
30.15	5.60
30.18	5.59
30.20	5.68
30.23	5.72
30.25	5.91
30.28	5.95
30.30	6.09
30.32	6.04
30.35	6.18
30.37	6.17
30.40	6.39
30.42	6.38
30.45	6.57
30.47	6.52
30.50	6.76
30.52	6.81
30.54	7.13
30.57	7.11
30.59	7.41
30.62	7.35
30.64	7.63
30.67	7.59
30.69	7.86
30.72	7.80
30.74	8.06
30.76	7.95
30.79	8.31
30.81	8.25
30.84	8.57
30.86	8.53
30.89	8.84
30.91	8.81
30.94	9.19
30.96	9.13
30.98	9.48
31.01	9.43
31.03	9.74
31.06	9.69
31.08	10.02
31.11	9.97
31.13	10.27
31.15	10.24
31.18	10.57
31.20	10.59
31.23	10.95
31.25	10.98
31.28	11.27
31.30	11.29
31.33	11.62
31.35	11.66
31.37	11.96
31.40	12.00
31.42	12.23
31.45	12.24
31.47	12.50
31.50	12.56
31.52	12.88
31.55	12.96
31.57	13.18
31.59	13.25
31.62	13.51
31.64	13.64
31.67	13.88
31.69	13.91
31.72	14.02
31.74	14.08
31.77	14.24
31.79	14.36
31.81	14.49
31.84	14.54
31.86	14.64
31.89	14.75
31.91	14.82
31.94	14.98
31.96	15.05
31.99	15.17
32.01	15.17
32.03	15.25
32.06	15.27
32.08	15.42
32.11	15.40
32.13	15.50
32.16	15.38
32.18	15.52
32.20	15.43
32.23	15.58
32.25	15.50
32.28	15.56
32.30	15.35
32.33	15.47
32.35	15.25
32.38	15.40
32.40	15.19
32.42	15.25
32.45	15.03
32.47	15.17
32.50	14.95
32.52	15.13
32.55	14.86
32.57	14.93
32.60	14.68
32.62	14.75
32.64	14.47
32.67	14.55
32.69	14.18
32.72	14.27
32.74	13.97
32.77	14.03
32.79	13.75
32.82	13.80
32.84	13.49
32.86	13.57
32.89	13.21
32.91	13.24
32.94	12.92
32.96	12.95
32.99	12.59
33.01	12.58
33.04	12.24
33.06	12.30
33.08	11.98
33.11	11.98
33.13	11.63
33.16	11.65
33.18	11.41
33.21	11.46
33.23	11.17
33.26	11.15
33.28	10.83
33.30	10.80
33.33	10.54
33.35	10.50
33.38	10.22
33.40	10.09
33.43	9.80
33.45	9.75
33.47	9.59
33.50	9.54
33.52	9.37
33.55	9.24
33.57	9.07
33.60	9.03
33.62	8.88
33.65	8.79
33.67	8.64
33.69	8.46
33.72	8.34
33.74	8.21
33.77	8.17
33.79	8.11
33.82	8.03
33.84	7.89
33.87	7.83
33.89	7.69
33.91	7.74
33.94	7.62
33.96	7.59
33.99	7.40
34.01	7.41
34.04	7.27
34.06	7.40
34.09	7.24
34.11	7.28
34.13	7.10
34.16	7.19
34.18	7.02
34.21	7.15
34.23	6.94
34.26	7.07
34.28	6.87
34.31	6.99
34.33	6.83
34.35	7.01
34.38	6.83
34.40	6.99
34.43	6.81
34.45	7.02
34.48	6.86
34.50	7.07
34.52	6.88
34.55	7.11
34.57	6.97
34.60	7.20
34.62	7.04
34.65	7.30
34.67	7.18
34.70	7.46
34.72	7.37
34.74	7.64
34.77	7.52
34.79	7.79
34.82	7.66
34.84	7.89
34.87	7.80
34.89	8.05
34.92	7.99
34.94	8.21
34.96	8.13
34.99	8.39
35.01	8.41
35.04	8.71
35.06	8.72
35.09	8.91
35.11	8.93
35.14	9.17
35.16	9.24
35.18	9.46
35.21	9.48
35.23	9.65
35.26	9.70
35.28	9.89
35.31	9.99
35.33	10.18
35.36	10.30
35.38	10.45
35.40	10.58
35.43	10.78
35.45	11.01
35.48	11.25
35.50	11.46
35.53	11.59
35.55	11.78
35.57	11.92
35.60	12.17
35.62	12.32
35.65	12.53
35.67	12.57
35.70	12.79
35.72	12.91
35.75	13.25
35.77	13.39
35.79	13.71
35.82	13.75
35.84	14.13
35.87	14.24
35.89	14.64
35.92	14.71
35.94	15.03
35.97	15.00
35.99	15.41
36.01	15.45
36.04	15.88
36.06	15.92
36.09	16.34
36.11	16.41
36.14	16.88
36.16	16.96
36.19	17.43
36.21	17.49
36.23	17.87
36.26	17.90
36.28	18.33
36.31	18.37
36.33	18.79
36.36	18.81
36.38	19.20
36.41	19.27
36.43	19.71
36.45	19.77
36.48	20.20
36.50	20.26
36.53	20.65
36.55	20.72
36.58	21.16
36.60	21.18
36.62	21.50
36.65	21.51
36.67	21.80
36.70	21.84
36.72	22.17
36.75	22.16
36.77	22.45
36.80	22.43
36.82	22.71
36.84	22.82
36.87	23.11
36.89	23.15
36.92	23.37
36.94	23.35
36.97	23.57
36.99	23.58
37.02	23.72
37.04	23.68
37.06	23.73
37.09	23.67
37.11	23.77
37.14	23.76
37.16	23.81
37.19	23.75
37.21	23.71
37.24	23.68
37.26	23.68
37.28	23.65
37.31	23.64
37.33	23.60
37.36	23.48
37.38	23.45
37.41	23.30
37.43	23.28
37.46	23.15
37.48	23.06
37.50	22.81
37.53	22.70
37.55	22.45
37.58	22.43
37.60	22.18
37.63	22.08
37.65	21.79
37.68	21.73
37.70	21.46
37.72	21.42
37.75	21.10
37.77	20.98
37.80	20.57
37.82	20.46
37.85	20.11
37.87	20.02
37.89	19.64
37.92	19.52
37.94	19.10
37.97	19.06
37.99	18.69
38.02	18.61
38.04	18.25
38.07	18.19
38.09	17.76
38.11	17.73
38.14	17.28
38.16	17.21
38.19	16.78
38.21	16.70
38.24	16.20
38.26	16.10
38.29	15.64
38.31	15.60
38.33	15.21
38.36	15.17
38.38	14.76
38.41	14.79
38.43	14.45
38.46	14.44
38.48	14.06
38.51	13.96
38.53	13.61
38.55	13.60
38.58	13.27
38.60	13.17
38.63	12.81
38.65	12.74
38.68	12.50
38.70	12.49
38.73	12.22
38.75	12.11
38.77	11.90
38.80	11.87
38.82	11.71
38.85	11.68
38.87	11.45
38.90	11.34
38.92	11.16
38.94	11.12
38.97	11.03
38.99	10.98
39.02	10.86
39.04	10.80
39.07	10.74
39.09	10.71
39.12	10.71
39.14	10.67
39.16	10.68
39.19	10.58
39.21	10.57
39.24	10.50
39.26	10.60
39.29	10.54
39.31	10.63
39.34	10.48
39.36	10.58
39.38	10.48
39.41	10.68
39.43	10.59
39.46	10.75
39.48	10.62
39.51	10.85
39.53	10.76
39.56	11.06
39.58	10.95
39.60	11.17
39.63	11.03
39.65	11.30
39.68	11.22
39.70	11.57
39.73	11.43
39.75	11.71
39.78	11.65
39.80	11.95
39.82	11.90
39.85	12.24
39.87	12.18
39.90	12.53
39.92	12.49
39.95	12.85
39.97	12.85
39.99	13.20
40.02	13.20
40.04	13.52
40.07	13.48
40.09	13.81
40.12	13.78
40.14	14.11
40.17	14.14
40.19	14.42
40.21	14.45
40.24	14.90
40.26	14.99
40.29	15.33
40.31	15.43
40.34	15.76
40.36	15.93
40.39	16.34
40.41	16.45
40.43	16.73
40.46	16.85
40.48	17.19
40.51	17.36
40.53	17.68
40.56	17.85
40.58	18.16
40.61	18.38
40.63	18.73
40.65	19.03
40.68	19.41
40.70	19.71
40.73	20.00
40.75	20.25
40.78	20.57
40.80	20.87
40.83	21.14
40.85	21.42
40.87	21.61
40.90	21.93
40.92	22.19
40.95	22.63
40.97	22.98
41.00	23.39
41.02	23.61
41.05	24.04
41.07	24.30
41.09	24.79
41.12	24.98
41.14	25.36
41.17	25.46
41.19	25.86
41.22	26.01
41.24	26.50
41.26	26.65
41.29	27.10
41.31	27.25
41.34	27.79
41.36	27.97
41.39	28.52
41.41	28.62
41.44	29.07
41.46	29.19
41.48	29.69
41.51	29.79
41.53	30.24
41.56	30.25
41.58	30.66
41.61	30.71
41.63	31.10
41.66	31.12
41.68	31.54
41.70	31.57
41.73	32.01
41.75	32.07
41.78	32.47
41.80	32.51
41.83	32.83
41.85	32.79
41.88	33.13
41.90	33.07
41.92	33.36
41.95	33.29
41.97	33.53
42.00	33.45
42.02	33.68
42.05	33.64
42.07	33.84
42.10	33.75
42.12	33.90
42.14	33.72
42.17	33.88
42.19	33.76
42.22	33.85
42.24	33.75
42.27	33.75
42.29	33.52
42.31	33.54
42.34	33.36
42.36	33.36
42.39	33.13
42.41	33.00
42.44	32.75
42.46	32.66
42.49	32.48
42.51	32.35
42.53	32.13
42.56	31.91
42.58	31.65
42.61	31.47
42.63	31.29
42.66	31.02
42.68	30.77
