U1	I
42.71	23.51
42.73	23.41
42.75	23.19
42.78	22.96
42.80	22.74
42.83	22.54
42.85	22.36
42.88	22.19
42.90	21.99
42.93	21.74
42.95	21.54
42.97	21.32
43.00	21.19
43.02	20.93
43.05	20.71
43.07	20.34
43.10	20.16
43.12	19.85
43.15	19.74
43.17	19.41
43.19	19.25
43.22	18.86
43.24	18.76
43.27	18.40
43.29	18.30
43.32	17.91
43.34	17.77
43.36	17.41
43.39	17.34
43.41	16.97
43.44	16.88
43.46	16.51
43.49	16.42
43.51	16.02
43.54	15.93
43.56	15.54
43.58	15.52
43.61	15.18
43.63	15.14
43.66	14.77
43.68	14.77
43.71	14.38
43.73	14.40
43.76	14.01
43.78	14.00
43.80	13.66
43.83	13.66
43.85	13.33
43.88	13.37
43.90	13.00
43.93	13.00
43.95	12.72
43.98	12.78
44.00	12.53
44.02	12.52
44.05	12.22
44.07	12.26
44.10	12.07
44.12	12.14
44.15	11.94
44.17	11.93
44.20	11.78
44.22	11.85
44.24	11.77
44.27	11.81
44.29	11.66
44.32	11.64
44.34	11.55
44.37	11.57
44.39	11.56
44.41	11.57
44.44	11.55
44.46	11.53
44.49	11.54
44.51	11.56
44.54	11.68
44.56	11.69
44.59	11.78
44.61	11.74
44.63	11.82
44.66	11.81
44.68	11.98
44.71	11.96
44.73	12.13
44.76	12.04
44.78	12.25
44.81	12.26
44.83	12.58
44.85	12.59
44.88	12.83
44.90	12.73
44.93	13.04
44.95	13.02
44.98	13.32
45.00	13.24
45.03	13.53
45.05	13.49
45.07	13.87
45.10	13.88
45.12	14.24
45.15	14.22
45.17	14.60
45.20	14.59
45.22	15.02
45.25	15.02
45.27	15.40
45.29	15.44
45.32	15.83
45.34	15.83
45.37	16.23
45.39	16.22
45.42	16.59
45.44	16.59
45.47	16.96
45.49	17.07
45.51	17.52
45.54	17.66
45.56	18.06
45.59	18.17
45.61	18.59
45.64	18.77
45.66	19.18
45.68	19.29
45.71	19.58
45.73	19.72
45.76	20.08
45.78	20.31
45.81	20.67
45.83	20.86
45.86	21.20
45.88	21.44
45.90	21.79
45.93	22.11
45.95	22.47
45.98	22.77
46.00	23.06
46.03	23.34
46.05	23.64
46.08	24.00
46.10	24.31
46.12	24.65
46.15	24.87
46.17	25.23
46.20	25.55
46.22	26.00
46.25	26.29
46.27	26.72
46.30	26.92
46.32	27.34
46.34	27.56
46.37	28.01
46.39	28.20
46.42	28.59
46.44	28.65
46.47	29.09
46.49	29.23
46.52	29.69
46.54	29.83
46.56	30.26
46.59	30.35
46.61	30.86
46.64	30.95
46.66	31.44
46.69	31.54
46.71	31.91
46.73	31.95
46.76	32.37
46.78	32.38
46.81	32.79
46.83	32.76
46.86	33.12
46.88	33.16
46.91	33.51
46.93	33.49
46.95	33.81
46.98	33.79
47.00	34.15
47.03	34.11
47.05	34.40
47.08	34.38
47.10	34.66
47.13	34.62
47.15	34.84
47.17	34.75
47.20	34.99
47.22	34.91
47.25	35.04
47.27	34.87
47.30	34.98
47.32	34.88
47.35	34.99
47.37	34.83
47.39	34.89
47.42	34.73
47.44	34.79
47.47	34.69
47.49	34.69
47.52	34.56
47.54	34.48
47.57	34.28
47.59	34.19
47.61	34.03
47.64	33.87
47.66	33.68
47.69	33.43
47.71	33.21
47.74	33.00
47.76	32.84
47.78	32.65
47.81	32.46
47.83	32.15
47.86	31.97
47.88	31.68
47.91	31.49
47.93	31.17
47.96	30.92
47.98	30.50
48.00	30.27
48.03	29.83
48.05	29.62
48.08	29.22
48.10	29.01
48.13	28.56
48.15	28.40
48.18	27.98
48.20	27.87
48.22	27.47
48.25	27.30
48.27	26.81
48.30	26.66
48.32	26.17
48.35	26.00
48.37	25.50
48.40	25.30
48.42	24.79
48.44	24.69
48.47	24.24
48.49	24.15
48.52	23.74
48.54	23.67
48.57	23.19
48.59	23.14
48.62	22.63
48.64	22.52
48.66	22.05
48.69	21.90
48.71	21.40
48.74	21.32
48.76	20.86
48.79	20.75
48.81	20.33
48.84	20.30
48.86	19.93
48.88	19.96
48.91	19.60
48.93	19.60
48.96	19.29
48.98	19.33
49.01	18.98
49.03	18.99
49.05	18.66
49.08	18.74
49.10	18.47
49.13	18.51
49.15	18.17
49.18	18.21
49.20	17.99
49.23	18.08
49.25	17.87
49.27	17.90
49.30	17.69
49.32	17.79
49.35	17.68
49.37	17.79
49.40	17.67
49.42	17.68
49.45	17.60
49.47	17.69
49.49	17.68
49.52	17.78
49.54	17.72
49.57	17.75
49.59	17.77
49.62	17.85
49.64	17.95
49.67	18.04
49.69	18.14
49.71	18.19
49.74	18.30
49.76	18.40
49.79	18.62
49.81	18.71
49.84	18.89
49.86	18.89
49.89	19.09
49.91	19.15
49.93	19.42
49.96	19.45
49.98	19.76
50.01	19.77
50.03	20.11
50.06	20.26
50.08	20.69
50.10	20.79
50.13	21.18
50.15	21.21
50.18	21.66
50.20	21.76
50.23	22.15
50.25	22.19
50.28	22.60
50.30	22.66
50.32	23.11
50.35	23.17
50.37	23.63
50.40	23.72
50.42	24.20
50.45	24.31
50.47	24.84
50.50	24.97
50.52	25.50
50.54	25.62
50.57	26.08
50.59	26.24
50.62	26.74
50.64	26.91
50.67	27.40
50.69	27.53
50.72	28.05
50.74	28.36
50.76	28.90
50.79	29.19
50.81	29.68
50.84	29.95
50.86	30.48
50.89	30.76
50.91	31.23
50.94	31.50
50.96	31.87
50.98	32.12
51.01	32.57
51.03	32.93
51.06	33.42
51.08	33.78
51.11	34.22
51.13	34.63
51.15	35.09
51.18	35.56
51.20	35.98
51.23	36.43
51.25	36.78
51.28	37.16
51.30	37.52
51.33	37.97
51.35	38.27
51.37	38.69
51.40	38.96
51.42	39.40
51.45	39.77
51.47	40.30
51.50	40.63
51.52	41.18
51.55	41.40
51.57	41.89
51.59	42.10
51.62	42.62
51.64	42.78
51.67	43.23
51.69	43.27
51.72	43.75
51.74	43.83
51.77	44.35
51.79	44.43
51.81	44.86
51.84	44.93
51.86	45.45
51.89	45.50
51.91	45.94
51.94	45.89
51.96	46.26
51.99	46.29
52.01	46.65
52.03	46.62
52.06	46.97
52.08	46.91
52.11	47.30
52.13	47.23
52.16	47.50
52.18	47.41
52.20	47.67
52.23	47.53
52.25	47.82
52.28	47.65
52.30	47.88
52.33	47.75
52.35	47.95
52.38	47.74
52.40	47.88
52.42	47.67
52.45	47.82
52.47	47.61
52.50	47.65
52.52	47.34
52.55	47.34
52.57	47.13
52.60	47.12
52.62	46.84
52.64	46.75
52.67	46.44
52.69	46.37
52.72	46.16
52.74	46.02
52.77	45.78
52.79	45.58
52.82	45.27
52.84	45.06
52.86	44.78
52.89	44.50
52.91	44.22
52.94	43.82
52.96	43.47
52.99	43.19
53.01	42.95
53.04	42.65
53.06	42.39
53.08	41.98
53.11	41.72
53.13	41.37
53.16	41.08
53.18	40.65
53.21	40.34
53.23	39.80
53.26	39.49
53.28	39.02
53.30	38.75
53.33	38.29
53.35	38.06
53.38	37.54
53.40	37.36
53.43	36.88
53.45	36.70
53.47	36.21
53.50	35.97
53.52	35.45
53.55	35.24
53.57	34.71
53.60	34.58
53.62	34.02
53.65	33.88
53.67	33.33
53.69	33.17
53.72	32.71
53.74	32.63
53.77	32.18
53.79	32.11
53.82	31.61
53.84	31.58
53.87	31.10
53.89	31.04
53.91	30.57
53.94	30.40
53.96	29.99
53.99	29.97
54.01	29.59
54.04	29.55
54.06	29.17
54.09	29.11
54.11	28.88
54.13	28.90
54.16	28.62
54.18	28.58
54.21	28.30
54.23	28.27
54.26	28.12
54.28	28.10
54.31	27.91
54.33	27.87
54.35	27.70
54.38	27.73
54.40	27.67
54.43	27.71
54.45	27.66
54.48	27.63
54.50	27.63
54.52	27.67
54.55	27.75
54.57	27.81
54.60	27.87
54.62	27.83
54.65	27.93
54.67	27.93
54.70	28.14
54.72	28.17
54.74	28.33
54.77	28.30
54.79	28.50
54.82	28.55
54.84	28.91
54.87	28.94
54.89	29.27
54.92	29.30
54.94	29.65
54.96	29.75
54.99	30.18
55.01	30.23
55.04	30.66
55.06	30.71
55.09	31.12
55.11	31.23
55.14	31.65
55.16	31.66
55.18	32.07
55.21	32.11
55.23	32.56
55.26	32.70
55.28	33.16
55.31	33.37
55.33	33.95
55.36	34.18
55.38	34.78
55.40	34.96
55.43	35.48
55.45	35.69
55.48	36.19
55.50	36.41
55.53	36.94
55.55	37.11
55.57	37.64
55.60	37.94
55.62	38.51
55.65	38.86
55.67	39.46
55.70	39.79
55.72	40.39
55.75	40.73
55.77	41.22
55.79	41.56
55.82	42.09
55.84	42.42
55.87	42.90
55.89	43.26
55.92	43.80
55.94	44.30
55.97	44.92
55.99	45.38
56.01	45.85
56.04	46.37
56.06	46.93
56.09	47.49
56.11	48.06
56.14	48.50
56.16	48.89
56.19	49.31
56.21	49.60
56.23	49.82
56.26	49.92
56.28	49.94
56.31	49.97
56.33	50.00
56.36	50.00
56.38	50.00
56.41	50.00
56.43	50.00
56.45	50.00
56.48	50.00
56.50	50.00
56.53	50.00
56.55	50.00
56.58	50.00
56.60	50.00
56.62	50.00
56.65	50.00
56.67	50.00
56.70	50.00
56.72	50.00
56.75	50.00
56.77	50.00
56.80	50.00
56.82	50.00
56.84	50.00
56.87	50.00
56.89	50.00
56.92	50.00
56.94	50.00
56.97	50.00
56.99	50.00
57.02	50.00
57.04	50.00
57.06	50.00
57.09	50.00
57.11	50.00
57.14	50.00
57.16	50.00
57.19	50.00
57.21	50.00
57.24	50.00
57.26	50.00
57.28	50.00
57.31	50.00
57.33	50.00
57.36	50.00
57.38	50.00
57.41	50.00
57.43	50.00
57.46	50.00
57.48	50.00
57.50	50.00
57.53	50.00
57.55	50.00
57.58	50.00
57.60	50.00
57.63	50.00
57.65	50.00
57.68	50.00
57.70	50.00
57.72	50.00
57.75	50.00
57.77	50.00
57.80	50.00
57.82	50.00
57.85	50.00
57.87	50.00
57.89	50.00
57.92	50.00
57.94	50.00
57.97	50.00
57.99	50.00
58.02	50.00
58.04	50.00
58.07	50.00
58.09	50.00
58.11	50.00
58.14	50.00
58.16	50.00
58.19	50.00
58.21	50.00
58.24	50.00
58.26	50.00
58.29	50.00
58.31	50.00
58.33	50.00
58.36	50.00
58.38	50.00
58.41	50.00
58.43	50.00
58.46	50.00
58.48	50.00
58.51	50.00
58.53	50.00
58.55	50.00
58.58	50.00
58.60	50.00
58.63	50.00
58.65	50.00
58.68	50.00
58.70	50.00
58.73	50.00
58.75	50.00
58.77	50.00
58.80	50.00
58.82	49.92
58.85	49.92
58.87	49.74
58.90	49.72
58.92	49.51
58.94	49.37
58.97	49.04
58.99	48.90
59.02	48.57
59.04	48.52
59.07	48.11
59.09	47.90
59.12	47.54
59.14	47.43
59.16	47.14
59.19	47.00
59.21	46.70
59.24	46.57
59.26	46.35
59.29	46.24
59.31	46.09
59.34	46.00
59.36	45.88
59.38	45.77
59.41	45.66
59.43	45.58
59.46	45.60
59.48	45.55
59.51	45.55
59.53	45.41
59.56	45.41
59.58	45.38
59.60	45.50
59.63	45.45
59.65	45.56
59.68	45.46
59.70	45.64
59.73	45.63
59.75	45.88
59.78	45.88
59.80	46.19
59.82	46.17
59.85	46.49
59.87	46.51
59.90	46.93
59.92	46.90
59.95	47.03
59.97	46.89
59.99	46.98
