U1	I
7.86	0.68
7.88	0.77
7.91	0.76
7.93	0.86
7.96	0.74
7.98	0.78
8.00	0.69
8.03	0.73
8.05	0.77
8.08	0.79
8.10	0.76
8.13	0.76
8.15	0.75
8.18	0.77
8.20	0.88
8.22	0.88
8.25	0.90
8.27	0.81
8.30	0.82
8.32	0.77
8.35	0.88
8.37	0.79
8.40	0.86
8.42	0.73
8.44	0.84
8.47	0.74
8.49	0.89
8.52	0.80
8.54	0.90
8.57	0.72
8.59	0.86
8.62	0.70
8.64	0.88
8.66	0.72
8.69	0.84
8.71	0.66
8.74	0.82
8.76	0.68
8.79	0.89
8.81	0.72
8.84	0.90
8.86	0.72
8.88	0.93
8.91	0.78
8.93	0.95
8.96	0.74
8.98	0.94
9.01	0.75
9.03	0.94
9.05	0.75
9.08	0.92
9.10	0.75
9.13	0.94
9.15	0.75
9.18	0.93
9.20	0.78
9.23	0.91
9.25	0.76
9.27	0.92
9.30	0.80
9.32	1.01
9.35	0.88
9.37	1.00
9.40	0.84
9.42	0.95
9.45	0.86
9.47	0.96
9.49	0.84
9.52	0.91
9.54	0.79
9.57	0.91
9.59	0.86
9.62	0.93
9.64	0.87
9.67	0.88
9.69	0.82
9.71	0.86
9.74	0.86
9.76	0.88
9.79	0.89
9.81	0.85
9.84	0.84
9.86	0.84
9.89	0.91
9.91	0.92
9.93	0.97
9.96	0.87
9.98	0.93
10.01	0.89
10.03	1.01
10.06	0.95
10.08	1.01
10.10	0.88
10.13	0.99
10.15	0.87
10.18	1.04
10.20	0.91
10.23	1.00
10.25	0.83
10.28	0.97
10.30	0.83
10.32	1.05
10.35	0.88
10.37	1.02
10.40	0.84
10.42	1.06
10.45	0.90
10.47	1.08
10.50	0.86
10.52	1.03
10.54	0.84
10.57	1.02
10.59	0.83
10.62	1.03
10.64	0.85
10.67	1.06
10.69	0.83
10.72	1.05
10.74	0.86
10.76	1.04
10.79	0.86
10.81	1.02
10.84	0.83
10.86	1.06
10.89	0.90
10.91	1.07
10.94	0.86
10.96	0.97
10.98	0.85
11.01	1.05
11.03	0.93
11.06	1.04
11.08	0.87
11.11	1.01
11.13	0.96
11.15	1.08
11.18	0.96
11.20	1.00
11.23	0.88
11.25	1.00
11.28	0.98
11.30	1.08
11.33	1.01
11.35	1.02
11.37	0.99
11.40	1.06
11.42	1.08
11.45	1.09
11.47	1.07
11.50	1.04
11.52	1.07
11.55	1.06
11.57	1.13
11.59	1.11
11.62	1.16
11.64	1.06
11.67	1.08
11.69	0.98
11.72	1.12
11.74	1.06
11.77	1.17
11.79	1.04
11.81	1.15
11.84	1.06
11.86	1.28
11.89	1.14
11.91	1.24
11.94	1.03
11.96	1.17
11.99	1.05
12.01	1.24
12.03	1.03
12.06	1.19
12.08	1.03
12.11	1.21
12.13	1.08
12.16	1.25
12.18	1.11
12.21	1.28
12.23	1.10
12.25	1.29
12.28	1.13
12.30	1.34
12.33	1.18
12.35	1.38
12.38	1.20
12.40	1.34
12.42	1.16
12.45	1.34
12.47	1.13
12.50	1.28
12.52	1.09
12.55	1.30
12.57	1.22
12.60	1.37
12.62	1.18
12.64	1.33
12.67	1.23
12.69	1.41
12.72	1.29
12.74	1.37
12.77	1.24
12.79	1.35
12.82	1.28
12.84	1.42
12.86	1.34
12.89	1.36
12.91	1.29
12.94	1.36
12.96	1.37
12.99	1.46
13.01	1.39
13.04	1.38
13.06	1.35
13.08	1.38
13.11	1.43
13.13	1.44
13.16	1.44
13.18	1.41
13.21	1.42
13.23	1.40
13.26	1.48
13.28	1.45
13.30	1.52
13.33	1.40
13.35	1.44
13.38	1.37
13.40	1.49
13.43	1.41
13.45	1.55
13.47	1.36
13.50	1.48
13.52	1.37
13.55	1.56
13.57	1.44
13.60	1.57
13.62	1.37
13.65	1.57
13.67	1.44
13.69	1.64
13.72	1.45
13.74	1.57
13.77	1.40
13.79	1.58
13.82	1.39
13.84	1.58
13.87	1.38
13.89	1.57
13.91	1.42
13.94	1.61
13.96	1.41
13.99	1.61
14.01	1.41
14.04	1.59
14.06	1.38
14.09	1.56
14.11	1.39
14.13	1.57
14.16	1.37
14.18	1.54
14.21	1.38
14.23	1.59
14.26	1.43
14.28	1.54
14.31	1.37
14.33	1.49
14.35	1.38
14.38	1.57
14.40	1.43
14.43	1.51
14.45	1.37
14.48	1.49
14.50	1.45
14.52	1.54
14.55	1.42
14.57	1.44
14.60	1.34
14.62	1.43
14.65	1.43
14.67	1.48
14.70	1.44
14.72	1.43
14.74	1.43
14.77	1.45
14.79	1.50
14.82	1.47
14.84	1.48
14.87	1.40
14.89	1.43
14.92	1.41
14.94	1.50
14.96	1.45
14.99	1.52
15.01	1.38
15.04	1.46
15.06	1.36
15.09	1.48
15.11	1.41
15.14	1.47
15.16	1.28
15.18	1.41
15.21	1.29
15.23	1.49
15.26	1.35
15.28	1.46
15.31	1.32
15.33	1.51
15.36	1.37
15.38	1.57
15.40	1.38
15.43	1.53
15.45	1.36
15.48	1.54
15.50	1.37
15.53	1.58
15.55	1.40
15.57	1.58
15.60	1.39
15.62	1.57
15.65	1.38
15.67	1.59
15.70	1.41
15.72	1.57
15.75	1.41
15.77	1.62
15.79	1.46
15.82	1.61
15.84	1.42
15.87	1.57
15.89	1.42
15.92	1.60
15.94	1.47
15.97	1.61
15.99	1.44
16.01	1.58
16.04	1.49
16.06	1.65
16.09	1.52
16.11	1.61
16.14	1.49
16.16	1.62
16.19	1.57
16.21	1.67
16.23	1.61
16.26	1.65
16.28	1.56
16.31	1.65
16.33	1.66
16.36	1.72
16.38	1.72
16.41	1.69
16.43	1.70
16.45	1.73
16.48	1.78
16.50	1.80
16.53	1.82
16.55	1.75
16.58	1.79
16.60	1.74
16.63	1.87
16.65	1.86
16.67	1.94
16.70	1.83
16.72	1.90
16.75	1.81
16.77	2.02
16.80	1.93
16.82	2.03
16.84	1.86
16.87	2.03
16.89	1.94
16.92	2.19
16.94	2.03
16.97	2.18
16.99	2.01
17.02	2.21
17.04	2.09
17.06	2.29
17.09	2.10
17.11	2.30
17.14	2.12
17.16	2.36
17.19	2.21
17.21	2.39
17.24	2.26
17.26	2.47
17.28	2.30
17.31	2.50
17.33	2.30
17.36	2.51
17.38	2.37
17.41	2.55
17.43	2.37
17.46	2.54
17.48	2.41
17.50	2.62
17.53	2.45
17.55	2.59
17.58	2.47
17.60	2.66
17.63	2.56
17.65	2.67
17.68	2.49
17.70	2.62
17.72	2.55
17.75	2.67
17.77	2.58
17.80	2.63
17.82	2.55
17.85	2.68
17.87	2.64
17.89	2.72
17.92	2.63
17.94	2.64
17.97	2.61
17.99	2.65
18.02	2.65
18.04	2.70
18.07	2.65
18.09	2.65
18.11	2.65
18.14	2.65
18.16	2.71
18.19	2.69
18.21	2.70
18.24	2.65
18.26	2.69
18.29	2.64
18.31	2.75
18.33	2.70
18.36	2.76
18.38	2.62
18.41	2.69
18.43	2.56
18.46	2.70
18.48	2.53
18.51	2.62
18.53	2.44
18.55	2.61
18.58	2.53
18.60	2.72
18.63	2.57
18.65	2.73
18.68	2.53
18.70	2.72
18.73	2.56
18.75	2.69
18.77	2.48
18.80	2.62
18.82	2.43
18.85	2.60
18.87	2.43
18.90	2.56
18.92	2.34
18.94	2.52
18.97	2.35
18.99	2.54
19.02	2.36
19.04	2.54
19.07	2.36
19.09	2.54
19.12	2.34
19.14	2.49
19.16	2.30
19.19	2.45
19.21	2.20
19.24	2.34
19.26	2.19
19.29	2.41
19.31	2.26
19.34	2.34
19.36	2.16
19.38	2.31
19.41	2.20
19.43	2.35
19.46	2.20
19.48	2.27
19.51	2.15
19.53	2.22
19.56	2.18
19.58	2.25
19.60	2.15
19.63	2.15
19.65	2.09
19.68	2.15
19.70	2.16
19.73	2.18
19.75	2.16
19.78	2.14
19.80	2.13
19.82	2.11
19.85	2.17
19.87	2.15
19.90	2.18
19.92	2.08
19.95	2.07
19.97	2.00
19.99	2.11
20.02	2.04
20.04	2.13
20.07	1.95
20.09	2.04
20.12	1.98
20.14	2.16
20.17	2.06
20.19	2.17
20.21	2.00
20.24	2.17
20.26	2.04
20.29	2.21
20.31	2.06
20.34	2.21
20.36	2.03
20.39	2.24
20.41	2.08
20.43	2.29
20.46	2.08
20.48	2.26
20.51	2.09
20.53	2.26
20.56	2.07
20.58	2.27
20.61	2.09
20.63	2.33
20.65	2.14
20.68	2.32
20.70	2.16
20.73	2.38
20.75	2.22
20.78	2.41
20.80	2.24
20.83	2.47
20.85	2.34
20.87	2.50
20.90	2.34
20.92	2.50
20.95	2.40
20.97	2.60
21.00	2.44
21.02	2.55
21.05	2.44
21.07	2.57
21.09	2.54
21.12	2.67
21.14	2.59
21.17	2.70
21.19	2.63
21.22	2.75
21.24	2.78
21.26	2.87
21.29	2.87
21.31	2.92
21.34	2.91
21.36	2.98
21.39	3.03
21.41	3.08
21.44	3.12
21.46	3.08
21.48	3.12
21.51	3.16
21.53	3.29
21.56	3.32
21.58	3.40
21.61	3.33
21.63	3.44
21.66	3.41
21.68	3.59
21.70	3.56
21.73	3.69
21.75	3.60
21.78	3.77
21.80	3.72
21.83	3.98
21.85	3.87
21.88	4.02
21.90	3.89
21.92	4.09
21.95	4.00
21.97	4.23
22.00	4.09
22.02	4.27
22.05	4.14
22.07	4.35
22.10	4.23
22.12	4.44
22.14	4.27
22.17	4.49
22.19	4.35
22.22	4.55
22.24	4.43
22.27	4.66
22.29	4.51
22.31	4.75
22.34	4.57
22.36	4.83
22.39	4.68
22.41	4.87
22.44	4.70
22.46	4.88
22.49	4.72
22.51	4.92
22.53	4.74
22.56	4.91
22.58	4.72
22.61	4.86
22.63	4.78
22.66	4.96
22.68	4.84
22.71	4.93
22.73	4.77
22.75	4.90
22.78	4.84
22.80	4.95
22.83	4.85
22.85	4.89
22.88	4.81
22.90	4.90
22.93	4.87
22.95	4.91
22.97	4.84
23.00	4.82
23.02	4.77
23.05	4.77
23.07	4.80
23.10	4.83
23.12	4.83
23.15	4.73
23.17	4.72
23.19	4.66
23.22	4.74
23.24	4.66
23.27	4.68
23.29	4.55
23.32	4.60
23.34	4.45
23.36	4.60
23.39	4.46
23.41	4.51
23.44	4.30
23.46	4.37
23.49	4.21
23.51	4.40
23.54	4.19
23.56	4.29
23.58	4.09
23.61	4.24
23.63	4.06
23.66	4.18
23.68	3.96
23.71	4.06
23.73	3.83
23.76	4.00
23.78	3.79
23.80	3.93
23.83	3.77
23.85	3.90
23.88	3.67
23.90	3.80
23.93	3.55
23.95	3.71
23.98	3.47
24.00	3.62
24.02	3.42
24.05	3.58
24.07	3.42
24.10	3.58
24.12	3.34
24.15	3.50
24.17	3.31
24.20	3.45
24.22	3.27
24.24	3.35
24.27	3.12
24.29	3.23
24.32	3.09
24.34	3.21
24.37	3.09
24.39	3.14
24.42	3.00
24.44	3.11
24.46	3.03
24.49	3.14
24.51	3.03
24.54	3.02
24.56	2.96
24.59	3.02
24.61	2.99
24.63	3.03
24.66	2.96
24.68	2.93
24.71	2.90
24.73	2.90
24.76	2.94
24.78	2.93
24.81	2.96
24.83	2.90
24.85	2.91
24.88	2.88
24.90	2.97
24.93	2.92
24.95	3.03
24.98	2.90
25.00	2.96
25.03	2.86
25.05	3.00
25.07	2.92
25.10	3.02
25.12	2.80
25.15	2.97
25.17	2.88
25.20	3.11
25.22	3.01
25.25	3.16
25.27	2.98
25.29	3.21
25.32	3.06
25.34	3.26
25.37	3.10
25.39	3.28
25.42	3.14
25.44	3.40
25.47	3.25
25.49	3.47
25.51	3.30
25.54	3.53
25.56	3.35
25.59	3.57
25.61	3.37
25.64	3.60
25.66	3.47
25.68	3.73
25.71	3.58
25.73	3.84
25.76	3.75
25.78	3.99
25.81	3.84
25.83	4.04
25.86	3.93
25.88	4.17
25.90	4.09
25.93	4.24
25.95	4.16
25.98	4.38
26.00	4.33
26.03	4.54
26.05	4.51
26.08	4.64
26.10	4.60
26.12	4.73
26.15	4.75
26.17	4.91
26.20	4.91
26.22	4.99
26.25	4.98
26.27	5.12
26.30	5.23
26.32	5.35
26.34	5.44
26.37	5.50
26.39	5.61
26.42	5.71
26.44	5.87
26.47	5.92
26.49	6.04
26.52	6.00
26.54	6.11
26.56	6.12
26.59	6.30
26.61	6.31
26.64	6.49
26.66	6.42
26.69	6.63
26.71	6.62
26.73	6.85
26.76	6.81
26.78	6.99
26.81	6.88
26.83	7.11
26.86	7.04
26.88	7.34
26.91	7.25
26.93	7.45
26.95	7.34
26.98	7.58
27.00	7.51
27.03	7.78
27.05	7.61
27.08	7.84
27.10	7.75
27.13	7.97
27.15	7.86
27.17	8.10
27.20	7.92
27.22	8.18
27.25	8.03
27.27	8.23
27.30	8.12
27.32	8.32
27.35	8.18
27.37	8.40
27.39	8.26
27.42	8.49
27.44	8.38
27.47	8.52
27.49	8.37
27.52	8.49
27.54	8.35
27.57	8.50
27.59	8.36
27.61	8.44
27.64	8.28
27.66	8.36
27.69	8.29
27.71	8.39
27.74	8.29
27.76	8.33
27.78	8.21
27.81	8.27
27.83	8.24
27.86	8.25
27.88	8.18
27.91	8.11
27.93	7.98
27.96	7.96
27.98	7.90
28.00	7.85
28.03	7.82
28.05	7.77
28.08	7.74
28.10	7.65
28.13	7.71
28.15	7.70
28.18	7.66
28.20	7.47
28.22	7.38
28.25	7.20
28.27	7.27
28.30	7.08
28.32	7.02
28.35	6.76
28.37	6.77
28.40	6.49
28.42	6.37
28.44	5.75
28.47	5.48
28.49	5.12
28.52	5.17
28.54	4.96
28.57	5.18
28.59	5.16
28.62	5.42
28.64	5.21
28.66	5.14
28.69	4.65
28.71	4.39
28.74	3.74
28.76	3.50
28.79	3.11
28.81	3.14
28.84	2.80
28.86	2.87
28.88	2.65
28.91	2.82
28.93	2.57
28.96	2.73
28.98	2.55
29.01	2.74
29.03	2.61
29.05	2.78
29.08	2.62
29.10	2.81
29.13	2.66
29.15	2.83
29.18	2.65
29.20	2.78
29.23	2.69
29.25	2.86
29.27	2.76
29.30	2.87
29.32	2.71
29.35	2.84
29.37	2.80
29.40	2.91
29.42	2.83
29.45	2.88
29.47	2.81
29.49	2.96
29.52	2.97
29.54	3.05
29.57	3.03
29.59	3.03
29.62	3.03
29.64	3.10
29.67	3.12
29.69	3.15
29.71	3.16
29.74	3.11
29.76	3.16
29.79	3.16
29.81	3.28
29.84	3.29
29.86	3.39
29.89	3.31
29.91	3.42
29.93	3.38
29.96	3.61
29.98	3.53
30.01	3.67
30.03	3.52
30.06	3.69
30.08	3.62
30.10	3.85
30.13	3.71
30.15	3.92
30.18	3.77
30.20	4.03
30.23	3.97
30.25	4.23
30.28	4.11
30.30	4.34
30.32	4.18
30.35	4.46
30.37	4.36
30.40	4.57
30.42	4.44
30.45	4.67
30.47	4.54
30.50	4.79
30.52	4.66
30.54	4.91
30.57	4.82
30.59	5.11
30.62	5.01
30.64	5.30
30.67	5.24
30.69	5.51
30.72	5.40
30.74	5.63
30.76	5.53
30.79	5.82
30.81	5.76
30.84	5.98
30.86	5.89
30.89	6.11
30.91	6.14
30.94	6.39
30.96	6.39
30.98	6.57
31.01	6.56
31.03	6.77
31.06	6.81
31.08	7.01
31.11	7.04
31.13	7.13
31.15	7.17
31.18	7.31
31.20	7.42
31.23	7.58
31.25	7.63
31.28	7.69
31.30	7.80
31.33	7.89
31.35	8.08
31.37	8.16
31.40	8.28
31.42	8.34
31.45	8.50
31.47	8.57
31.50	8.79
31.52	8.87
31.55	9.07
31.57	9.08
31.59	9.26
31.62	9.27
31.64	9.52
31.67	9.52
31.69	9.71
31.72	9.60
31.74	9.83
31.77	9.78
31.79	10.06
31.81	10.01
31.84	10.21
31.86	10.10
31.89	10.38
31.91	10.30
31.94	10.55
31.96	10.40
31.99	10.62
32.01	10.51
32.03	10.73
32.06	10.60
32.08	10.80
32.11	10.66
32.13	10.90
32.16	10.75
32.18	10.94
32.20	10.79
32.23	11.00
32.25	10.85
32.28	11.05
32.30	10.87
32.33	11.04
32.35	10.90
32.38	11.04
32.40	10.81
32.42	10.95
32.45	10.77
32.47	10.94
32.50	10.76
32.52	10.83
32.55	10.63
32.57	10.71
32.60	10.56
32.62	10.66
32.64	10.46
32.67	10.46
32.69	10.29
32.72	10.31
32.74	10.22
32.77	10.22
32.79	10.05
32.82	10.03
32.84	9.89
32.86	9.88
32.89	9.84
32.91	9.78
32.94	9.68
32.96	9.56
32.99	9.43
33.01	9.32
33.04	9.26
33.06	9.12
33.08	9.05
33.11	8.84
33.13	8.78
33.16	8.64
33.18	8.66
33.21	8.51
33.23	8.47
33.26	8.24
33.28	8.25
33.30	8.05
33.33	8.14
33.35	7.94
33.38	7.90
33.40	7.60
33.43	7.65
33.45	7.43
33.47	7.52
33.50	7.21
33.52	7.25
33.55	7.01
33.57	7.12
33.60	6.88
33.62	6.98
33.65	6.72
33.67	6.80
33.69	6.54
33.72	6.65
33.74	6.39
33.77	6.51
33.79	6.24
33.82	6.38
33.84	6.12
33.87	6.21
33.89	5.95
33.91	6.09
33.94	5.84
33.96	5.95
33.99	5.68
34.01	5.86
34.04	5.68
34.06	5.78
34.09	5.52
34.11	5.56
34.13	5.37
34.16	5.53
34.18	5.32
34.21	5.39
34.23	5.22
34.26	5.33
34.28	5.26
34.31	5.38
34.33	5.23
34.35	5.29
34.38	5.16
34.40	5.23
34.43	5.21
34.45	5.28
34.48	5.25
34.50	5.23
34.52	5.16
34.55	5.22
34.57	5.22
34.60	5.26
34.62	5.26
34.65	5.19
34.67	5.23
34.70	5.25
34.72	5.36
34.74	5.41
34.77	5.46
34.79	5.40
34.82	5.48
34.84	5.41
34.87	5.58
34.89	5.54
34.92	5.65
34.94	5.56
34.96	5.68
34.99	5.62
35.01	5.89
35.04	5.81
35.06	5.98
35.09	5.87
35.11	6.09
35.14	6.03
35.16	6.31
35.18	6.17
35.21	6.38
35.23	6.26
35.26	6.55
35.28	6.47
35.31	6.73
35.33	6.61
35.36	6.92
35.38	6.84
35.40	7.15
35.43	7.02
35.45	7.32
35.48	7.29
35.50	7.61
35.53	7.54
35.55	7.85
35.57	7.73
35.60	8.04
35.62	7.96
35.65	8.23
35.67	8.19
35.70	8.48
35.72	8.44
35.75	8.75
35.77	8.73
35.79	9.00
35.82	9.04
35.84	9.35
35.87	9.39
35.89	9.63
35.92	9.65
35.94	9.91
35.97	10.02
35.99	10.28
36.01	10.33
36.04	10.51
36.06	10.61
36.09	10.86
36.11	11.02
36.14	11.25
36.16	11.39
36.19	11.56
36.21	11.76
36.23	11.93
36.26	12.13
36.28	12.30
36.31	12.44
36.33	12.53
36.36	12.72
36.38	12.83
36.41	13.10
36.43	13.24
36.45	13.49
36.48	13.60
36.50	13.88
36.53	13.96
36.55	14.33
36.58	14.43
36.60	14.69
36.62	14.66
36.65	14.92
36.67	14.96
36.70	15.31
36.72	15.27
36.75	15.53
36.77	15.49
36.80	15.86
36.82	15.86
36.84	16.18
36.87	16.12
36.89	16.40
36.92	16.31
36.94	16.65
36.97	16.55
36.99	16.80
37.02	16.69
37.04	16.93
37.06	16.82
37.09	17.08
37.11	16.93
37.14	17.22
37.16	17.08
37.19	17.33
37.21	17.22
37.24	17.40
37.26	17.32
37.28	17.52
37.31	17.31
37.33	17.50
37.36	17.35
37.38	17.51
37.41	17.37
37.43	17.42
37.46	17.21
37.48	17.31
37.50	17.14
37.53	17.24
37.55	17.08
37.58	17.09
37.60	16.89
37.63	16.92
37.65	16.80
37.68	16.85
37.70	16.65
37.72	16.56
37.75	16.39
37.77	16.34
37.80	16.19
37.82	16.10
37.85	15.89
37.87	15.75
37.89	15.55
37.92	15.41
37.94	15.31
37.97	15.16
37.99	15.08
38.02	14.86
38.04	14.72
38.07	14.55
38.09	14.47
38.11	14.24
38.14	14.13
38.16	13.76
38.19	13.63
38.21	13.36
38.24	13.27
38.26	12.98
38.29	12.90
38.31	12.54
38.33	12.50
38.36	12.24
38.38	12.21
38.41	11.95
38.43	11.91
38.46	11.56
38.48	11.59
38.51	11.24
38.53	11.24
38.55	10.90
38.58	10.87
38.60	10.54
38.63	10.58
38.65	10.27
38.68	10.33
38.70	10.01
38.73	10.06
38.75	9.72
38.77	9.81
38.80	9.50
38.82	9.55
38.85	9.24
38.87	9.30
38.90	9.03
38.92	9.14
38.94	8.88
38.97	8.91
38.99	8.65
39.02	8.71
39.04	8.49
39.07	8.58
39.09	8.38
39.12	8.38
39.14	8.16
39.16	8.22
39.19	8.09
39.21	8.17
39.24	8.00
39.26	8.01
39.29	7.88
39.31	7.96
39.34	7.87
39.36	7.90
39.38	7.78
39.41	7.80
39.43	7.74
39.46	7.79
39.48	7.80
39.51	7.84
39.53	7.85
39.56	7.87
39.58	7.87
39.60	7.86
39.63	7.94
39.65	7.96
39.68	8.07
39.70	8.01
39.73	8.07
39.75	8.07
39.78	8.25
39.80	8.26
39.82	8.43
39.85	8.32
39.87	8.52
39.90	8.49
39.92	8.78
39.95	8.75
39.97	8.96
39.99	8.83
40.02	9.09
40.04	9.07
40.07	9.40
40.09	9.27
40.12	9.52
40.14	9.46
40.17	9.78
40.19	9.73
40.21	10.04
40.24	9.97
40.26	10.32
40.29	10.29
40.31	10.63
40.34	10.59
40.36	10.94
40.39	10.87
40.41	11.24
40.43	11.20
40.46	11.55
40.48	11.49
40.51	11.83
40.53	11.81
40.56	12.18
40.58	12.17
40.61	12.55
40.63	12.56
40.65	12.92
40.68	12.96
40.70	13.30
40.73	13.38
40.75	13.76
40.78	13.83
40.80	14.12
40.83	14.17
40.85	14.47
40.87	14.64
40.90	14.98
40.92	15.10
40.95	15.40
40.97	15.58
41.00	15.90
41.02	16.15
41.05	16.43
41.07	16.62
41.09	16.86
41.12	17.03
41.14	17.28
41.17	17.53
41.19	17.75
41.22	17.98
41.24	18.15
41.26	18.40
41.29	18.63
41.31	19.00
41.34	19.24
41.36	19.56
41.39	19.72
41.41	20.04
41.44	20.19
41.46	20.59
41.48	20.70
41.51	21.00
41.53	21.03
41.56	21.32
41.58	21.40
41.61	21.83
41.63	21.88
41.66	22.20
41.68	22.22
41.70	22.61
41.73	22.69
41.75	23.10
41.78	23.05
41.80	23.37
41.83	23.37
41.85	23.73
41.88	23.72
41.90	24.02
41.92	23.93
41.95	24.24
41.97	24.18
42.00	24.46
42.02	24.36
42.05	24.64
42.07	24.55
42.10	24.83
42.12	24.71
42.14	24.92
42.17	24.80
42.19	25.03
42.22	24.86
42.24	25.05
42.27	24.90
42.29	25.08
42.31	24.94
42.34	25.05
42.36	24.80
42.39	24.87
42.41	24.70
42.44	24.78
42.46	24.60
42.49	24.60
42.51	24.41
42.53	24.48
42.56	24.34
42.58	24.32
42.61	24.14
42.63	24.03
42.66	23.81
42.68	23.71
