U1	I
42.71	37.89
42.73	37.73
42.75	37.35
42.78	37.23
42.80	36.74
42.83	36.56
42.85	36.10
42.88	35.97
42.90	35.53
42.93	35.38
42.95	34.90
42.97	34.75
43.00	34.29
43.02	34.13
43.05	33.59
43.07	33.41
43.10	32.89
43.12	32.71
43.15	32.11
43.17	31.86
43.19	31.26
43.22	31.13
43.24	30.62
43.27	30.46
43.29	29.89
43.32	29.75
43.34	29.22
43.36	29.09
43.39	28.47
43.41	28.23
43.44	27.63
43.46	27.43
43.49	26.88
43.51	26.66
43.54	26.07
43.56	25.92
43.58	25.46
43.61	25.33
43.63	24.90
43.66	24.69
43.68	24.24
43.71	24.12
43.73	23.70
43.76	23.53
43.78	23.14
43.80	22.89
43.83	22.54
43.85	22.39
43.88	22.11
43.90	21.95
43.93	21.67
43.95	21.45
43.98	21.23
44.00	21.13
44.02	20.99
44.05	20.85
44.07	20.68
44.10	20.51
44.12	20.40
44.15	20.28
44.17	20.23
44.20	20.12
44.22	20.09
44.24	19.94
44.27	19.89
44.29	19.75
44.32	19.83
44.34	19.69
44.37	19.76
44.39	19.58
44.41	19.68
44.44	19.65
44.46	19.86
44.49	19.78
44.51	20.00
44.54	19.86
44.56	20.13
44.59	20.08
44.61	20.29
44.63	20.20
44.66	20.42
44.68	20.29
44.71	20.57
44.73	20.52
44.76	20.87
44.78	20.85
44.81	21.23
44.83	21.27
44.85	21.64
44.88	21.72
44.90	22.15
44.93	22.14
44.95	22.53
44.98	22.50
45.00	22.88
45.03	22.93
45.05	23.31
45.07	23.33
45.10	23.77
45.12	23.88
45.15	24.38
45.17	24.53
45.20	24.98
45.22	25.12
45.25	25.57
45.27	25.76
45.29	26.30
45.32	26.43
45.34	26.82
45.37	27.01
45.39	27.42
45.42	27.68
45.44	28.17
45.47	28.34
45.49	28.84
45.51	29.12
45.54	29.60
45.56	29.99
45.59	30.51
45.61	30.84
45.64	31.34
45.66	31.66
45.68	32.12
45.71	32.53
45.73	32.98
45.76	33.30
45.78	33.69
45.81	34.04
45.83	34.54
45.86	35.07
45.88	35.56
45.90	36.07
45.93	36.52
45.95	37.04
45.98	37.50
46.00	37.97
46.03	38.38
46.05	38.89
46.08	39.23
46.10	39.74
46.12	40.06
46.15	40.66
46.17	41.10
46.20	41.71
46.22	42.02
46.25	42.65
46.27	43.03
46.30	43.79
46.32	44.17
46.34	44.84
46.37	45.06
46.39	45.70
46.42	45.95
46.44	46.61
46.47	46.85
46.49	47.40
46.52	47.61
46.54	48.26
46.56	48.54
46.59	49.06
46.61	49.28
46.64	49.59
46.66	49.69
46.69	49.91
46.71	49.91
46.73	50.00
46.76	50.00
46.78	50.00
46.81	50.00
46.83	50.00
46.86	50.00
46.88	50.00
46.91	50.00
46.93	50.00
46.95	50.00
46.98	50.00
47.00	50.00
47.03	50.00
47.05	50.00
47.08	50.00
47.10	50.00
47.13	50.00
47.15	50.00
47.17	50.00
47.20	50.00
47.22	50.00
47.25	50.00
47.27	50.00
47.30	50.00
47.32	50.00
47.35	50.00
47.37	50.00
47.39	50.00
47.42	50.00
47.44	50.00
47.47	50.00
47.49	50.00
47.52	50.00
47.54	50.00
47.57	50.00
47.59	50.00
47.61	50.00
47.64	50.00
47.66	50.00
47.69	50.00
47.71	50.00
47.74	50.00
47.76	50.00
47.78	50.00
47.81	50.00
47.83	50.00
47.86	50.00
47.88	50.00
47.91	50.00
47.93	50.00
47.96	50.00
47.98	50.00
48.00	50.00
48.03	50.00
48.05	49.80
48.08	49.68
48.10	49.44
48.13	49.29
48.15	48.97
48.18	48.67
48.20	48.14
48.22	47.91
48.25	47.36
48.27	47.05
48.30	46.41
48.32	45.99
48.35	45.34
48.37	44.97
48.40	44.32
48.42	44.00
48.44	43.36
48.47	43.06
48.49	42.49
48.52	42.24
48.54	41.68
48.57	41.46
48.59	40.90
48.62	40.68
48.64	40.09
48.66	39.83
48.69	39.18
48.71	38.93
48.74	38.36
48.76	38.12
48.79	37.45
48.81	37.30
48.84	36.84
48.86	36.79
48.88	36.34
48.91	36.23
48.93	35.80
48.96	35.83
48.98	35.31
49.01	35.17
49.03	34.65
49.05	34.57
49.08	34.15
49.10	34.06
49.13	33.63
49.15	33.67
49.18	33.35
49.20	33.39
49.23	33.07
49.25	33.06
49.27	32.79
49.30	32.86
49.32	32.59
49.35	32.62
49.37	32.36
49.40	32.38
49.42	32.28
49.45	32.42
49.47	32.30
49.49	32.36
49.52	32.24
49.54	32.40
49.57	32.42
49.59	32.51
49.62	32.46
49.64	32.56
49.67	32.58
49.69	32.78
49.71	32.89
49.74	33.07
49.76	33.21
49.79	33.35
49.81	33.52
49.84	33.69
49.86	33.88
49.89	34.05
49.91	34.26
49.93	34.40
49.96	34.66
49.98	34.83
50.01	35.25
50.03	35.49
50.06	35.88
50.08	36.10
50.10	36.48
50.13	36.74
50.15	37.27
50.18	37.51
50.20	37.95
50.23	38.10
50.25	38.55
50.28	38.79
50.30	39.33
50.32	39.53
50.35	40.10
50.37	40.37
50.40	40.99
50.42	41.33
50.45	42.06
50.47	42.35
50.50	43.08
50.52	43.30
50.54	43.97
50.57	44.28
50.59	44.95
50.62	45.17
50.64	45.84
50.67	46.08
50.69	46.84
50.72	47.22
50.74	47.94
50.76	48.29
50.79	48.88
50.81	49.18
50.84	49.60
50.86	49.69
50.89	49.91
50.91	49.91
50.94	50.00
50.96	50.00
50.98	50.00
51.01	50.00
51.03	50.00
51.06	50.00
51.08	50.00
51.11	50.00
51.13	50.00
51.15	50.00
51.18	50.00
51.20	50.00
51.23	50.00
51.25	50.00
51.28	50.00
51.30	50.00
51.33	50.00
51.35	50.00
51.37	50.00
51.40	50.00
51.42	50.00
51.45	50.00
51.47	50.00
51.50	50.00
51.52	50.00
51.55	50.00
51.57	50.00
51.59	50.00
51.62	50.00
51.64	50.00
51.67	50.00
51.69	50.00
51.72	50.00
51.74	50.00
51.77	50.00
51.79	50.00
51.81	50.00
51.84	50.00
51.86	50.00
51.89	50.00
51.91	50.00
51.94	50.00
51.96	50.00
51.99	50.00
52.01	50.00
52.03	50.00
52.06	50.00
52.08	50.00
52.11	50.00
52.13	50.00
52.16	50.00
52.18	50.00
52.20	50.00
52.23	50.00
52.25	50.00
52.28	50.00
52.30	50.00
52.33	50.00
52.35	50.00
52.38	50.00
52.40	50.00
52.42	50.00
52.45	50.00
52.47	50.00
52.50	50.00
52.52	50.00
52.55	50.00
52.57	50.00
52.60	50.00
52.62	50.00
52.64	50.00
52.67	50.00
52.69	50.00
52.72	50.00
52.74	50.00
52.77	50.00
52.79	50.00
52.82	50.00
52.84	50.00
52.86	50.00
52.89	50.00
52.91	50.00
52.94	50.00
52.96	50.00
52.99	50.00
53.01	50.00
53.04	50.00
53.06	50.00
53.08	50.00
53.11	50.00
53.13	50.00
53.16	50.00
53.18	50.00
53.21	50.00
53.23	50.00
53.26	50.00
53.28	50.00
53.30	50.00
53.33	50.00
53.35	50.00
53.38	50.00
53.40	50.00
53.43	50.00
53.45	50.00
53.47	50.00
53.50	50.00
53.52	50.00
53.55	50.00
53.57	50.00
53.60	50.00
53.62	50.00
53.65	50.00
53.67	50.00
53.69	50.00
53.72	50.00
53.74	50.00
53.77	50.00
53.79	50.00
53.82	50.00
53.84	50.00
53.87	50.00
53.89	50.00
53.91	50.00
53.94	50.00
53.96	50.00
53.99	50.00
54.01	50.00
54.04	50.00
54.06	50.00
54.09	50.00
54.11	50.00
54.13	50.00
54.16	50.00
54.18	50.00
54.21	50.00
54.23	50.00
54.26	50.00
54.28	50.00
54.31	50.00
54.33	50.00
54.35	50.00
54.38	50.00
54.40	50.00
54.43	50.00
54.45	50.00
54.48	50.00
54.50	50.00
54.52	50.00
54.55	50.00
54.57	50.00
54.60	50.00
54.62	50.00
54.65	50.00
54.67	50.00
54.70	50.00
54.72	50.00
54.74	50.00
54.77	50.00
54.79	50.00
54.82	50.00
54.84	50.00
54.87	50.00
54.89	50.00
54.92	50.00
54.94	50.00
54.96	50.00
54.99	50.00
55.01	50.00
55.04	50.00
55.06	50.00
55.09	50.00
55.11	50.00
55.14	50.00
55.16	50.00
55.18	50.00
55.21	50.00
55.23	50.00
55.26	50.00
55.28	50.00
55.31	50.00
55.33	50.00
55.36	50.00
55.38	50.00
55.40	50.00
55.43	50.00
55.45	50.00
55.48	50.00
55.50	50.00
55.53	50.00
55.55	50.00
55.57	50.00
55.60	50.00
55.62	50.00
55.65	50.00
55.67	50.00
55.70	50.00
55.72	50.00
55.75	50.00
55.77	50.00
55.79	50.00
55.82	50.00
55.84	50.00
55.87	50.00
55.89	50.00
55.92	50.00
55.94	50.00
55.97	50.00
55.99	50.00
56.01	50.00
56.04	50.00
56.06	50.00
56.09	50.00
56.11	50.00
56.14	50.00
56.16	50.00
56.19	50.00
56.21	50.00
56.23	50.00
56.26	50.00
56.28	50.00
56.31	50.00
56.33	50.00
56.36	50.00
56.38	50.00
56.41	50.00
56.43	50.00
56.45	50.00
56.48	50.00
56.50	50.00
56.53	50.00
56.55	50.00
56.58	50.00
56.60	50.00
56.62	50.00
56.65	50.00
56.67	50.00
56.70	50.00
56.72	50.00
56.75	50.00
56.77	50.00
56.80	50.00
56.82	50.00
56.84	50.00
56.87	50.00
56.89	50.00
56.92	50.00
56.94	50.00
56.97	50.00
56.99	50.00
57.02	50.00
57.04	50.00
57.06	50.00
57.09	50.00
57.11	50.00
57.14	50.00
57.16	50.00
57.19	50.00
57.21	50.00
57.24	50.00
57.26	50.00
57.28	50.00
57.31	50.00
57.33	50.00
57.36	50.00
57.38	50.00
57.41	50.00
57.43	50.00
57.46	50.00
57.48	50.00
57.50	50.00
57.53	50.00
57.55	50.00
57.58	50.00
57.60	50.00
57.63	50.00
57.65	50.00
57.68	50.00
57.70	50.00
57.72	50.00
57.75	50.00
57.77	50.00
57.80	50.00
57.82	50.00
57.85	50.00
57.87	50.00
57.89	50.00
57.92	50.00
57.94	50.00
57.97	50.00
57.99	50.00
58.02	50.00
58.04	50.00
58.07	50.00
58.09	50.00
58.11	50.00
58.14	50.00
58.16	50.00
58.19	50.00
58.21	50.00
58.24	50.00
58.26	50.00
58.29	50.00
58.31	50.00
58.33	50.00
58.36	50.00
58.38	50.00
58.41	50.00
58.43	50.00
58.46	50.00
58.48	50.00
58.51	50.00
58.53	50.00
58.55	50.00
58.58	50.00
58.60	50.00
58.63	50.00
58.65	50.00
58.68	50.00
58.70	50.00
58.73	50.00
58.75	50.00
58.77	50.00
58.80	50.00
58.82	50.00
58.85	50.00
58.87	50.00
58.90	50.00
58.92	50.00
58.94	50.00
58.97	50.00
58.99	50.00
59.02	50.00
59.04	50.00
59.07	50.00
59.09	50.00
59.12	50.00
59.14	50.00
59.16	50.00
59.19	50.00
59.21	50.00
59.24	50.00
59.26	50.00
59.29	50.00
59.31	50.00
59.34	50.00
59.36	50.00
59.38	50.00
59.41	50.00
59.43	50.00
59.46	50.00
59.48	50.00
59.51	50.00
59.53	50.00
59.56	50.00
59.58	50.00
59.60	50.00
59.63	50.00
59.65	50.00
59.68	50.00
59.70	50.00
59.73	50.00
59.75	50.00
59.78	50.00
59.80	50.00
59.82	50.00
59.85	50.00
59.87	50.00
59.90	50.00
59.92	50.00
59.95	50.00
59.97	50.00
59.99	50.00
