U1	I
7.47	0.81
7.49	0.64
7.52	0.79
7.54	0.70
7.57	0.83
7.59	0.72
7.61	0.79
7.64	0.68
7.66	0.80
7.69	0.75
7.71	0.85
7.74	0.77
7.76	0.79
7.78	0.72
7.81	0.76
7.83	0.73
7.86	0.77
7.88	0.74
7.91	0.73
7.93	0.69
7.96	0.69
7.98	0.77
8.00	0.80
8.03	0.83
8.05	0.76
8.08	0.76
8.10	0.75
8.13	0.87
8.15	0.81
8.18	0.83
8.20	0.70
8.22	0.75
8.25	0.72
8.27	0.86
8.30	0.79
8.32	0.90
8.35	0.78
8.37	0.93
8.40	0.84
8.42	0.97
8.44	0.83
8.47	0.91
8.49	0.72
8.52	0.85
8.54	0.72
8.57	0.89
8.59	0.73
8.62	0.86
8.64	0.71
8.66	0.87
8.69	0.73
8.71	0.92
8.74	0.73
8.76	0.92
8.79	0.77
8.81	0.96
8.84	0.80
8.86	1.00
8.88	0.80
8.91	0.98
8.93	0.76
8.96	0.94
8.98	0.76
9.01	0.94
9.03	0.76
9.05	0.90
9.08	0.74
9.10	0.97
9.13	0.78
9.15	0.93
9.18	0.75
9.20	0.86
9.23	0.76
9.25	0.93
9.27	0.78
9.30	0.90
9.32	0.74
9.35	0.87
9.37	0.81
9.40	0.93
9.42	0.83
9.45	0.91
9.47	0.81
9.49	0.89
9.52	0.86
9.54	0.93
9.57	0.88
9.59	0.88
9.62	0.82
9.64	0.87
9.67	0.88
9.69	0.90
9.71	0.91
9.74	0.84
9.76	0.83
9.79	0.80
9.81	0.87
9.84	0.87
9.86	0.91
9.89	0.81
9.91	0.88
9.93	0.83
9.96	0.96
9.98	0.89
10.01	0.96
10.03	0.79
10.06	0.88
10.08	0.78
10.10	0.93
10.13	0.81
10.15	0.91
10.18	0.77
10.20	0.92
10.23	0.80
10.25	0.96
10.28	0.82
10.30	0.97
10.32	0.78
10.35	0.95
10.37	0.82
10.40	0.99
10.42	0.80
10.45	0.99
10.47	0.81
10.50	1.04
10.52	0.85
10.54	1.03
10.57	0.88
10.59	1.09
10.62	0.88
10.64	1.08
10.67	0.87
10.69	1.09
10.72	0.92
10.74	1.10
10.76	0.90
10.79	1.07
10.81	0.88
10.84	1.05
10.86	0.84
10.89	0.98
10.91	0.83
10.94	1.03
10.96	0.93
10.98	1.06
11.01	0.87
11.03	0.99
11.06	0.90
11.08	1.05
11.11	0.93
11.13	1.00
11.15	0.90
11.18	1.06
11.20	1.02
11.23	1.12
11.25	1.04
11.28	1.06
11.30	0.99
11.33	1.04
11.35	1.01
11.37	1.05
11.40	1.01
11.42	0.98
11.45	0.98
11.47	0.99
11.50	1.05
11.52	1.05
11.55	1.04
11.57	1.01
11.59	1.01
11.62	0.96
11.64	1.08
11.67	1.04
11.69	1.09
11.72	1.01
11.74	1.04
11.77	0.96
11.79	1.11
11.81	1.01
11.84	1.11
11.86	0.92
11.89	1.05
11.91	0.96
11.94	1.17
11.96	1.03
11.99	1.17
12.01	1.00
12.03	1.23
12.06	1.11
12.08	1.30
12.11	1.10
12.13	1.23
12.16	1.03
12.18	1.20
12.21	1.03
12.23	1.18
12.25	0.98
12.28	1.16
12.30	1.00
12.33	1.22
12.35	1.05
12.38	1.25
12.40	1.09
12.42	1.31
12.45	1.15
12.47	1.32
12.50	1.13
12.52	1.30
12.55	1.11
12.57	1.28
12.60	1.09
12.62	1.29
12.64	1.16
12.67	1.31
12.69	1.12
12.72	1.25
12.74	1.12
12.77	1.34
12.79	1.22
12.82	1.30
12.84	1.15
12.86	1.27
12.89	1.19
12.91	1.32
12.94	1.21
12.96	1.24
12.99	1.12
13.01	1.20
13.04	1.23
13.06	1.33
13.08	1.27
13.11	1.30
13.13	1.28
13.16	1.35
13.18	1.38
13.21	1.37
13.23	1.34
13.26	1.32
13.28	1.29
13.30	1.29
13.33	1.35
13.35	1.33
13.38	1.37
13.40	1.27
13.43	1.30
13.45	1.24
13.47	1.35
13.50	1.32
13.52	1.43
13.55	1.29
13.57	1.41
13.60	1.29
13.62	1.46
13.65	1.34
13.67	1.44
13.69	1.26
13.72	1.42
13.74	1.28
13.77	1.48
13.79	1.29
13.82	1.43
13.84	1.27
13.87	1.47
13.89	1.31
13.91	1.50
13.94	1.31
13.96	1.48
13.99	1.32
14.01	1.46
14.04	1.27
14.06	1.42
14.09	1.24
14.11	1.44
14.13	1.25
14.16	1.40
14.18	1.22
14.21	1.41
14.23	1.28
14.26	1.46
14.28	1.28
14.31	1.50
14.33	1.33
14.35	1.51
14.38	1.30
14.40	1.42
14.43	1.29
14.45	1.43
14.48	1.27
14.50	1.40
14.52	1.24
14.55	1.36
14.57	1.30
14.60	1.45
14.62	1.37
14.65	1.46
14.67	1.34
14.70	1.42
14.72	1.38
14.74	1.45
14.77	1.37
14.79	1.36
14.82	1.30
14.84	1.37
14.87	1.36
14.89	1.42
14.92	1.37
14.94	1.32
14.96	1.33
14.99	1.33
15.01	1.37
15.04	1.38
15.06	1.37
15.09	1.32
15.11	1.35
15.14	1.28
15.16	1.37
15.18	1.30
15.21	1.37
15.23	1.26
15.26	1.31
15.28	1.22
15.31	1.38
15.33	1.29
15.36	1.39
15.38	1.24
15.40	1.37
15.43	1.28
15.45	1.47
15.48	1.33
15.50	1.50
15.53	1.32
15.55	1.46
15.57	1.33
15.60	1.55
15.62	1.37
15.65	1.53
15.67	1.32
15.70	1.52
15.72	1.37
15.75	1.52
15.77	1.30
15.79	1.46
15.82	1.25
15.84	1.44
15.87	1.24
15.89	1.45
15.92	1.26
15.94	1.48
15.97	1.32
15.99	1.54
16.01	1.36
16.04	1.55
16.06	1.37
16.09	1.56
16.11	1.39
16.14	1.58
16.16	1.43
16.19	1.57
16.21	1.41
16.23	1.56
16.26	1.43
16.28	1.61
16.31	1.50
16.33	1.58
16.36	1.47
16.38	1.58
16.41	1.51
16.43	1.68
16.45	1.58
16.48	1.64
16.50	1.58
16.53	1.64
16.55	1.65
16.58	1.72
16.60	1.64
16.63	1.64
16.65	1.59
16.67	1.64
16.70	1.70
16.72	1.72
16.75	1.78
16.77	1.75
16.80	1.77
16.82	1.71
16.84	1.79
16.87	1.77
16.89	1.84
16.92	1.71
16.94	1.77
16.97	1.72
16.99	1.90
17.02	1.86
17.04	1.98
17.06	1.82
17.09	1.95
17.11	1.86
17.14	2.03
17.16	1.94
17.19	2.03
17.21	1.84
17.24	2.05
17.26	1.93
17.28	2.12
17.31	1.98
17.33	2.18
17.36	2.03
17.38	2.19
17.41	2.02
17.43	2.20
17.46	2.02
17.48	2.18
17.50	1.99
17.53	2.19
17.55	2.07
17.58	2.29
17.60	2.11
17.63	2.33
17.65	2.16
17.68	2.35
17.70	2.19
17.72	2.35
17.75	2.15
17.77	2.36
17.80	2.19
17.82	2.40
17.85	2.23
17.87	2.37
17.89	2.22
17.92	2.34
17.94	2.22
17.97	2.40
17.99	2.27
18.02	2.37
18.04	2.22
18.07	2.35
18.09	2.30
18.11	2.41
18.14	2.30
18.16	2.38
18.19	2.28
18.21	2.37
18.24	2.35
18.26	2.42
18.29	2.38
18.31	2.39
18.33	2.32
18.36	2.38
18.38	2.39
18.41	2.42
18.43	2.43
18.46	2.39
18.48	2.37
18.51	2.35
18.53	2.40
18.55	2.39
18.58	2.42
18.60	2.30
18.63	2.32
18.65	2.26
18.68	2.38
18.70	2.32
18.73	2.40
18.75	2.24
18.77	2.32
18.80	2.20
18.82	2.38
18.85	2.25
18.87	2.37
18.90	2.18
18.92	2.32
18.94	2.18
18.97	2.36
18.99	2.16
19.02	2.30
19.04	2.09
19.07	2.28
19.09	2.15
19.12	2.33
19.14	2.13
19.16	2.29
19.19	2.14
19.21	2.35
19.24	2.16
19.26	2.30
19.29	2.14
19.31	2.36
19.34	2.17
19.36	2.34
19.38	2.12
19.41	2.28
19.43	2.10
19.46	2.24
19.48	2.03
19.51	2.19
19.53	2.01
19.56	2.16
19.58	1.95
19.60	2.10
19.63	1.96
19.65	2.16
19.68	2.02
19.70	2.13
19.73	1.96
19.75	2.07
19.78	1.97
19.80	2.10
19.82	1.96
19.85	2.02
19.87	1.90
19.90	2.01
19.92	1.98
19.95	2.08
19.97	1.99
19.99	2.01
20.02	1.96
20.04	2.04
20.07	2.00
20.09	2.03
20.12	1.99
20.14	1.95
20.17	1.92
20.19	1.90
20.21	1.94
20.24	1.95
20.26	1.99
20.29	1.91
20.31	1.93
20.34	1.87
20.36	2.01
20.39	1.96
20.41	2.06
20.43	1.91
20.46	1.98
20.48	1.91
20.51	2.10
20.53	1.99
20.56	2.09
20.58	1.88
20.61	2.08
20.63	1.99
20.65	2.17
20.68	2.02
20.70	2.16
20.73	2.00
20.75	2.23
20.78	2.06
20.80	2.24
20.83	2.06
20.85	2.21
20.87	2.05
20.90	2.27
20.92	2.10
20.95	2.27
20.97	2.11
21.00	2.33
21.02	2.17
21.05	2.36
21.07	2.14
21.09	2.36
21.12	2.22
21.14	2.43
21.17	2.23
21.19	2.45
21.22	2.31
21.24	2.53
21.26	2.36
21.29	2.52
21.31	2.42
21.34	2.64
21.36	2.55
21.39	2.71
21.41	2.56
21.44	2.71
21.46	2.65
21.48	2.84
21.51	2.78
21.53	2.85
21.56	2.75
21.58	2.90
21.61	2.88
21.63	3.01
21.66	2.94
21.68	2.97
21.70	2.95
21.73	3.04
21.75	3.11
21.78	3.19
21.80	3.19
21.83	3.24
21.85	3.27
21.88	3.30
21.90	3.42
21.92	3.44
21.95	3.51
21.97	3.48
22.00	3.50
22.02	3.48
22.05	3.63
22.07	3.59
22.10	3.74
22.12	3.62
22.14	3.73
22.17	3.65
22.19	3.83
22.22	3.76
22.24	3.90
22.27	3.70
22.29	3.87
22.31	3.77
22.34	4.02
22.36	3.91
22.39	4.06
22.41	3.86
22.44	4.05
22.46	3.93
22.49	4.15
22.51	3.97
22.53	4.12
22.56	3.99
22.58	4.23
22.61	4.08
22.63	4.27
22.66	4.11
22.68	4.30
22.71	4.13
22.73	4.31
22.75	4.11
22.78	4.30
22.80	4.11
22.83	4.29
22.85	4.09
22.88	4.29
22.90	4.12
22.93	4.31
22.95	4.14
22.97	4.33
23.00	4.17
23.02	4.38
23.05	4.23
23.07	4.34
23.10	4.15
23.12	4.25
23.15	4.14
23.17	4.28
23.19	4.10
23.22	4.16
23.24	3.99
23.27	4.07
23.29	4.02
23.32	4.08
23.34	3.98
23.36	4.02
23.39	3.93
23.41	4.01
23.44	3.98
23.46	4.01
23.49	3.94
23.51	3.87
23.54	3.81
23.56	3.81
23.58	3.81
23.61	3.78
23.63	3.76
23.66	3.67
23.68	3.67
23.71	3.62
23.73	3.69
23.76	3.66
23.78	3.71
23.80	3.55
23.83	3.57
23.85	3.44
23.88	3.55
23.90	3.40
23.93	3.48
23.95	3.29
23.98	3.38
24.00	3.24
24.02	3.40
24.05	3.21
24.07	3.33
24.10	3.11
24.12	3.24
24.15	3.10
24.17	3.25
24.20	3.04
24.22	3.19
24.24	2.95
24.27	3.10
24.29	2.95
24.32	3.08
24.34	2.88
24.37	3.06
24.39	2.86
24.42	3.09
24.44	2.88
24.46	3.03
24.49	2.84
24.51	3.00
24.54	2.77
24.56	2.92
24.59	2.70
24.61	2.88
24.63	2.67
24.66	2.81
24.68	2.67
24.71	2.87
24.73	2.72
24.76	2.87
24.78	2.67
24.81	2.82
24.83	2.72
24.85	2.87
24.88	2.73
24.90	2.82
24.93	2.68
24.95	2.78
24.98	2.70
25.00	2.79
25.03	2.71
25.05	2.74
25.07	2.66
25.10	2.72
25.12	2.69
25.15	2.78
25.17	2.74
25.20	2.74
25.22	2.71
25.25	2.72
25.27	2.77
25.29	2.84
25.32	2.83
25.34	2.80
25.37	2.82
25.39	2.84
25.42	2.98
25.44	2.97
25.47	3.07
25.49	3.02
25.51	3.08
25.54	3.04
25.56	3.18
25.59	3.11
25.61	3.27
25.64	3.12
25.66	3.26
25.68	3.19
25.71	3.40
25.73	3.32
25.76	3.50
25.78	3.32
25.81	3.51
25.83	3.38
25.86	3.62
25.88	3.49
25.90	3.68
25.93	3.50
25.95	3.77
25.98	3.65
26.00	3.88
26.03	3.73
26.05	3.96
26.08	3.84
26.10	4.06
26.12	3.89
26.15	4.14
26.17	4.01
26.20	4.27
26.22	4.14
26.25	4.36
26.27	4.26
26.30	4.53
26.32	4.40
26.34	4.62
26.37	4.53
26.39	4.76
26.42	4.72
26.44	4.93
26.47	4.79
26.49	4.99
26.52	4.97
26.54	5.20
26.56	5.16
26.59	5.28
26.61	5.24
26.64	5.44
26.66	5.48
26.69	5.65
26.71	5.63
26.73	5.74
26.76	5.76
26.78	5.89
26.81	5.97
26.83	6.08
26.86	6.06
26.88	6.11
26.91	6.16
26.93	6.22
26.95	6.35
26.98	6.41
27.00	6.47
27.03	6.49
27.05	6.57
27.08	6.57
27.10	6.68
27.13	6.68
27.15	6.81
27.17	6.72
27.20	6.82
27.22	6.76
27.25	6.97
27.27	6.94
27.30	7.05
27.32	6.90
27.35	7.10
27.37	7.05
27.39	7.25
27.42	7.12
27.44	7.26
27.47	7.10
27.49	7.27
27.52	7.09
27.54	7.27
27.57	7.09
27.59	7.21
27.61	7.04
27.64	7.21
27.66	7.05
27.69	7.24
27.71	7.06
27.74	7.24
27.76	7.06
27.78	7.23
27.81	7.03
27.83	7.19
27.86	6.99
27.88	7.15
27.91	6.93
27.93	7.07
27.96	6.85
27.98	6.98
28.00	6.80
28.03	6.92
28.05	6.68
28.08	6.82
28.10	6.67
28.13	6.75
28.15	6.53
28.18	6.54
28.20	6.36
28.22	6.51
28.25	6.33
28.27	6.34
28.30	6.14
28.32	6.19
28.35	6.10
28.37	6.17
28.40	6.00
28.42	5.98
28.44	5.84
28.47	5.86
28.49	5.78
28.52	5.77
28.54	5.64
28.57	5.56
28.59	5.45
28.62	5.44
28.64	5.41
28.66	5.38
28.69	5.33
28.71	5.22
28.74	5.19
28.76	5.10
28.79	5.12
28.81	5.05
28.84	5.02
28.86	4.84
28.88	4.84
28.91	4.66
28.93	4.74
28.96	4.60
28.98	4.63
29.01	4.43
29.03	4.48
29.05	4.32
29.08	4.50
29.10	4.32
29.13	4.37
29.15	4.12
29.18	4.26
29.20	4.11
29.23	4.27
29.25	4.04
29.27	4.17
29.30	3.98
29.32	4.17
29.35	3.99
29.37	4.14
29.40	3.93
29.42	4.09
29.45	3.89
29.47	4.05
29.49	3.83
29.52	3.99
29.54	3.83
29.57	4.00
29.59	3.79
29.62	3.95
29.64	3.76
29.67	3.94
29.69	3.78
29.71	3.90
29.74	3.75
29.76	3.93
29.79	3.78
29.81	3.94
29.84	3.77
29.86	3.88
29.89	3.80
29.91	3.96
29.93	3.88
29.96	3.98
29.98	3.84
30.01	3.96
30.03	3.93
30.06	4.04
30.08	3.99
30.10	4.02
30.13	3.99
30.15	4.13
30.18	4.16
30.20	4.27
30.23	4.25
30.25	4.27
30.28	4.30
30.30	4.33
30.32	4.38
30.35	4.44
30.37	4.47
30.40	4.46
30.42	4.53
30.45	4.55
30.47	4.71
30.50	4.75
30.52	4.88
30.54	4.88
30.57	5.02
30.59	5.01
30.62	5.24
30.64	5.22
30.67	5.42
30.69	5.28
30.72	5.46
30.74	5.45
30.76	5.69
30.79	5.62
30.81	5.86
30.84	5.72
30.86	6.01
30.89	5.93
30.91	6.21
30.94	6.16
30.96	6.42
30.98	6.33
31.01	6.65
31.03	6.57
31.06	6.90
31.08	6.80
31.11	7.09
31.13	7.00
31.15	7.30
31.18	7.22
31.20	7.55
31.23	7.44
31.25	7.74
31.28	7.67
31.30	7.97
31.33	7.92
31.35	8.22
31.37	8.13
31.40	8.42
31.42	8.38
31.45	8.68
31.47	8.63
31.50	8.86
31.52	8.80
31.55	9.07
31.57	9.11
31.59	9.40
31.62	9.40
31.64	9.61
31.67	9.62
31.69	9.85
31.72	9.89
31.74	10.10
31.77	10.10
31.79	10.24
31.81	10.28
31.84	10.42
31.86	10.50
31.89	10.65
31.91	10.69
31.94	10.77
31.96	10.82
31.99	10.91
32.01	11.05
32.03	11.15
32.06	11.24
32.08	11.23
32.11	11.30
32.13	11.32
32.16	11.49
32.18	11.48
32.20	11.59
32.23	11.49
32.25	11.60
32.28	11.54
32.30	11.70
32.33	11.60
32.35	11.72
32.38	11.55
32.40	11.70
32.42	11.59
32.45	11.77
32.47	11.64
32.50	11.75
32.52	11.51
32.55	11.65
32.57	11.47
32.60	11.62
32.62	11.38
32.64	11.47
32.67	11.24
32.69	11.37
32.72	11.12
32.74	11.24
32.77	11.02
32.79	11.18
32.82	10.90
32.84	10.97
32.86	10.75
32.89	10.92
32.91	10.62
32.94	10.72
32.96	10.42
32.99	10.50
33.01	10.25
33.04	10.31
33.06	9.98
33.08	10.06
33.11	9.78
33.13	9.87
33.16	9.65
33.18	9.69
33.21	9.41
33.23	9.42
33.26	9.19
33.28	9.26
33.30	9.01
33.33	8.97
33.35	8.70
33.38	8.70
33.40	8.53
33.43	8.51
33.45	8.28
33.47	8.22
33.50	8.04
33.52	8.01
33.55	7.90
33.57	7.87
33.60	7.73
33.62	7.65
33.65	7.51
33.67	7.44
33.69	7.39
33.72	7.31
33.74	7.23
33.77	7.08
33.79	7.01
33.82	6.90
33.84	6.90
33.87	6.77
33.89	6.74
33.91	6.52
33.94	6.53
33.96	6.34
33.99	6.42
34.01	6.26
34.04	6.28
34.06	6.04
34.09	6.10
34.11	5.91
34.13	6.06
34.16	5.80
34.18	5.89
34.21	5.70
34.23	5.85
34.26	5.68
34.28	5.86
34.31	5.63
34.33	5.78
34.35	5.57
34.38	5.73
34.40	5.53
34.43	5.69
34.45	5.47
34.48	5.68
34.50	5.48
34.52	5.68
34.55	5.46
34.57	5.66
34.60	5.49
34.62	5.67
34.65	5.48
34.67	5.70
34.70	5.51
34.72	5.70
34.74	5.55
34.77	5.73
34.79	5.65
34.82	5.86
34.84	5.77
34.87	5.95
34.89	5.81
34.92	5.98
34.94	5.95
34.96	6.14
34.99	6.08
35.01	6.20
35.04	6.15
35.06	6.34
35.09	6.38
35.11	6.54
35.14	6.55
35.16	6.62
35.18	6.62
35.21	6.75
35.23	6.82
35.26	6.93
35.28	6.98
35.31	7.02
35.33	7.13
35.36	7.22
35.38	7.40
35.40	7.51
35.43	7.64
35.45	7.65
35.48	7.79
35.50	7.84
35.53	8.11
35.55	8.16
35.57	8.36
35.60	8.34
35.62	8.55
35.65	8.55
35.67	8.86
35.70	8.85
35.72	9.11
35.75	9.06
35.77	9.35
35.79	9.37
35.82	9.75
35.84	9.74
35.87	10.07
35.89	10.02
35.92	10.36
35.94	10.37
35.97	10.73
35.99	10.68
36.01	11.00
36.04	10.94
36.06	11.35
36.09	11.35
36.11	11.70
36.14	11.70
36.16	12.07
36.19	12.11
36.21	12.52
36.23	12.46
36.26	12.81
36.28	12.80
36.31	13.14
36.33	13.12
36.36	13.42
36.38	13.42
36.41	13.78
36.43	13.81
36.45	14.13
36.48	14.18
36.50	14.55
36.53	14.62
36.55	14.90
36.58	14.91
36.60	15.18
36.62	15.27
36.65	15.58
36.67	15.65
36.70	15.87
36.72	15.92
36.75	16.16
36.77	16.30
36.80	16.54
36.82	16.61
36.84	16.76
36.87	16.84
36.89	16.99
36.92	17.10
36.94	17.22
36.97	17.30
36.99	17.34
37.02	17.39
37.04	17.44
37.06	17.59
37.09	17.64
37.11	17.74
37.14	17.73
37.16	17.82
37.19	17.81
37.21	17.99
37.24	17.96
37.26	18.10
37.28	17.97
37.31	18.03
37.33	17.90
37.36	18.04
37.38	17.89
37.41	18.00
37.43	17.73
37.46	17.84
37.48	17.66
37.50	17.78
37.53	17.57
37.55	17.60
37.58	17.28
37.60	17.38
37.63	17.13
37.65	17.22
37.68	16.94
37.70	17.00
37.72	16.72
37.75	16.81
37.77	16.49
37.80	16.56
37.82	16.26
37.85	16.31
37.87	15.98
37.89	16.02
37.92	15.65
37.94	15.72
37.97	15.34
37.99	15.36
38.02	15.02
38.04	15.04
38.07	14.71
38.09	14.71
38.11	14.32
38.14	14.31
38.16	13.98
38.19	13.97
38.21	13.62
38.24	13.53
38.26	13.20
38.29	13.12
38.31	12.81
38.33	12.77
38.36	12.45
38.38	12.32
38.41	12.03
38.43	11.93
38.46	11.75
38.48	11.67
38.51	11.42
38.53	11.28
38.55	11.05
38.58	10.94
38.60	10.82
38.63	10.70
38.65	10.53
38.68	10.37
38.70	10.23
38.73	10.11
38.75	10.04
38.77	9.87
38.80	9.78
38.82	9.57
38.85	9.47
38.87	9.31
38.90	9.31
38.92	9.13
38.94	9.13
38.97	8.87
38.99	8.88
39.02	8.70
39.04	8.77
39.07	8.59
39.09	8.63
39.12	8.36
39.14	8.47
39.16	8.28
39.19	8.40
39.21	8.19
39.24	8.27
39.26	8.08
39.29	8.23
39.31	8.06
39.34	8.25
39.36	8.03
39.38	8.19
39.41	8.01
39.43	8.20
39.46	8.03
39.48	8.21
39.51	8.04
39.53	8.27
39.56	8.10
39.58	8.29
39.60	8.15
39.63	8.38
39.65	8.27
39.68	8.44
39.70	8.34
39.73	8.59
39.75	8.48
39.78	8.66
39.80	8.56
39.82	8.71
39.85	8.69
39.87	8.92
39.90	8.87
39.92	9.06
39.95	8.99
39.97	9.19
39.99	9.26
40.02	9.47
40.04	9.51
40.07	9.69
40.09	9.74
40.12	9.95
40.14	10.07
40.17	10.25
40.19	10.30
40.21	10.40
40.24	10.50
40.26	10.67
40.29	10.86
40.31	11.01
40.34	11.19
40.36	11.30
40.39	11.49
40.41	11.61
40.43	11.86
40.46	12.01
40.48	12.23
40.51	12.29
40.53	12.55
40.56	12.60
40.58	12.96
40.61	13.06
40.63	13.40
40.65	13.44
40.68	13.80
40.70	13.86
40.73	14.33
40.75	14.38
40.78	14.73
40.80	14.72
40.83	15.12
40.85	15.18
40.87	15.61
40.90	15.61
40.92	15.99
40.95	16.03
40.97	16.49
41.00	16.56
41.02	17.01
41.05	17.06
41.07	17.51
41.09	17.58
41.12	18.03
41.14	18.03
41.17	18.45
41.19	18.52
41.22	18.92
41.24	19.01
41.26	19.41
41.29	19.48
41.31	19.91
41.34	19.98
41.36	20.34
41.39	20.50
41.41	20.89
41.44	21.06
41.46	21.45
41.48	21.54
41.51	21.90
41.53	22.08
41.56	22.42
41.58	22.58
41.61	22.83
41.63	22.92
41.66	23.22
41.68	23.40
41.70	23.67
41.73	23.82
41.75	24.00
41.78	24.13
41.80	24.35
41.83	24.50
41.85	24.67
41.88	24.77
41.90	24.84
41.92	24.98
41.95	25.07
41.97	25.24
42.00	25.34
42.02	25.46
42.05	25.46
42.07	25.58
42.10	25.55
42.12	25.73
42.14	25.69
42.17	25.80
42.19	25.69
42.22	25.80
42.24	25.68
42.27	25.83
42.29	25.68
42.31	25.72
42.34	25.48
42.36	25.57
42.39	25.37
42.41	25.45
42.44	25.20
42.46	25.22
42.49	24.94
42.51	25.06
42.53	24.80
42.56	24.84
42.58	24.56
42.61	24.58
42.63	24.31
42.66	24.38
42.68	24.00
