U1	I
6.93	0.66
6.95	0.87
6.98	0.69
7.00	0.84
7.03	0.65
7.05	0.86
7.08	0.71
7.10	0.91
7.13	0.68
7.15	0.85
7.17	0.68
7.20	0.84
7.22	0.66
7.25	0.84
7.27	0.67
7.30	0.88
7.32	0.69
7.35	0.86
7.37	0.69
7.39	0.87
7.42	0.69
7.44	0.85
7.47	0.67
7.49	0.87
7.52	0.72
7.54	0.87
7.57	0.67
7.59	0.83
7.61	0.69
7.64	0.88
7.66	0.74
7.69	0.87
7.71	0.69
7.74	0.83
7.76	0.72
7.78	0.87
7.81	0.75
7.83	0.83
7.86	0.67
7.88	0.81
7.91	0.75
7.93	0.89
7.96	0.79
7.98	0.81
8.00	0.72
8.03	0.81
8.05	0.81
8.08	0.89
8.10	0.84
8.13	0.84
8.15	0.81
8.18	0.85
8.20	0.89
8.22	0.89
8.25	0.88
8.27	0.83
8.30	0.86
8.32	0.83
8.35	0.90
8.37	0.88
8.40	0.94
8.42	0.85
8.44	0.90
8.47	0.83
8.49	0.96
8.52	0.89
8.54	1.01
8.57	0.86
8.59	0.92
8.62	0.78
8.64	0.95
8.66	0.83
8.69	0.97
8.71	0.75
8.74	0.89
8.76	0.79
8.79	1.01
8.81	0.88
8.84	1.00
8.86	0.78
8.88	0.99
8.91	0.80
8.93	0.98
8.96	0.80
8.98	0.91
9.01	0.75
9.03	0.93
9.05	0.76
9.08	0.97
9.10	0.83
9.13	1.02
9.15	0.88
9.18	1.06
9.20	0.87
9.23	1.05
9.25	0.87
9.27	1.03
9.30	0.84
9.32	1.02
9.35	0.87
9.37	1.05
9.40	0.87
9.42	1.03
9.45	0.89
9.47	1.06
9.49	0.92
9.52	1.02
9.54	0.87
9.57	1.01
9.59	0.89
9.62	1.04
9.64	0.89
9.67	0.97
9.69	0.85
9.71	0.96
9.74	0.90
9.76	1.02
9.79	0.93
9.81	0.98
9.84	0.90
9.86	0.97
9.89	0.96
9.91	1.03
9.93	0.98
9.96	0.98
9.98	0.94
10.01	0.97
10.03	1.02
10.06	1.04
10.08	1.06
10.10	0.98
10.13	1.00
10.15	1.00
10.18	1.09
10.20	1.05
10.23	1.10
10.25	0.97
10.28	1.06
10.30	0.97
10.32	1.09
10.35	1.02
10.37	1.10
10.40	0.96
10.42	1.05
10.45	0.91
10.47	1.12
10.50	0.98
10.52	1.10
10.54	0.93
10.57	1.07
10.59	0.96
10.62	1.15
10.64	0.97
10.67	1.13
10.69	0.96
10.72	1.15
10.74	1.02
10.76	1.18
10.79	1.03
10.81	1.19
10.84	0.99
10.86	1.17
10.89	1.01
10.91	1.18
10.94	1.01
10.96	1.20
10.98	1.00
11.01	1.22
11.03	1.01
11.06	1.19
11.08	0.99
11.11	1.15
11.13	0.96
11.15	1.15
11.18	1.01
11.20	1.19
11.23	1.00
11.25	1.17
11.28	1.07
11.30	1.25
11.33	1.12
11.35	1.24
11.37	1.06
11.40	1.20
11.42	1.11
11.45	1.25
11.47	1.13
11.50	1.21
11.52	1.09
11.55	1.21
11.57	1.14
11.59	1.25
11.62	1.16
11.64	1.19
11.67	1.12
11.69	1.18
11.72	1.17
11.74	1.28
11.77	1.23
11.79	1.25
11.81	1.23
11.84	1.25
11.86	1.31
11.89	1.34
11.91	1.32
11.94	1.26
11.96	1.25
11.99	1.22
12.01	1.32
12.03	1.28
12.06	1.31
12.08	1.24
12.11	1.32
12.13	1.26
12.16	1.39
12.18	1.31
12.21	1.45
12.23	1.33
12.25	1.42
12.28	1.30
12.30	1.48
12.33	1.38
12.35	1.52
12.38	1.32
12.40	1.47
12.42	1.34
12.45	1.51
12.47	1.38
12.50	1.49
12.52	1.30
12.55	1.51
12.57	1.37
12.60	1.55
12.62	1.38
12.64	1.56
12.67	1.41
12.69	1.57
12.72	1.37
12.74	1.57
12.77	1.41
12.79	1.61
12.82	1.43
12.84	1.60
12.86	1.45
12.89	1.66
12.91	1.48
12.94	1.68
12.96	1.50
12.99	1.69
13.01	1.56
13.04	1.71
13.06	1.50
13.08	1.64
13.11	1.50
13.13	1.70
13.16	1.56
13.18	1.67
13.21	1.51
13.23	1.64
13.26	1.53
13.28	1.67
13.30	1.53
13.33	1.63
13.35	1.51
13.38	1.63
13.40	1.60
13.43	1.69
13.45	1.60
13.47	1.65
13.50	1.56
13.52	1.62
13.55	1.60
13.57	1.66
13.60	1.63
13.62	1.63
13.65	1.58
13.67	1.61
13.69	1.63
13.72	1.65
13.74	1.69
13.77	1.65
13.79	1.62
13.82	1.60
13.84	1.67
13.87	1.66
13.89	1.71
13.91	1.56
13.94	1.61
13.96	1.55
13.99	1.68
14.01	1.62
14.04	1.69
14.06	1.53
14.09	1.63
14.11	1.50
14.13	1.69
14.16	1.56
14.18	1.65
14.21	1.49
14.23	1.63
14.26	1.51
14.28	1.72
14.31	1.54
14.33	1.69
14.35	1.50
14.38	1.67
14.40	1.51
14.43	1.67
14.45	1.48
14.48	1.66
14.50	1.45
14.52	1.63
14.55	1.46
14.57	1.67
14.60	1.49
14.62	1.66
14.65	1.46
14.67	1.65
14.70	1.48
14.72	1.69
14.74	1.50
14.77	1.67
14.79	1.48
14.82	1.68
14.84	1.53
14.87	1.70
14.89	1.46
14.92	1.63
14.94	1.50
14.96	1.69
14.99	1.54
15.01	1.65
15.04	1.48
15.06	1.65
15.09	1.53
15.11	1.66
15.14	1.54
15.16	1.60
15.18	1.48
15.21	1.61
15.23	1.56
15.26	1.68
15.28	1.61
15.31	1.66
15.33	1.58
15.36	1.67
15.38	1.64
15.40	1.69
15.43	1.62
15.45	1.61
15.48	1.57
15.50	1.62
15.53	1.63
15.55	1.66
15.57	1.68
15.60	1.64
15.62	1.64
15.65	1.60
15.67	1.71
15.70	1.70
15.72	1.77
15.75	1.66
15.77	1.74
15.79	1.68
15.82	1.84
15.84	1.76
15.87	1.87
15.89	1.69
15.92	1.81
15.94	1.74
15.97	1.91
15.99	1.80
16.01	1.91
16.04	1.75
16.06	1.93
16.09	1.80
16.11	1.95
16.14	1.82
16.16	1.94
16.19	1.79
16.21	1.97
16.23	1.84
16.26	2.06
16.28	1.93
16.31	2.11
16.33	1.97
16.36	2.14
16.38	1.98
16.41	2.17
16.43	2.01
16.45	2.20
16.48	2.04
16.50	2.25
16.53	2.11
16.55	2.33
16.58	2.17
16.60	2.35
16.63	2.18
16.65	2.38
16.67	2.27
16.70	2.47
16.72	2.30
16.75	2.50
16.77	2.37
16.80	2.61
16.82	2.51
16.84	2.63
16.87	2.50
16.89	2.62
16.92	2.52
16.94	2.71
16.97	2.60
16.99	2.69
17.02	2.60
17.04	2.71
17.06	2.71
17.09	2.86
17.11	2.79
17.14	2.86
17.16	2.79
17.19	2.88
17.21	2.91
17.24	2.98
17.26	2.95
17.28	2.96
17.31	2.91
17.33	2.99
17.36	3.02
17.38	3.04
17.41	3.07
17.43	3.02
17.46	3.05
17.48	3.06
17.50	3.14
17.53	3.14
17.55	3.20
17.58	3.10
17.60	3.17
17.63	3.06
17.65	3.17
17.68	3.10
17.70	3.21
17.72	3.04
17.75	3.18
17.77	3.08
17.80	3.30
17.82	3.20
17.85	3.30
17.87	3.10
17.89	3.28
17.92	3.13
17.94	3.29
17.97	3.11
17.99	3.27
18.02	3.11
18.04	3.28
18.07	3.09
18.09	3.27
18.11	3.13
18.14	3.32
18.16	3.11
18.19	3.28
18.21	3.09
18.24	3.29
18.26	3.12
18.29	3.28
18.31	3.07
18.33	3.28
18.36	3.08
18.38	3.28
18.41	3.06
18.43	3.22
18.46	3.01
18.48	3.17
18.51	2.96
18.53	3.14
18.55	2.92
18.58	3.07
18.60	2.95
18.63	3.12
18.65	2.97
18.68	3.07
18.70	2.89
18.73	3.01
18.75	2.88
18.77	3.00
18.80	2.87
18.82	2.93
18.85	2.79
18.87	2.89
18.90	2.83
18.92	2.93
18.94	2.84
18.97	2.84
18.99	2.75
19.02	2.82
19.04	2.75
19.07	2.80
19.09	2.71
19.12	2.66
19.14	2.62
19.16	2.63
19.19	2.63
19.21	2.65
19.24	2.62
19.26	2.59
19.29	2.58
19.31	2.52
19.34	2.61
19.36	2.58
19.38	2.61
19.41	2.50
19.43	2.50
19.46	2.44
19.48	2.54
19.51	2.44
19.53	2.51
19.56	2.33
19.58	2.41
19.60	2.32
19.63	2.47
19.65	2.35
19.68	2.46
19.70	2.25
19.73	2.42
19.75	2.29
19.78	2.46
19.80	2.30
19.82	2.40
19.85	2.22
19.87	2.40
19.90	2.24
19.92	2.40
19.95	2.23
19.97	2.40
19.99	2.26
20.02	2.45
20.04	2.32
20.07	2.51
20.09	2.34
20.12	2.53
20.14	2.34
20.17	2.52
20.19	2.31
20.21	2.45
20.24	2.27
20.26	2.47
20.29	2.29
20.31	2.49
20.34	2.37
20.36	2.57
20.39	2.44
20.41	2.60
20.43	2.46
20.46	2.68
20.48	2.58
20.51	2.71
20.53	2.56
20.56	2.69
20.58	2.60
20.61	2.78
20.63	2.65
20.65	2.74
20.68	2.61
20.70	2.73
20.73	2.71
20.75	2.84
20.78	2.77
20.80	2.88
20.83	2.82
20.85	2.94
20.87	2.97
20.90	3.08
20.92	3.07
20.95	3.13
20.97	3.10
21.00	3.17
21.02	3.23
21.05	3.27
21.07	3.28
21.09	3.28
21.12	3.33
21.14	3.36
21.17	3.51
21.19	3.56
21.22	3.65
21.24	3.60
21.26	3.67
21.29	3.63
21.31	3.80
21.34	3.78
21.36	3.91
21.39	3.84
21.41	3.99
21.44	3.96
21.46	4.22
21.48	4.14
21.51	4.29
21.53	4.20
21.56	4.44
21.58	4.38
21.61	4.62
21.63	4.49
21.66	4.73
21.68	4.61
21.70	4.80
21.73	4.69
21.75	4.92
21.78	4.80
21.80	5.04
21.83	4.88
21.85	5.13
21.88	5.03
21.90	5.25
21.92	5.18
21.95	5.42
21.97	5.29
22.00	5.51
22.02	5.34
22.05	5.56
22.07	5.42
22.10	5.61
22.12	5.48
22.14	5.70
22.17	5.60
22.19	5.84
22.22	5.68
22.24	5.89
22.27	5.79
22.29	5.99
22.31	5.88
22.34	6.02
22.36	5.87
22.39	6.02
22.41	5.92
22.44	6.05
22.46	5.98
22.49	6.05
22.51	5.95
22.53	6.06
22.56	6.03
22.58	6.15
22.61	6.07
22.63	6.10
22.66	6.03
22.68	6.09
22.71	6.09
22.73	6.13
22.75	6.06
22.78	6.03
22.80	5.98
22.83	6.00
22.85	6.02
22.88	6.00
22.90	5.98
22.93	5.92
22.95	5.88
22.97	5.82
23.00	5.91
23.02	5.85
23.05	5.88
23.07	5.75
23.10	5.76
23.12	5.68
23.15	5.78
23.17	5.64
23.19	5.68
23.22	5.43
23.24	5.47
23.27	5.33
23.29	5.46
23.32	5.28
23.34	5.34
23.36	5.10
23.39	5.26
23.41	5.07
23.44	5.21
23.46	4.99
23.49	5.06
23.51	4.84
23.54	4.98
23.56	4.74
23.58	4.89
23.61	4.64
23.63	4.73
23.66	4.54
23.68	4.64
23.71	4.43
23.73	4.58
23.76	4.35
23.78	4.50
23.80	4.29
23.83	4.40
23.85	4.18
23.88	4.32
23.90	4.09
23.93	4.25
23.95	3.99
23.98	4.13
24.00	3.93
24.02	4.06
24.05	3.83
24.07	3.95
24.10	3.77
24.12	3.97
24.15	3.79
24.17	3.89
24.20	3.69
24.22	3.76
24.24	3.62
24.27	3.75
24.29	3.59
24.32	3.64
24.34	3.47
24.37	3.55
24.39	3.51
24.42	3.61
24.44	3.47
24.46	3.48
24.49	3.41
24.51	3.47
24.54	3.45
24.56	3.50
24.59	3.44
24.61	3.43
24.63	3.39
24.66	3.42
24.68	3.44
24.71	3.46
24.73	3.45
24.76	3.40
24.78	3.42
24.81	3.39
24.83	3.44
24.85	3.47
24.88	3.53
24.90	3.45
24.93	3.52
24.95	3.44
24.98	3.59
25.00	3.56
25.03	3.66
25.05	3.51
25.07	3.61
25.10	3.53
25.12	3.77
25.15	3.69
25.17	3.83
25.20	3.66
25.22	3.86
25.25	3.77
25.27	4.00
25.29	3.83
25.32	4.03
25.34	3.87
25.37	4.11
25.39	4.04
25.42	4.27
25.44	4.12
25.47	4.37
25.49	4.20
25.51	4.46
25.54	4.32
25.56	4.53
25.59	4.43
25.61	4.68
25.64	4.57
25.66	4.83
25.68	4.72
25.71	4.98
25.73	4.87
25.76	5.11
25.78	5.02
25.81	5.24
25.83	5.16
25.86	5.41
25.88	5.32
25.90	5.56
25.93	5.49
25.95	5.73
25.98	5.71
26.00	5.94
26.03	5.86
26.05	6.07
26.08	6.08
26.10	6.32
26.12	6.33
26.15	6.46
26.17	6.42
26.20	6.61
26.22	6.67
26.25	6.86
26.27	6.89
26.30	7.01
26.32	7.10
26.34	7.29
26.37	7.41
26.39	7.57
26.42	7.64
26.44	7.74
26.47	7.80
26.49	7.89
26.52	8.01
26.54	8.11
26.56	8.22
26.59	8.27
26.61	8.40
26.64	8.48
26.66	8.71
26.69	8.79
26.71	8.95
26.73	8.94
26.76	9.08
26.78	9.10
26.81	9.34
26.83	9.32
26.86	9.53
26.88	9.46
26.91	9.67
26.93	9.67
26.95	9.92
26.98	9.88
27.00	10.08
27.03	9.91
27.05	10.15
27.08	10.08
27.10	10.32
27.13	10.20
27.15	10.38
27.17	10.23
27.20	10.47
27.22	10.33
27.25	10.51
27.27	10.30
27.30	10.50
27.32	10.37
27.35	10.59
27.37	10.44
27.39	10.66
27.42	10.49
27.44	10.72
27.47	10.50
27.49	10.64
27.52	10.39
27.54	10.53
27.57	10.33
27.59	10.47
27.61	10.25
27.64	10.42
27.66	10.23
27.69	10.39
27.71	10.17
27.74	10.26
27.76	10.04
27.78	10.17
27.81	9.96
27.83	10.01
27.86	9.78
27.88	9.82
27.91	9.65
27.93	9.72
27.96	9.54
27.98	9.53
28.00	9.31
28.03	9.30
28.05	9.18
28.08	9.18
28.10	8.99
28.13	8.88
28.15	8.69
28.18	8.67
28.20	8.57
28.22	8.48
28.25	8.36
28.27	8.26
28.30	8.14
28.32	8.08
28.35	8.03
28.37	7.94
28.40	7.85
28.42	7.66
28.44	7.57
28.47	7.43
28.49	7.39
28.52	7.23
28.54	7.16
28.57	6.96
28.59	6.93
28.62	6.73
28.64	6.78
28.66	6.60
28.69	6.61
28.71	6.39
28.74	6.38
28.76	6.18
28.79	6.30
28.81	6.09
28.84	6.15
28.86	5.89
28.88	5.96
28.91	5.80
28.93	5.92
28.96	5.69
28.98	5.77
29.01	5.49
29.03	5.65
29.05	5.48
29.08	5.60
29.10	5.36
29.13	5.50
29.15	5.28
29.18	5.44
29.20	5.21
29.23	5.32
29.25	5.12
29.27	5.28
29.30	5.04
29.32	5.20
29.35	4.96
29.37	5.11
29.40	4.94
29.42	5.07
29.45	4.92
29.47	5.08
29.49	4.92
29.52	5.12
29.54	4.93
29.57	5.06
29.59	4.95
29.62	5.13
29.64	5.03
29.67	5.15
29.69	5.00
29.71	5.15
29.74	5.09
29.76	5.23
29.79	5.16
29.81	5.25
29.84	5.17
29.86	5.31
29.89	5.34
29.91	5.50
29.93	5.49
29.96	5.51
29.98	5.50
30.01	5.62
30.03	5.67
30.06	5.76
30.08	5.76
30.10	5.82
30.13	5.89
30.15	5.97
30.18	6.11
30.20	6.16
30.23	6.29
30.25	6.31
30.28	6.41
30.30	6.43
30.32	6.63
30.35	6.67
30.37	6.89
30.40	6.83
30.42	6.99
30.45	7.02
30.47	7.32
30.50	7.32
30.52	7.56
30.54	7.47
30.57	7.75
30.59	7.77
30.62	8.04
30.64	8.01
30.67	8.29
30.69	8.20
30.72	8.51
30.74	8.47
30.76	8.81
30.79	8.80
30.81	9.09
30.84	9.02
30.86	9.38
30.89	9.37
30.91	9.75
30.94	9.68
30.96	10.01
30.98	10.01
31.01	10.38
31.03	10.32
31.06	10.66
31.08	10.60
31.11	10.95
31.13	10.93
31.15	11.24
31.18	11.26
31.20	11.58
31.23	11.58
31.25	11.96
31.28	12.00
31.30	12.37
31.33	12.41
31.35	12.70
31.37	12.73
31.40	13.04
31.42	13.07
31.45	13.37
31.47	13.42
31.50	13.67
31.52	13.71
31.55	14.00
31.57	14.11
31.59	14.41
31.62	14.52
31.64	14.76
31.67	14.85
31.69	15.12
31.72	15.25
31.74	15.45
31.77	15.53
31.79	15.67
31.81	15.73
31.84	15.90
31.86	16.00
31.89	16.14
31.91	16.26
31.94	16.31
31.96	16.41
31.99	16.52
32.01	16.67
32.03	16.77
32.06	16.88
32.08	16.85
32.11	16.96
32.13	16.93
32.16	17.04
32.18	17.01
32.20	17.08
32.23	16.93
32.25	17.04
32.28	16.92
32.30	17.10
32.33	17.00
32.35	17.05
32.38	16.86
32.40	16.98
32.42	16.80
32.45	16.98
32.47	16.77
32.50	16.81
32.52	16.59
32.55	16.71
32.57	16.48
32.60	16.58
32.62	16.29
32.64	16.34
32.67	16.07
32.69	16.13
32.72	15.82
32.74	15.89
32.77	15.60
32.79	15.64
32.82	15.30
32.84	15.37
32.86	15.03
32.89	15.08
32.91	14.73
32.94	14.72
32.96	14.36
32.99	14.37
33.01	13.99
33.04	14.00
33.06	13.61
33.08	13.58
33.11	13.27
33.13	13.28
33.16	12.96
33.18	12.96
33.21	12.61
33.23	12.58
33.26	12.30
33.28	12.29
33.30	11.98
33.33	11.91
33.35	11.56
33.38	11.50
33.40	11.25
33.43	11.18
33.45	10.94
33.47	10.83
33.50	10.60
33.52	10.54
33.55	10.37
33.57	10.32
33.60	10.15
33.62	10.00
33.65	9.79
33.67	9.64
33.69	9.50
33.72	9.38
33.74	9.23
33.77	9.03
33.79	8.88
33.82	8.77
33.84	8.77
33.87	8.66
33.89	8.60
33.91	8.43
33.94	8.38
33.96	8.21
33.99	8.25
34.01	8.09
34.04	8.13
34.06	7.93
34.09	7.95
34.11	7.80
34.13	7.94
34.16	7.76
34.18	7.84
34.21	7.58
34.23	7.68
34.26	7.52
34.28	7.68
34.31	7.50
34.33	7.63
34.35	7.44
34.38	7.65
34.40	7.49
34.43	7.70
34.45	7.55
34.48	7.71
34.50	7.57
34.52	7.76
34.55	7.60
34.57	7.82
34.60	7.63
34.62	7.86
34.65	7.74
34.67	7.97
34.70	7.86
34.72	8.09
34.74	7.97
34.77	8.24
34.79	8.11
34.82	8.39
34.84	8.29
34.87	8.52
34.89	8.44
34.92	8.69
34.94	8.66
34.96	8.93
34.99	8.90
35.01	9.13
35.04	9.12
35.06	9.36
35.09	9.41
35.11	9.65
35.14	9.67
35.16	9.89
35.18	9.90
35.21	10.09
35.23	10.16
35.26	10.40
35.28	10.48
35.31	10.64
35.33	10.71
35.36	10.97
35.38	11.18
35.40	11.42
35.43	11.56
35.45	11.73
35.48	11.92
35.50	12.12
35.53	12.34
35.55	12.50
35.57	12.68
35.60	12.78
35.62	13.01
35.65	13.15
35.67	13.41
35.70	13.55
35.72	13.85
35.75	13.98
35.77	14.31
35.79	14.41
35.82	14.82
35.84	15.01
35.87	15.39
35.89	15.42
35.92	15.75
35.94	15.84
35.97	16.31
35.99	16.37
36.01	16.77
36.04	16.77
36.06	17.22
36.09	17.35
36.11	17.88
36.14	17.93
36.16	18.39
36.19	18.42
36.21	18.94
36.23	19.01
36.26	19.41
36.28	19.41
36.31	19.84
36.33	19.91
36.36	20.37
36.38	20.42
36.41	20.89
36.43	21.01
36.45	21.46
36.48	21.57
36.50	22.01
36.53	22.10
36.55	22.51
36.58	22.58
36.60	22.93
36.62	23.00
36.65	23.35
36.67	23.36
36.70	23.70
36.72	23.73
36.75	24.04
36.77	24.17
36.80	24.50
36.82	24.60
36.84	24.92
36.87	24.92
36.89	25.21
36.92	25.27
36.94	25.52
36.97	25.54
36.99	25.68
37.02	25.63
37.04	25.83
37.06	25.86
37.09	26.01
37.11	26.00
37.14	26.10
37.16	26.10
37.19	26.18
37.21	26.21
37.24	26.25
37.26	26.22
37.28	26.18
37.31	26.12
37.33	26.07
37.36	26.07
37.38	26.00
37.41	25.95
37.43	25.80
37.46	25.69
37.48	25.53
37.50	25.54
37.53	25.36
37.55	25.27
37.58	25.02
37.60	24.91
37.63	24.71
37.65	24.69
37.68	24.41
37.70	24.30
37.72	23.96
37.75	23.85
37.77	23.53
37.80	23.44
37.82	23.06
37.85	22.91
37.87	22.49
37.89	22.38
37.92	21.98
37.94	21.90
37.97	21.50
37.99	21.42
38.02	21.04
38.04	20.95
38.07	20.52
38.09	20.43
38.11	20.00
38.14	19.90
38.16	19.41
38.19	19.24
38.21	18.76
38.24	18.72
38.26	18.26
38.29	18.17
38.31	17.67
38.33	17.62
38.36	17.22
38.38	17.19
38.41	16.73
38.43	16.66
38.46	16.24
38.48	16.23
38.51	15.81
38.53	15.71
38.55	15.27
38.58	15.17
38.60	14.80
38.63	14.80
38.65	14.44
38.68	14.36
38.70	14.05
38.73	14.00
38.75	13.77
38.77	13.77
38.80	13.45
38.82	13.36
38.85	13.09
38.87	13.02
38.90	12.85
38.92	12.78
38.94	12.56
38.97	12.48
38.99	12.31
39.02	12.26
39.04	12.19
39.07	12.14
39.09	12.09
39.12	11.97
39.14	11.89
39.16	11.85
39.19	11.88
39.21	11.83
39.24	11.84
39.26	11.70
39.29	11.72
39.31	11.67
39.34	11.78
39.36	11.74
39.38	11.83
39.41	11.70
39.43	11.84
39.46	11.77
39.48	12.01
39.51	11.93
39.53	12.06
39.56	11.96
39.58	12.23
39.60	12.22
39.63	12.54
39.65	12.43
39.68	12.69
39.70	12.61
39.73	12.90
39.75	12.79
39.78	13.04
39.80	12.82
39.82	12.71
39.85	12.24
39.87	12.42
39.90	12.35
39.92	12.71
39.95	12.71
39.97	13.20
39.99	13.39
40.02	13.99
40.04	13.93
40.07	14.09
40.09	13.87
40.12	13.99
40.14	13.75
40.17	14.11
40.19	14.07
40.21	14.35
40.24	14.39
40.26	14.71
40.29	14.72
40.31	15.04
40.34	15.10
40.36	15.40
40.39	15.47
40.41	15.77
40.43	15.86
40.46	16.23
40.48	16.35
40.51	16.62
40.53	16.73
40.56	17.05
40.58	17.24
40.61	17.63
40.63	17.83
40.65	18.13
40.68	18.36
40.70	18.74
40.73	19.04
40.75	19.40
40.78	19.62
40.80	19.87
40.83	20.15
40.85	20.45
40.87	20.73
40.90	21.02
40.92	21.30
40.95	21.55
40.97	21.89
41.00	22.15
41.02	22.56
41.05	22.88
41.07	23.26
41.09	23.48
41.12	23.80
41.14	24.01
41.17	24.42
41.19	24.61
41.22	24.99
41.24	25.11
41.26	25.48
41.29	25.67
41.31	26.16
41.34	26.36
41.36	26.80
41.39	26.89
41.41	27.35
41.44	27.53
41.46	28.03
41.48	28.12
41.51	28.51
41.53	28.52
41.56	28.94
41.58	29.00
41.61	29.38
41.63	29.38
41.66	29.74
41.68	29.74
41.70	30.13
41.73	30.17
41.75	30.49
41.78	30.44
41.80	30.79
41.83	30.76
41.85	31.02
41.88	30.95
41.90	31.23
41.92	31.13
41.95	31.40
41.97	31.33
42.00	31.55
42.02	31.50
42.05	31.73
42.07	31.57
42.10	31.81
42.12	31.67
42.14	31.80
42.17	31.67
42.19	31.75
42.22	31.50
42.24	31.55
42.27	31.33
42.29	31.43
42.31	31.23
42.34	31.18
42.36	30.91
42.39	30.89
42.41	30.67
42.44	30.63
42.46	30.33
42.49	30.15
42.51	29.87
42.53	29.77
42.56	29.56
42.58	29.39
42.61	29.08
42.63	28.83
42.66	28.57
42.68	28.32
