U1	I
11.69	1.14
11.72	0.99
11.74	1.15
11.77	0.95
11.79	1.16
11.81	0.97
11.84	1.17
11.86	0.97
11.89	1.17
11.91	1.04
11.94	1.20
11.96	1.00
11.99	1.13
12.01	0.96
12.03	1.14
12.06	1.00
12.08	1.12
12.11	0.93
12.13	1.06
12.16	0.99
12.18	1.15
12.21	1.04
12.23	1.12
12.25	1.01
12.28	1.12
12.30	1.08
12.33	1.17
12.35	1.09
12.38	1.13
12.40	1.04
12.42	1.13
12.45	1.11
12.47	1.17
12.50	1.16
12.52	1.15
12.55	1.11
12.57	1.12
12.60	1.15
12.62	1.20
12.64	1.22
12.67	1.13
12.69	1.15
12.72	1.12
12.74	1.24
12.77	1.19
12.79	1.24
12.82	1.11
12.84	1.18
12.86	1.11
12.89	1.29
12.91	1.17
12.94	1.31
12.96	1.19
12.99	1.33
13.01	1.20
13.04	1.39
13.06	1.22
13.08	1.38
13.11	1.16
13.13	1.29
13.16	1.17
13.18	1.38
13.21	1.18
13.23	1.37
13.26	1.16
13.28	1.36
13.30	1.16
13.33	1.32
13.35	1.13
13.38	1.31
13.40	1.08
13.43	1.32
13.45	1.14
13.47	1.39
13.50	1.23
13.52	1.42
13.55	1.25
13.57	1.45
13.60	1.25
13.62	1.43
13.65	1.20
13.67	1.34
13.69	1.21
13.72	1.40
13.74	1.25
13.77	1.40
13.79	1.22
13.82	1.36
13.84	1.27
13.87	1.40
13.89	1.30
13.91	1.38
13.94	1.24
13.96	1.37
13.99	1.33
14.01	1.43
14.04	1.36
14.06	1.36
14.09	1.29
14.11	1.37
14.13	1.37
14.16	1.42
14.18	1.33
14.21	1.32
14.23	1.30
14.26	1.31
14.28	1.36
14.31	1.34
14.33	1.38
14.35	1.33
14.38	1.34
14.40	1.30
14.43	1.42
14.45	1.37
14.48	1.45
14.50	1.29
14.52	1.35
14.55	1.25
14.57	1.42
14.60	1.30
14.62	1.40
14.65	1.21
14.67	1.33
14.70	1.24
14.72	1.41
14.74	1.24
14.77	1.37
14.79	1.17
14.82	1.37
14.84	1.26
14.87	1.44
14.89	1.25
14.92	1.39
14.94	1.21
14.96	1.44
14.99	1.25
15.01	1.43
15.04	1.23
15.06	1.44
15.09	1.28
15.11	1.44
15.14	1.20
15.16	1.41
15.18	1.23
15.21	1.43
15.23	1.23
15.26	1.40
15.28	1.25
15.31	1.45
15.33	1.23
15.36	1.37
15.38	1.23
15.40	1.44
15.43	1.31
15.45	1.43
15.48	1.25
15.50	1.40
15.53	1.29
15.55	1.46
15.57	1.31
15.60	1.39
15.62	1.26
15.65	1.33
15.67	1.25
15.70	1.35
15.72	1.22
15.75	1.25
15.77	1.17
15.79	1.26
15.82	1.31
15.84	1.39
15.87	1.35
15.89	1.39
15.92	1.38
15.94	1.41
15.97	1.44
15.99	1.44
16.01	1.47
16.04	1.41
16.06	1.39
16.09	1.35
16.11	1.44
16.14	1.42
16.16	1.50
16.19	1.35
16.21	1.42
16.23	1.33
16.26	1.46
16.28	1.40
16.31	1.50
16.33	1.31
16.36	1.45
16.38	1.34
16.41	1.54
16.43	1.41
16.45	1.54
16.48	1.38
16.50	1.56
16.53	1.43
16.55	1.63
16.58	1.49
16.60	1.65
16.63	1.47
16.65	1.63
16.67	1.50
16.70	1.70
16.72	1.52
16.75	1.72
16.77	1.54
16.80	1.72
16.82	1.57
16.84	1.76
16.87	1.60
16.89	1.81
16.92	1.60
16.94	1.83
16.97	1.68
16.99	1.83
17.02	1.69
17.04	1.85
17.06	1.70
17.09	1.92
17.11	1.76
17.14	1.91
17.16	1.75
17.19	1.88
17.21	1.78
17.24	1.96
17.26	1.83
17.28	1.94
17.31	1.82
17.33	1.96
17.36	1.93
17.38	2.05
17.41	1.97
17.43	2.03
17.46	1.97
17.48	2.06
17.50	2.07
17.53	2.12
17.55	2.12
17.58	2.10
17.60	2.08
17.63	2.12
17.65	2.15
17.68	2.15
17.70	2.15
17.72	2.09
17.75	2.16
17.77	2.13
17.80	2.21
17.82	2.20
17.85	2.25
17.87	2.15
17.89	2.20
17.92	2.06
17.94	2.21
17.97	2.14
17.99	2.25
18.02	2.13
18.04	2.27
18.07	2.16
18.09	2.37
18.11	2.23
18.14	2.36
18.16	2.17
18.19	2.31
18.21	2.18
18.24	2.37
18.26	2.21
18.29	2.37
18.31	2.17
18.33	2.37
18.36	2.24
18.38	2.39
18.41	2.23
18.43	2.42
18.46	2.21
18.48	2.46
18.51	2.24
18.53	2.41
18.55	2.23
18.58	2.39
18.60	2.17
18.63	2.37
18.65	2.14
18.68	2.34
18.70	2.13
18.73	2.32
18.75	2.17
18.77	2.38
18.80	2.22
18.82	2.35
18.85	2.16
18.87	2.33
18.90	2.20
18.92	2.34
18.94	2.22
18.97	2.29
18.99	2.13
19.02	2.23
19.04	2.14
19.07	2.22
19.09	2.13
19.12	2.12
19.14	2.04
19.16	2.12
19.19	2.10
19.21	2.16
19.24	2.11
19.26	2.11
19.29	2.09
19.31	2.09
19.34	2.10
19.36	2.11
19.38	2.12
19.41	2.06
19.43	2.04
19.46	1.99
19.48	2.08
19.51	2.04
19.53	2.09
19.56	1.97
19.58	2.00
19.60	1.93
19.63	2.05
19.65	1.97
19.68	2.06
19.70	1.87
19.73	1.97
19.75	1.89
19.78	2.03
19.80	1.91
19.82	2.00
19.85	1.83
19.87	2.01
19.90	1.86
19.92	2.01
19.95	1.85
19.97	1.97
19.99	1.80
20.02	1.98
20.04	1.81
20.07	1.98
20.09	1.77
20.12	1.96
20.14	1.81
20.17	1.95
20.19	1.75
20.21	1.95
20.24	1.80
20.26	2.01
20.29	1.82
20.31	1.98
20.34	1.84
20.36	2.05
20.39	1.83
20.41	1.98
20.43	1.82
20.46	2.03
20.48	1.92
20.51	2.03
20.53	1.84
20.56	1.98
20.58	1.89
20.61	2.07
20.63	1.93
20.65	2.00
20.68	1.86
20.70	2.00
20.73	1.92
20.75	2.04
20.78	1.91
20.80	1.97
20.83	1.88
20.85	1.98
20.87	2.00
20.90	2.07
20.92	2.01
20.95	2.04
20.97	2.02
21.00	2.07
21.02	2.11
21.05	2.12
21.07	2.18
21.09	2.15
21.12	2.19
21.14	2.16
21.17	2.22
21.19	2.23
21.22	2.31
21.24	2.21
21.26	2.28
21.29	2.20
21.31	2.38
21.34	2.37
21.36	2.46
21.39	2.32
21.41	2.42
21.44	2.36
21.46	2.56
21.48	2.47
21.51	2.61
21.53	2.48
21.56	2.69
21.58	2.61
21.61	2.80
21.63	2.66
21.66	2.83
21.68	2.72
21.70	2.94
21.73	2.80
21.75	3.03
21.78	2.88
21.80	3.10
21.83	2.95
21.85	3.17
21.88	3.04
21.90	3.27
21.92	3.10
21.95	3.34
21.97	3.15
22.00	3.36
22.02	3.18
22.05	3.42
22.07	3.26
22.10	3.46
22.12	3.30
22.14	3.57
22.17	3.44
22.19	3.64
22.22	3.47
22.24	3.62
22.27	3.55
22.29	3.73
22.31	3.60
22.34	3.73
22.36	3.59
22.39	3.72
22.41	3.69
22.44	3.84
22.46	3.78
22.49	3.89
22.51	3.81
22.53	3.92
22.56	3.92
22.58	4.00
22.61	3.95
22.63	3.95
22.66	3.91
22.68	3.98
22.71	4.00
22.73	4.04
22.75	4.05
22.78	3.98
22.80	4.02
22.83	4.00
22.85	4.06
22.88	4.06
22.90	4.09
22.93	3.97
22.95	4.05
22.97	3.97
23.00	4.07
23.02	3.98
23.05	4.05
23.07	3.90
23.10	3.98
23.12	3.88
23.15	4.07
23.17	3.93
23.19	4.03
23.22	3.84
23.24	3.98
23.27	3.85
23.29	3.98
23.32	3.78
23.34	3.89
23.36	3.68
23.39	3.84
23.41	3.68
23.44	3.83
23.46	3.64
23.49	3.79
23.51	3.63
23.54	3.82
23.56	3.63
23.58	3.78
23.61	3.60
23.63	3.75
23.66	3.51
23.68	3.64
23.71	3.43
23.73	3.59
23.76	3.39
23.78	3.53
23.80	3.34
23.83	3.53
23.85	3.34
23.88	3.49
23.90	3.26
23.93	3.38
23.95	3.22
23.98	3.38
24.00	3.21
24.02	3.32
24.05	3.11
24.07	3.23
24.10	3.13
24.12	3.24
24.15	3.12
24.17	3.16
24.20	3.00
24.22	3.10
24.24	3.02
24.27	3.07
24.29	2.96
24.32	2.91
24.34	2.82
24.37	2.82
24.39	2.80
24.42	2.84
24.44	2.79
24.46	2.77
24.49	2.74
24.51	2.72
24.54	2.79
24.56	2.78
24.59	2.77
24.61	2.63
24.63	2.63
24.66	2.55
24.68	2.65
24.71	2.57
24.73	2.62
24.76	2.50
24.78	2.62
24.81	2.52
24.83	2.66
24.85	2.54
24.88	2.67
24.90	2.48
24.93	2.59
24.95	2.45
24.98	2.63
25.00	2.51
25.03	2.65
25.05	2.46
25.07	2.66
25.10	2.49
25.12	2.70
25.15	2.49
25.17	2.65
25.20	2.48
25.22	2.67
25.25	2.50
25.27	2.71
25.29	2.52
25.32	2.75
25.34	2.60
25.37	2.79
25.39	2.62
25.42	2.83
25.44	2.67
25.47	2.88
25.49	2.71
25.51	2.91
25.54	2.76
25.56	2.94
25.59	2.76
25.61	2.96
25.64	2.84
25.66	3.07
25.68	2.94
25.71	3.10
25.73	2.98
25.76	3.15
25.78	3.05
25.81	3.24
25.83	3.14
25.86	3.24
25.88	3.16
25.90	3.31
25.93	3.28
25.95	3.44
25.98	3.40
26.00	3.49
26.03	3.48
26.05	3.58
26.08	3.64
26.10	3.72
26.12	3.74
26.15	3.79
26.17	3.80
26.20	3.84
26.22	3.96
26.25	4.03
26.27	4.11
26.30	4.09
26.32	4.17
26.34	4.21
26.37	4.40
26.39	4.39
26.42	4.52
26.44	4.46
26.47	4.61
26.49	4.55
26.52	4.74
26.54	4.70
26.56	4.86
26.59	4.74
26.61	4.96
26.64	4.90
26.66	5.16
26.69	5.07
26.71	5.25
26.73	5.16
26.76	5.41
26.78	5.33
26.81	5.61
26.83	5.52
26.86	5.75
26.88	5.65
26.91	5.91
26.93	5.79
26.95	6.03
26.98	5.87
27.00	6.11
27.03	5.97
27.05	6.18
27.08	6.05
27.10	6.31
27.13	6.19
27.15	6.44
27.17	6.29
27.20	6.55
27.22	6.46
27.25	6.65
27.27	6.47
27.30	6.63
27.32	6.52
27.35	6.75
27.37	6.61
27.39	6.75
27.42	6.58
27.44	6.75
27.47	6.71
27.49	6.87
27.52	6.78
27.54	6.91
27.57	6.80
27.59	6.92
27.61	6.89
27.64	6.96
27.66	6.88
27.69	6.89
27.71	6.78
27.74	6.85
27.76	6.84
27.78	6.86
27.81	6.82
27.83	6.78
27.86	6.73
27.88	6.73
27.91	6.72
27.93	6.73
27.96	6.72
27.98	6.59
28.00	6.59
28.03	6.49
28.05	6.52
28.08	6.46
28.10	6.46
28.13	6.29
28.15	6.33
28.18	6.21
28.20	6.33
28.22	6.20
28.25	6.25
28.27	6.05
28.30	6.13
28.32	5.95
28.35	6.05
28.37	5.85
28.40	5.90
28.42	5.66
28.44	5.74
28.47	5.56
28.49	5.69
28.52	5.45
28.54	5.54
28.57	5.32
28.59	5.45
28.62	5.26
28.64	5.37
28.66	5.17
28.69	5.32
28.71	5.07
28.74	5.21
28.76	4.94
28.79	5.05
28.81	4.82
28.84	4.93
28.86	4.67
28.88	4.77
28.91	4.53
28.93	4.69
28.96	4.45
28.98	4.53
29.01	4.34
29.03	4.47
29.05	4.31
29.08	4.42
29.10	4.19
29.13	4.28
29.15	4.12
29.18	4.22
29.20	4.05
29.23	4.09
29.25	3.90
29.27	3.96
29.30	3.88
29.32	3.97
29.35	3.84
29.37	3.87
29.40	3.80
29.42	3.83
29.45	3.78
29.47	3.81
29.49	3.71
29.52	3.68
29.54	3.61
29.57	3.61
29.59	3.63
29.62	3.64
29.64	3.62
29.67	3.58
29.69	3.59
29.71	3.57
29.74	3.66
29.76	3.61
29.79	3.66
29.81	3.57
29.84	3.62
29.86	3.55
29.89	3.69
29.91	3.60
29.93	3.75
29.96	3.61
29.98	3.72
30.01	3.65
30.03	3.85
30.06	3.75
30.08	3.89
30.10	3.72
30.13	3.90
30.15	3.80
30.18	4.00
30.20	3.82
30.23	4.00
30.25	3.84
30.28	4.06
30.30	3.93
30.32	4.13
30.35	3.97
30.37	4.18
30.40	4.03
30.42	4.28
30.45	4.13
30.47	4.39
30.50	4.28
30.52	4.55
30.54	4.43
30.57	4.67
30.59	4.56
30.62	4.83
30.64	4.70
30.67	4.93
30.69	4.84
30.72	5.11
30.74	5.07
30.76	5.26
30.79	5.14
30.81	5.33
30.84	5.31
30.86	5.57
30.89	5.54
30.91	5.69
30.94	5.64
30.96	5.83
30.98	5.85
31.01	6.04
31.03	6.02
31.06	6.13
31.08	6.13
31.11	6.30
31.13	6.39
31.15	6.54
31.18	6.59
31.20	6.68
31.23	6.79
31.25	6.92
31.28	7.07
31.30	7.21
31.33	7.36
31.35	7.41
31.37	7.51
31.40	7.57
31.42	7.76
31.45	7.84
31.47	8.00
31.50	7.98
31.52	8.17
31.55	8.24
31.57	8.51
31.59	8.58
31.62	8.80
31.64	8.74
31.67	8.98
31.69	8.97
31.72	9.25
31.74	9.21
31.77	9.42
31.79	9.35
31.81	9.61
31.84	9.54
31.86	9.82
31.89	9.72
31.91	9.95
31.94	9.86
31.96	10.13
31.99	10.09
32.01	10.37
32.03	10.28
32.06	10.53
32.08	10.44
32.11	10.68
32.13	10.55
32.16	10.75
32.18	10.65
32.20	10.88
32.23	10.74
32.25	10.96
32.28	10.85
32.30	11.06
32.33	10.95
32.35	11.14
32.38	10.97
32.40	11.20
32.42	11.08
32.45	11.21
32.47	11.05
32.50	11.16
32.52	11.03
32.55	11.18
32.57	11.04
32.60	11.12
32.62	10.94
32.64	11.02
32.67	10.93
32.69	11.00
32.72	10.87
32.74	10.86
32.77	10.71
32.79	10.73
32.82	10.66
32.84	10.67
32.86	10.59
32.89	10.49
32.91	10.37
32.94	10.32
32.96	10.25
32.99	10.18
33.01	10.08
33.04	9.90
33.06	9.87
33.08	9.76
33.11	9.75
33.13	9.64
33.16	9.60
33.18	9.39
33.21	9.33
33.23	9.12
33.26	9.13
33.28	8.93
33.30	8.91
33.33	8.65
33.35	8.66
33.38	8.45
33.40	8.50
33.43	8.26
33.45	8.31
33.47	8.04
33.50	8.08
33.52	7.85
33.55	7.95
33.57	7.71
33.60	7.76
33.62	7.42
33.65	7.47
33.67	7.22
33.69	7.29
33.72	7.00
33.74	7.09
33.77	6.81
33.79	6.96
33.82	6.69
33.84	6.79
33.87	6.51
33.89	6.63
33.91	6.35
33.94	6.47
33.96	6.16
33.99	6.28
34.01	6.02
34.04	6.13
34.06	5.87
34.09	6.01
34.11	5.78
34.13	5.88
34.16	5.63
34.18	5.73
34.21	5.56
34.23	5.70
34.26	5.52
34.28	5.59
34.31	5.41
34.33	5.51
34.35	5.38
34.38	5.47
34.40	5.33
34.43	5.33
34.45	5.22
34.48	5.28
34.50	5.22
34.52	5.29
34.55	5.22
34.57	5.21
34.60	5.18
34.62	5.20
34.65	5.23
34.67	5.26
34.70	5.26
34.72	5.22
34.74	5.22
34.77	5.22
34.79	5.32
34.82	5.34
34.84	5.41
34.87	5.35
34.89	5.44
34.92	5.43
34.94	5.59
34.96	5.55
34.99	5.69
35.01	5.59
35.04	5.74
35.06	5.69
35.09	5.88
35.11	5.81
35.14	6.00
35.16	5.88
35.18	6.11
35.21	6.03
35.23	6.28
35.26	6.22
35.28	6.46
35.31	6.36
35.33	6.64
35.36	6.56
35.38	6.83
35.40	6.69
35.43	6.94
35.45	6.86
35.48	7.12
35.50	7.05
35.53	7.36
35.55	7.30
35.57	7.63
35.60	7.56
35.62	7.84
35.65	7.78
35.67	8.06
35.70	7.96
35.72	8.23
35.75	8.18
35.77	8.50
35.79	8.51
35.82	8.77
35.84	8.74
35.87	9.04
35.89	9.07
35.92	9.40
35.94	9.42
35.97	9.62
35.99	9.63
36.01	9.87
36.04	9.92
36.06	10.20
36.09	10.25
36.11	10.45
36.14	10.56
36.16	10.83
36.19	11.01
36.21	11.24
36.23	11.32
36.26	11.49
36.28	11.59
36.31	11.75
36.33	11.95
36.36	12.12
36.38	12.32
36.41	12.46
36.43	12.63
36.45	12.80
36.48	13.07
36.50	13.22
36.53	13.47
36.55	13.50
36.58	13.74
36.60	13.83
36.62	14.12
36.65	14.21
36.67	14.45
36.70	14.40
36.72	14.65
36.75	14.65
36.77	14.96
36.80	14.96
36.82	15.21
36.84	15.16
36.87	15.47
36.89	15.47
36.92	15.81
36.94	15.76
36.97	16.01
36.99	15.96
37.02	16.25
37.04	16.14
37.06	16.41
37.09	16.28
37.11	16.53
37.14	16.45
37.16	16.65
37.19	16.48
37.21	16.75
37.24	16.61
37.26	16.87
37.28	16.72
37.31	16.89
37.33	16.76
37.36	16.95
37.38	16.77
37.41	16.96
37.43	16.75
37.46	16.90
37.48	16.74
37.50	16.85
37.53	16.62
37.55	16.71
37.58	16.51
37.60	16.62
37.63	16.43
37.65	16.47
37.68	16.20
37.70	16.26
37.72	16.09
37.75	16.12
37.77	15.90
37.80	15.85
37.82	15.61
37.85	15.59
37.87	15.42
37.89	15.35
37.92	15.12
37.94	14.97
37.97	14.76
37.99	14.71
38.02	14.59
38.04	14.47
38.07	14.29
38.09	14.11
38.11	13.97
38.14	13.78
38.16	13.62
38.19	13.40
38.21	13.23
38.24	12.95
38.26	12.78
38.29	12.51
38.31	12.44
38.33	12.23
38.36	12.16
38.38	11.88
38.41	11.87
38.43	11.62
38.46	11.66
38.48	11.38
38.51	11.30
38.53	10.93
38.55	10.89
38.58	10.54
38.60	10.55
38.63	10.19
38.65	10.17
38.68	9.87
38.70	9.93
38.73	9.70
38.75	9.78
38.77	9.52
38.80	9.58
38.82	9.30
38.85	9.34
38.87	9.03
38.90	9.06
38.92	8.79
38.94	8.84
38.97	8.49
38.99	8.58
39.02	8.30
39.04	8.42
39.07	8.13
39.09	8.20
39.12	7.96
39.14	8.14
39.16	7.92
39.19	8.04
39.21	7.76
39.24	7.86
39.26	7.68
39.29	7.83
39.31	7.65
39.34	7.71
39.36	7.49
39.38	7.60
39.41	7.51
39.43	7.61
39.46	7.50
39.48	7.51
39.51	7.40
39.53	7.51
39.56	7.49
39.58	7.58
39.60	7.53
39.63	7.53
39.65	7.54
39.68	7.59
39.70	7.66
39.73	7.71
39.75	7.74
39.78	7.75
39.80	7.77
39.82	7.80
39.85	7.96
39.87	7.99
39.90	8.11
39.92	8.11
39.95	8.26
39.97	8.29
39.99	8.51
40.02	8.53
40.04	8.72
40.07	8.63
40.09	8.82
40.12	8.77
40.14	9.05
40.17	9.03
40.19	9.28
40.21	9.24
40.24	9.54
40.26	9.51
40.29	9.87
40.31	9.82
40.34	10.11
40.36	10.08
40.39	10.43
40.41	10.41
40.43	10.76
40.46	10.72
40.48	11.06
40.51	11.04
40.53	11.35
40.56	11.28
40.58	11.61
40.61	11.64
40.63	12.01
40.65	12.03
40.68	12.39
40.70	12.42
40.73	12.80
40.75	12.86
40.78	13.18
40.80	13.18
40.83	13.52
40.85	13.58
40.87	13.87
40.90	13.87
40.92	14.20
40.95	14.34
40.97	14.73
41.00	14.86
41.02	15.18
41.05	15.34
41.07	15.73
41.09	15.87
41.12	16.18
41.14	16.31
41.17	16.56
41.19	16.70
41.22	16.94
41.24	17.12
41.26	17.39
41.29	17.58
41.31	17.82
41.34	18.05
41.36	18.31
41.39	18.63
41.41	18.90
41.44	19.18
41.46	19.35
41.48	19.58
41.51	19.73
41.53	20.08
41.56	20.25
41.58	20.53
41.61	20.63
41.63	20.90
41.66	21.07
41.68	21.45
41.70	21.52
41.73	21.80
41.75	21.83
41.78	22.14
41.80	22.18
41.83	22.44
41.85	22.43
41.88	22.67
41.90	22.63
41.92	22.91
41.95	22.87
41.97	23.17
42.00	23.11
42.02	23.38
42.05	23.31
42.07	23.59
42.10	23.52
42.12	23.80
42.14	23.67
42.17	23.92
42.19	23.78
42.22	23.98
42.24	23.79
42.27	23.99
42.29	23.81
42.31	24.04
42.34	23.84
42.36	24.02
42.39	23.85
42.41	24.01
42.44	23.78
42.46	23.88
42.49	23.63
42.51	23.78
42.53	23.53
42.56	23.57
42.58	23.31
42.61	23.29
42.63	23.07
42.66	23.12
42.68	22.82
