U1	I
7.35	0.71
7.37	0.77
7.39	0.75
7.42	0.81
7.44	0.73
7.47	0.70
7.49	0.64
7.52	0.65
7.54	0.69
7.57	0.73
7.59	0.75
7.61	0.74
7.64	0.76
7.66	0.74
7.69	0.84
7.71	0.81
7.74	0.86
7.76	0.74
7.78	0.77
7.81	0.68
7.83	0.80
7.86	0.73
7.88	0.82
7.91	0.63
7.93	0.75
7.96	0.65
7.98	0.81
8.00	0.73
8.03	0.83
8.05	0.65
8.08	0.83
8.10	0.67
8.13	0.88
8.15	0.72
8.18	0.81
8.20	0.64
8.22	0.82
8.25	0.67
8.27	0.89
8.30	0.69
8.32	0.87
8.35	0.73
8.37	0.91
8.40	0.77
8.42	0.95
8.44	0.78
8.47	0.98
8.49	0.79
8.52	0.95
8.54	0.79
8.57	0.95
8.59	0.78
8.62	0.93
8.64	0.75
8.66	0.97
8.69	0.82
8.71	0.96
8.74	0.81
8.76	0.92
8.79	0.79
8.81	0.97
8.84	0.81
8.86	0.92
8.88	0.77
8.91	0.87
8.93	0.82
8.96	0.95
8.98	0.86
9.01	0.93
9.03	0.83
9.05	0.91
9.08	0.89
9.10	0.96
9.13	0.89
9.15	0.87
9.18	0.83
9.20	0.88
9.23	0.94
9.25	0.97
9.27	0.97
9.30	0.90
9.32	0.92
9.35	0.90
9.37	0.97
9.40	0.94
9.42	1.00
9.45	0.88
9.47	0.98
9.49	0.91
9.52	1.03
9.54	0.96
9.57	1.00
9.59	0.84
9.62	0.95
9.64	0.84
9.67	0.98
9.69	0.81
9.71	0.94
9.74	0.81
9.76	0.97
9.79	0.82
9.81	0.99
9.84	0.85
9.86	1.04
9.89	0.86
9.91	1.07
9.93	0.91
9.96	1.08
9.98	0.91
10.01	1.11
10.03	0.91
10.06	1.10
10.08	0.87
10.10	1.05
10.13	0.89
10.15	1.09
10.18	0.86
10.20	1.08
10.23	0.91
10.25	1.10
10.28	0.92
10.30	1.06
10.32	0.90
10.35	1.11
10.37	0.95
10.40	1.05
10.42	0.87
10.45	1.01
10.47	0.95
10.50	1.09
10.52	0.98
10.54	1.07
10.57	0.95
10.59	1.08
10.62	1.02
10.64	1.10
10.67	1.02
10.69	1.05
10.72	0.98
10.74	1.06
10.76	1.02
10.79	1.08
10.81	1.05
10.84	1.03
10.86	1.00
10.89	1.02
10.91	1.07
10.94	1.11
10.96	1.14
10.98	1.07
11.01	1.07
11.03	1.03
11.06	1.11
11.08	1.09
11.11	1.14
11.13	1.03
11.15	1.05
11.18	1.01
11.20	1.15
11.23	1.08
11.25	1.18
11.28	1.03
11.30	1.16
11.33	1.09
11.35	1.29
11.37	1.17
11.40	1.29
11.42	1.08
11.45	1.24
11.47	1.11
11.50	1.29
11.52	1.08
11.55	1.24
11.57	1.08
11.59	1.30
11.62	1.14
11.64	1.32
11.67	1.17
11.69	1.37
11.72	1.14
11.74	1.33
11.77	1.13
11.79	1.35
11.81	1.17
11.84	1.34
11.86	1.16
11.89	1.36
11.91	1.18
11.94	1.35
11.96	1.13
11.99	1.30
12.01	1.14
12.03	1.31
12.06	1.21
12.08	1.36
12.11	1.18
12.13	1.34
12.16	1.25
12.18	1.41
12.21	1.32
12.23	1.37
12.25	1.25
12.28	1.39
12.30	1.33
12.33	1.44
12.35	1.35
12.38	1.37
12.40	1.31
12.42	1.38
12.45	1.36
12.47	1.41
12.50	1.38
12.52	1.36
12.55	1.36
12.57	1.38
12.60	1.43
12.62	1.43
12.64	1.47
12.67	1.43
12.69	1.44
12.72	1.40
12.74	1.50
12.77	1.46
12.79	1.54
12.82	1.41
12.84	1.48
12.86	1.41
12.89	1.55
12.91	1.47
12.94	1.58
12.96	1.41
12.99	1.56
13.01	1.44
13.04	1.63
13.06	1.53
13.08	1.64
13.11	1.45
13.13	1.62
13.16	1.48
13.18	1.65
13.21	1.49
13.23	1.63
13.26	1.48
13.28	1.69
13.30	1.54
13.33	1.70
13.35	1.49
13.38	1.65
13.40	1.48
13.43	1.66
13.45	1.50
13.47	1.67
13.50	1.50
13.52	1.73
13.55	1.57
13.57	1.72
13.60	1.54
13.62	1.70
13.65	1.52
13.67	1.70
13.69	1.54
13.72	1.71
13.74	1.60
13.77	1.71
13.79	1.57
13.82	1.70
13.84	1.57
13.87	1.75
13.89	1.65
13.91	1.72
13.94	1.60
13.96	1.68
13.99	1.64
14.01	1.74
14.04	1.63
14.06	1.65
14.09	1.56
14.11	1.62
14.13	1.61
14.16	1.67
14.18	1.64
14.21	1.62
14.23	1.57
14.26	1.61
14.28	1.66
14.31	1.68
14.33	1.71
14.35	1.63
14.38	1.64
14.40	1.62
14.43	1.70
14.45	1.67
14.48	1.71
14.50	1.55
14.52	1.65
14.55	1.55
14.57	1.71
14.60	1.62
14.62	1.72
14.65	1.52
14.67	1.64
14.70	1.51
14.72	1.71
14.74	1.53
14.77	1.65
14.79	1.45
14.82	1.62
14.84	1.47
14.87	1.66
14.89	1.47
14.92	1.61
14.94	1.46
14.96	1.65
14.99	1.53
15.01	1.73
15.04	1.57
15.06	1.76
15.09	1.59
15.11	1.77
15.14	1.59
15.16	1.76
15.18	1.60
15.21	1.77
15.23	1.56
15.26	1.78
15.28	1.62
15.31	1.77
15.33	1.60
15.36	1.71
15.38	1.55
15.40	1.77
15.43	1.63
15.45	1.72
15.48	1.56
15.50	1.66
15.53	1.58
15.55	1.74
15.57	1.61
15.60	1.70
15.62	1.59
15.65	1.70
15.67	1.67
15.70	1.78
15.72	1.72
15.75	1.74
15.77	1.66
15.79	1.76
15.82	1.76
15.84	1.80
15.87	1.79
15.89	1.77
15.92	1.76
15.94	1.75
15.97	1.79
15.99	1.83
16.01	1.89
16.04	1.81
16.06	1.84
16.09	1.80
16.11	1.94
16.14	1.92
16.16	1.98
16.19	1.85
16.21	1.93
16.23	1.87
16.26	2.06
16.28	2.00
16.31	2.11
16.33	1.95
16.36	2.07
16.38	1.99
16.41	2.19
16.43	2.04
16.45	2.17
16.48	2.00
16.50	2.18
16.53	2.09
16.55	2.28
16.58	2.09
16.60	2.28
16.63	2.10
16.65	2.30
16.67	2.17
16.70	2.35
16.72	2.17
16.75	2.38
16.77	2.17
16.80	2.40
16.82	2.22
16.84	2.45
16.87	2.28
16.89	2.50
16.92	2.30
16.94	2.51
16.97	2.36
16.99	2.58
17.02	2.40
17.04	2.58
17.06	2.47
17.09	2.71
17.11	2.60
17.14	2.74
17.16	2.55
17.19	2.70
17.21	2.62
17.24	2.78
17.26	2.69
17.28	2.77
17.31	2.66
17.33	2.83
17.36	2.79
17.38	2.91
17.41	2.85
17.43	2.89
17.46	2.88
17.48	2.98
17.50	2.93
17.53	3.00
17.55	2.95
17.58	2.95
17.60	2.95
17.63	2.92
17.65	2.97
17.68	3.01
17.70	3.04
17.72	3.02
17.75	3.03
17.77	2.99
17.80	3.14
17.82	3.08
17.85	3.18
17.87	3.06
17.89	3.13
17.92	3.03
17.94	3.15
17.97	3.04
17.99	3.17
18.02	2.98
18.04	3.11
18.07	3.01
18.09	3.20
18.11	3.08
18.14	3.22
18.16	3.03
18.19	3.22
18.21	3.05
18.24	3.22
18.26	3.06
18.29	3.20
18.31	2.99
18.33	3.19
18.36	3.01
18.38	3.21
18.41	3.01
18.43	3.18
18.46	2.99
18.48	3.16
18.51	2.92
18.53	3.10
18.55	2.92
18.58	3.11
18.60	2.90
18.63	3.07
18.65	2.90
18.68	3.09
18.70	2.88
18.73	3.00
18.75	2.81
18.77	2.99
18.80	2.87
18.82	2.99
18.85	2.78
18.87	2.89
18.90	2.78
18.92	2.96
18.94	2.83
18.97	2.88
18.99	2.73
19.02	2.82
19.04	2.76
19.07	2.84
19.09	2.70
19.12	2.72
19.14	2.63
19.16	2.68
19.19	2.69
19.21	2.72
19.24	2.67
19.26	2.68
19.29	2.62
19.31	2.62
19.34	2.65
19.36	2.61
19.38	2.60
19.41	2.53
19.43	2.51
19.46	2.49
19.48	2.55
19.51	2.51
19.53	2.57
19.56	2.45
19.58	2.51
19.60	2.40
19.63	2.54
19.65	2.44
19.68	2.52
19.70	2.34
19.73	2.46
19.75	2.31
19.78	2.49
19.80	2.34
19.82	2.48
19.85	2.33
19.87	2.50
19.90	2.35
19.92	2.59
19.95	2.42
19.97	2.55
19.99	2.36
20.02	2.53
20.04	2.37
20.07	2.56
20.09	2.35
20.12	2.56
20.14	2.38
20.17	2.55
20.19	2.38
20.21	2.55
20.24	2.40
20.26	2.62
20.29	2.40
20.31	2.61
20.34	2.47
20.36	2.65
20.39	2.53
20.41	2.68
20.43	2.51
20.46	2.73
20.48	2.59
20.51	2.74
20.53	2.58
20.56	2.69
20.58	2.59
20.61	2.76
20.63	2.63
20.65	2.76
20.68	2.63
20.70	2.77
20.73	2.76
20.75	2.91
20.78	2.87
20.80	2.94
20.83	2.86
20.85	2.99
20.87	2.98
20.90	3.05
20.92	3.04
20.95	3.03
20.97	3.02
21.00	3.09
21.02	3.13
21.05	3.20
21.07	3.25
21.09	3.21
21.12	3.28
21.14	3.31
21.17	3.41
21.19	3.44
21.22	3.53
21.24	3.44
21.26	3.55
21.29	3.49
21.31	3.67
21.34	3.64
21.36	3.83
21.39	3.70
21.41	3.89
21.44	3.82
21.46	4.05
21.48	3.96
21.51	4.16
21.53	4.02
21.56	4.27
21.58	4.16
21.61	4.38
21.63	4.22
21.66	4.42
21.68	4.26
21.70	4.49
21.73	4.38
21.75	4.59
21.78	4.46
21.80	4.72
21.83	4.59
21.85	4.83
21.88	4.69
21.90	4.89
21.92	4.79
21.95	5.02
21.97	4.88
22.00	5.14
22.02	5.00
22.05	5.19
22.07	5.04
22.10	5.23
22.12	5.13
22.14	5.36
22.17	5.25
22.19	5.45
22.22	5.30
22.24	5.48
22.27	5.42
22.29	5.61
22.31	5.51
22.34	5.60
22.36	5.49
22.39	5.64
22.41	5.57
22.44	5.70
22.46	5.62
22.49	5.66
22.51	5.61
22.53	5.70
22.56	5.69
22.58	5.79
22.61	5.74
22.63	5.71
22.66	5.67
22.68	5.65
22.71	5.67
22.73	5.68
22.75	5.68
22.78	5.62
22.80	5.63
22.83	5.61
22.85	5.73
22.88	5.67
22.90	5.71
22.93	5.58
22.95	5.59
22.97	5.51
23.00	5.60
23.02	5.51
23.05	5.59
23.07	5.38
23.10	5.47
23.12	5.34
23.15	5.48
23.17	5.31
23.19	5.36
23.22	5.13
23.24	5.28
23.27	5.10
23.29	5.24
23.32	5.01
23.34	5.10
23.36	4.93
23.39	5.11
23.41	4.88
23.44	5.01
23.46	4.84
23.49	5.02
23.51	4.81
23.54	4.90
23.56	4.66
23.58	4.85
23.61	4.65
23.63	4.76
23.66	4.50
23.68	4.66
23.71	4.47
23.73	4.62
23.76	4.39
23.78	4.51
23.80	4.32
23.83	4.51
23.85	4.32
23.88	4.39
23.90	4.14
23.93	4.23
23.95	4.07
23.98	4.20
24.00	4.02
24.02	4.09
24.05	3.96
24.07	4.06
24.10	3.95
24.12	4.04
24.15	3.91
24.17	3.91
24.20	3.78
24.22	3.82
24.24	3.78
24.27	3.83
24.29	3.76
24.32	3.74
24.34	3.69
24.37	3.70
24.39	3.69
24.42	3.70
24.44	3.69
24.46	3.60
24.49	3.59
24.51	3.55
24.54	3.62
24.56	3.62
24.59	3.64
24.61	3.53
24.63	3.60
24.66	3.55
24.68	3.67
24.71	3.61
24.73	3.68
24.76	3.51
24.78	3.65
24.81	3.52
24.83	3.65
24.85	3.54
24.88	3.67
24.90	3.51
24.93	3.69
24.95	3.55
24.98	3.76
25.00	3.65
25.03	3.79
25.05	3.61
25.07	3.81
25.10	3.68
25.12	3.91
25.15	3.73
25.17	3.90
25.20	3.75
25.22	3.97
25.25	3.80
25.27	4.02
25.29	3.85
25.32	4.10
25.34	3.95
25.37	4.18
25.39	4.04
25.42	4.28
25.44	4.16
25.47	4.39
25.49	4.25
25.51	4.50
25.54	4.41
25.56	4.59
25.59	4.46
25.61	4.63
25.64	4.57
25.66	4.80
25.68	4.73
25.71	4.89
25.73	4.81
25.76	5.01
25.78	5.01
25.81	5.18
25.83	5.14
25.86	5.24
25.88	5.22
25.90	5.38
25.93	5.41
25.95	5.54
25.98	5.56
26.00	5.62
26.03	5.65
26.05	5.79
26.08	5.88
26.10	5.99
26.12	6.12
26.15	6.15
26.17	6.26
26.20	6.34
26.22	6.45
26.25	6.54
26.27	6.69
26.30	6.64
26.32	6.80
26.34	6.82
26.37	7.04
26.39	7.09
26.42	7.29
26.44	7.22
26.47	7.40
26.49	7.35
26.52	7.61
26.54	7.58
26.56	7.81
26.59	7.69
26.61	7.93
26.64	7.89
26.66	8.20
26.69	8.10
26.71	8.33
26.73	8.22
26.76	8.50
26.78	8.44
26.81	8.71
26.83	8.61
26.86	8.88
26.88	8.76
26.91	9.04
26.93	8.92
26.95	9.17
26.98	9.06
27.00	9.29
27.03	9.18
27.05	9.41
27.08	9.28
27.10	9.52
27.13	9.40
27.15	9.60
27.17	9.49
27.20	9.69
27.22	9.60
27.25	9.75
27.27	9.60
27.30	9.75
27.32	9.67
27.35	9.87
27.37	9.80
27.39	9.89
27.42	9.77
27.44	9.91
27.47	9.83
27.49	9.92
27.52	9.82
27.54	9.84
27.57	9.74
27.59	9.80
27.61	9.73
27.64	9.75
27.66	9.67
27.69	9.60
27.71	9.50
27.74	9.47
27.76	9.44
27.78	9.41
27.81	9.36
27.83	9.24
27.86	9.21
27.88	9.12
27.91	9.16
27.93	9.03
27.96	9.01
27.98	8.85
28.00	8.84
28.03	8.68
28.05	8.74
28.08	8.58
28.10	8.60
28.13	8.39
28.15	8.40
28.18	8.19
28.20	8.25
28.22	8.03
28.25	8.09
28.27	7.85
28.30	7.91
28.32	7.71
28.35	7.79
28.37	7.59
28.40	7.65
28.42	7.37
28.44	7.48
28.47	7.23
28.49	7.32
28.52	7.07
28.54	7.13
28.57	6.87
28.59	6.96
28.62	6.65
28.64	6.79
28.66	6.52
28.69	6.65
28.71	6.38
28.74	6.49
28.76	6.23
28.79	6.38
28.81	6.10
28.84	6.22
28.86	5.96
28.88	6.09
28.91	5.89
28.93	5.98
28.96	5.73
28.98	5.82
29.01	5.65
29.03	5.80
29.05	5.64
29.08	5.69
29.10	5.50
29.13	5.61
29.15	5.49
29.18	5.59
29.20	5.42
29.23	5.41
29.25	5.30
29.27	5.37
29.30	5.32
29.32	5.39
29.35	5.31
29.37	5.31
29.40	5.25
29.42	5.28
29.45	5.31
29.47	5.32
29.49	5.29
29.52	5.24
29.54	5.24
29.57	5.25
29.59	5.34
29.62	5.29
29.64	5.34
29.67	5.25
29.69	5.32
29.71	5.31
29.74	5.45
29.76	5.41
29.79	5.58
29.81	5.45
29.84	5.61
29.86	5.54
29.89	5.72
29.91	5.63
29.93	5.77
29.96	5.58
29.98	5.78
30.01	5.69
30.03	5.93
30.06	5.83
30.08	6.04
30.10	5.93
30.13	6.19
30.15	6.12
30.18	6.37
30.20	6.27
30.23	6.49
30.25	6.38
30.28	6.63
30.30	6.53
30.32	6.78
30.35	6.67
30.37	6.95
30.40	6.87
30.42	7.15
30.45	7.09
30.47	7.38
30.50	7.32
30.52	7.60
30.54	7.52
30.57	7.84
30.59	7.78
30.62	8.01
30.64	7.94
30.67	8.16
30.69	8.13
30.72	8.39
30.74	8.35
30.76	8.56
30.79	8.55
30.81	8.79
30.84	8.85
30.86	9.12
30.89	9.16
30.91	9.38
30.94	9.44
30.96	9.66
30.98	9.76
31.01	9.97
31.03	10.05
31.06	10.19
31.08	10.25
31.11	10.43
31.13	10.56
31.15	10.73
31.18	10.94
31.20	11.04
31.23	11.24
31.25	11.37
31.28	11.62
31.30	11.80
31.33	12.03
31.35	12.02
31.37	12.20
31.40	12.25
31.42	12.54
31.45	12.61
31.47	12.82
31.50	12.80
31.52	13.07
31.55	13.16
31.57	13.53
31.59	13.55
31.62	13.83
31.64	13.83
31.67	14.13
31.69	14.14
31.72	14.43
31.74	14.32
31.77	14.58
31.79	14.45
31.81	14.73
31.84	14.67
31.86	14.93
31.89	14.83
31.91	15.13
31.94	15.03
31.96	15.35
31.99	15.24
32.01	15.51
32.03	15.41
32.06	15.68
32.08	15.52
32.11	15.77
32.13	15.61
32.16	15.83
32.18	15.68
32.20	15.89
32.23	15.75
32.25	15.94
32.28	15.79
32.30	15.96
32.33	15.76
32.35	15.86
32.38	15.71
32.40	15.85
32.42	15.70
32.45	15.74
32.47	15.53
32.50	15.61
32.52	15.48
32.55	15.54
32.57	15.37
32.60	15.33
32.62	15.14
32.64	15.16
32.67	15.01
32.69	14.97
32.72	14.79
32.74	14.67
32.77	14.53
32.79	14.47
32.82	14.36
32.84	14.29
32.86	14.17
32.89	14.01
32.91	13.89
32.94	13.74
32.96	13.65
32.99	13.49
33.01	13.34
33.04	13.10
33.06	12.98
33.08	12.76
33.11	12.73
33.13	12.52
33.16	12.45
33.18	12.22
33.21	12.14
33.23	11.93
33.26	11.94
33.28	11.66
33.30	11.62
33.33	11.30
33.35	11.28
33.38	11.02
33.40	11.02
33.43	10.72
33.45	10.74
33.47	10.44
33.50	10.50
33.52	10.26
33.55	10.32
33.57	10.02
33.60	10.06
33.62	9.73
33.65	9.82
33.67	9.49
33.69	9.55
33.72	9.28
33.74	9.37
33.77	9.10
33.79	9.20
33.82	8.88
33.84	9.03
33.87	8.72
33.89	8.81
33.91	8.56
33.94	8.67
33.96	8.44
33.99	8.55
34.01	8.27
34.04	8.38
34.06	8.17
34.09	8.30
34.11	8.14
34.13	8.19
34.16	8.02
34.18	8.10
34.21	7.99
34.23	8.14
34.26	8.02
34.28	8.05
34.31	7.93
34.33	7.98
34.35	7.95
34.38	8.04
34.40	7.95
34.43	7.96
34.45	7.92
34.48	8.00
34.50	8.04
34.52	8.09
34.55	8.07
34.57	8.09
34.60	8.11
34.62	8.14
34.65	8.27
34.67	8.32
34.70	8.42
34.72	8.41
34.74	8.49
34.77	8.51
34.79	8.73
34.82	8.74
34.84	8.89
34.87	8.84
34.89	9.02
34.92	8.98
34.94	9.22
34.96	9.20
34.99	9.43
35.01	9.39
35.04	9.67
35.06	9.65
35.09	10.01
35.11	9.96
35.14	10.23
35.16	10.17
35.18	10.47
35.21	10.45
35.23	10.77
35.26	10.69
35.28	11.00
35.31	10.96
35.33	11.32
35.36	11.28
35.38	11.60
35.40	11.57
35.43	11.93
35.45	11.93
35.48	12.24
35.50	12.19
35.53	12.53
35.55	12.49
35.57	12.80
35.60	12.78
35.62	13.13
35.65	13.17
35.67	13.49
35.70	13.54
35.72	13.89
35.75	13.99
35.77	14.38
35.79	14.44
35.82	14.71
35.84	14.78
35.87	15.08
35.89	15.19
35.92	15.48
35.94	15.62
35.97	15.89
35.99	16.00
36.01	16.30
36.04	16.48
36.06	16.77
36.09	16.98
36.11	17.17
36.14	17.38
36.16	17.66
36.19	17.90
36.21	18.18
36.23	18.38
36.26	18.53
36.28	18.74
36.31	18.93
36.33	19.22
36.36	19.44
36.38	19.69
36.41	19.84
36.43	20.16
36.45	20.33
36.48	20.71
36.50	20.86
36.53	21.14
36.55	21.18
36.58	21.49
36.60	21.55
36.62	21.91
36.65	21.93
36.67	22.19
36.70	22.17
36.72	22.48
36.75	22.47
36.77	22.77
36.80	22.75
36.82	23.02
36.84	22.99
36.87	23.31
36.89	23.28
36.92	23.57
36.94	23.49
36.97	23.74
36.99	23.63
37.02	23.89
37.04	23.78
37.06	24.01
37.09	23.89
37.11	24.12
37.14	23.96
37.16	24.19
37.19	24.01
37.21	24.18
37.24	24.00
37.26	24.15
37.28	23.97
37.31	24.10
37.33	23.91
37.36	24.00
37.38	23.73
37.41	23.80
37.43	23.59
37.46	23.66
37.48	23.44
37.50	23.41
37.53	23.14
37.55	23.12
37.58	22.86
37.60	22.82
37.63	22.58
37.65	22.48
37.68	22.22
37.70	22.17
37.72	21.97
37.75	21.91
37.77	21.67
37.80	21.43
37.82	21.18
37.85	21.03
37.87	20.82
37.89	20.66
37.92	20.41
37.94	20.15
37.97	19.91
37.99	19.68
38.02	19.52
38.04	19.28
38.07	19.07
38.09	18.73
38.11	18.52
38.14	18.25
38.16	18.11
38.19	17.81
38.21	17.63
38.24	17.25
38.26	17.08
38.29	16.78
38.31	16.72
38.33	16.39
38.36	16.31
38.38	15.93
38.41	15.90
38.43	15.62
38.46	15.59
38.48	15.23
38.51	15.18
38.53	14.79
38.55	14.79
38.58	14.43
38.60	14.40
38.63	14.05
38.65	14.06
38.68	13.74
38.70	13.77
38.73	13.45
38.75	13.51
38.77	13.22
38.80	13.31
38.82	13.01
38.85	13.04
38.87	12.75
38.90	12.86
38.92	12.57
38.94	12.66
38.97	12.36
38.99	12.46
39.02	12.25
39.04	12.34
39.07	12.07
39.09	12.15
39.12	11.98
39.14	12.15
39.16	12.01
39.19	12.07
39.21	11.91
39.24	12.02
39.26	11.95
39.29	12.09
39.31	11.94
39.34	11.97
39.36	11.91
39.38	12.02
39.41	12.00
39.43	12.11
39.46	12.06
39.48	12.11
39.51	12.14
39.53	12.23
39.56	12.30
39.58	12.40
39.60	12.48
39.63	12.54
39.65	12.64
39.68	12.72
39.70	12.91
39.73	12.97
39.75	13.15
39.78	13.15
39.80	13.29
39.82	13.35
39.85	13.59
39.87	13.64
39.90	13.92
39.92	13.87
39.95	14.12
39.97	14.19
39.99	14.54
40.02	14.61
40.04	14.90
40.07	14.86
40.09	15.24
40.12	15.27
40.14	15.64
40.17	15.64
40.19	15.97
40.21	15.97
40.24	16.36
40.26	16.44
40.29	16.87
40.31	16.88
40.34	17.26
40.36	17.31
40.39	17.71
40.41	17.78
40.43	18.13
40.46	18.16
40.48	18.60
40.51	18.68
40.53	19.10
40.56	19.18
40.58	19.60
40.61	19.74
40.63	20.19
40.65	20.29
40.68	20.75
40.70	20.89
40.73	21.30
40.75	21.41
40.78	21.77
40.80	21.90
40.83	22.34
40.85	22.49
40.87	22.81
40.90	22.96
40.92	23.35
40.95	23.63
40.97	24.06
41.00	24.31
41.02	24.66
41.05	24.91
41.07	25.30
41.09	25.62
41.12	25.94
41.14	26.18
41.17	26.45
41.19	26.70
41.22	27.02
41.24	27.32
41.26	27.60
41.29	27.94
41.31	28.20
41.34	28.50
41.36	28.80
41.39	29.20
41.41	29.48
41.44	29.85
41.46	30.01
41.48	30.31
41.51	30.52
41.53	30.91
41.56	31.09
41.58	31.45
41.61	31.48
41.63	31.84
41.66	31.99
41.68	32.39
41.70	32.46
41.73	32.73
41.75	32.70
41.78	33.04
41.80	33.05
41.83	33.37
41.85	33.28
41.88	33.53
41.90	33.49
41.92	33.76
41.95	33.73
41.97	33.99
42.00	33.89
42.02	34.16
42.05	34.01
42.07	34.23
42.10	34.10
42.12	34.28
42.14	34.08
42.17	34.27
42.19	34.06
42.22	34.25
42.24	34.02
42.27	34.15
42.29	33.94
42.31	34.05
42.34	33.79
42.36	33.87
42.39	33.62
42.41	33.67
42.44	33.32
42.46	33.28
42.49	33.02
42.51	33.03
42.53	32.75
42.56	32.67
42.58	32.32
42.61	32.28
42.63	32.03
42.66	31.92
42.68	31.59
