U1	I
10.28	1.13
10.30	1.35
10.32	1.14
10.35	1.33
10.37	1.18
10.40	1.33
10.42	1.17
10.45	1.31
10.47	1.14
10.50	1.34
10.52	1.20
10.54	1.32
10.57	1.15
10.59	1.28
10.62	1.17
10.64	1.32
10.67	1.21
10.69	1.32
10.72	1.18
10.74	1.32
10.76	1.28
10.79	1.40
10.81	1.33
10.84	1.37
10.86	1.28
10.89	1.36
10.91	1.35
10.94	1.41
10.96	1.36
10.98	1.35
11.01	1.33
11.03	1.37
11.06	1.38
11.08	1.39
11.11	1.40
11.13	1.35
11.15	1.40
11.18	1.38
11.20	1.44
11.23	1.46
11.25	1.48
11.28	1.36
11.30	1.40
11.33	1.32
11.35	1.44
11.37	1.39
11.40	1.49
11.42	1.37
11.45	1.48
11.47	1.42
11.50	1.60
11.52	1.47
11.55	1.61
11.57	1.43
11.59	1.58
11.62	1.47
11.64	1.66
11.67	1.50
11.69	1.68
11.72	1.46
11.74	1.65
11.77	1.51
11.79	1.69
11.81	1.49
11.84	1.66
11.86	1.47
11.89	1.72
11.91	1.55
11.94	1.76
11.96	1.61
11.99	1.79
12.01	1.61
12.03	1.77
12.06	1.58
12.08	1.76
12.11	1.58
12.13	1.75
12.16	1.61
12.18	1.80
12.21	1.67
12.23	1.83
12.25	1.67
12.28	1.81
12.30	1.69
12.33	1.85
12.35	1.75
12.38	1.89
12.40	1.71
12.42	1.85
12.45	1.76
12.47	1.93
12.50	1.84
12.52	1.89
12.55	1.78
12.57	1.92
12.60	1.87
12.62	2.01
12.64	1.91
12.67	1.92
12.69	1.87
12.72	1.93
12.74	1.90
12.77	1.95
12.79	1.89
12.82	1.88
12.84	1.86
12.86	1.89
12.89	1.96
12.91	1.97
12.94	2.00
12.96	1.95
12.99	1.98
13.01	1.96
13.04	2.05
13.06	2.00
13.08	2.08
13.11	1.99
13.13	2.06
13.16	1.98
13.18	2.11
13.21	2.05
13.23	2.19
13.26	2.04
13.28	2.14
13.30	2.02
13.33	2.21
13.35	2.12
13.38	2.24
13.40	2.00
13.43	2.13
13.45	1.99
13.47	2.21
13.50	2.02
13.52	2.13
13.55	1.93
13.57	2.10
13.60	1.97
13.62	2.16
13.65	1.96
13.67	2.13
13.69	2.00
13.72	2.22
13.74	2.05
13.77	2.24
13.79	2.05
13.82	2.26
13.84	2.05
13.87	2.20
13.89	2.03
13.91	2.21
13.94	2.02
13.96	2.18
13.99	1.97
14.01	2.19
14.04	2.05
14.06	2.20
14.09	2.03
14.11	2.17
14.13	2.05
14.16	2.26
14.18	2.10
14.21	2.18
14.23	2.02
14.26	2.13
14.28	2.06
14.31	2.18
14.33	2.05
14.35	2.14
14.38	2.04
14.40	2.15
14.43	2.14
14.45	2.24
14.48	2.19
14.50	2.21
14.52	2.13
14.55	2.20
14.57	2.16
14.60	2.18
14.62	2.13
14.65	2.11
14.67	2.10
14.70	2.11
14.72	2.14
14.74	2.17
14.77	2.20
14.79	2.13
14.82	2.17
14.84	2.13
14.87	2.23
14.89	2.21
14.92	2.30
14.94	2.19
14.96	2.28
14.99	2.18
15.01	2.33
15.04	2.24
15.06	2.30
15.09	2.14
15.11	2.25
15.14	2.13
15.16	2.30
15.18	2.17
15.21	2.30
15.23	2.14
15.26	2.30
15.28	2.19
15.31	2.35
15.33	2.16
15.36	2.28
15.38	2.09
15.40	2.31
15.43	2.15
15.45	2.32
15.48	2.18
15.50	2.38
15.53	2.24
15.55	2.46
15.57	2.26
15.60	2.43
15.62	2.27
15.65	2.45
15.67	2.27
15.70	2.44
15.72	2.26
15.75	2.45
15.77	2.27
15.79	2.44
15.82	2.28
15.84	2.49
15.87	2.37
15.89	2.52
15.92	2.35
15.94	2.52
15.97	2.42
15.99	2.60
16.01	2.52
16.04	2.62
16.06	2.50
16.09	2.67
16.11	2.61
16.14	2.76
16.16	2.68
16.19	2.73
16.21	2.68
16.23	2.79
16.26	2.76
16.28	2.86
16.31	2.82
16.33	2.84
16.36	2.80
16.38	2.85
16.41	2.90
16.43	2.96
16.45	2.97
16.48	2.96
16.50	2.97
16.53	2.99
16.55	3.07
16.58	3.08
16.60	3.14
16.63	3.05
16.65	3.12
16.67	3.12
16.70	3.25
16.72	3.21
16.75	3.31
16.77	3.18
16.80	3.31
16.82	3.25
16.84	3.45
16.87	3.39
16.89	3.54
16.92	3.40
16.94	3.60
16.97	3.49
16.99	3.70
17.02	3.56
17.04	3.72
17.06	3.53
17.09	3.74
17.11	3.61
17.14	3.84
17.16	3.65
17.19	3.83
17.21	3.66
17.24	3.88
17.26	3.73
17.28	3.94
17.31	3.76
17.33	3.95
17.36	3.76
17.38	3.96
17.41	3.78
17.43	3.97
17.46	3.79
17.48	4.00
17.50	3.84
17.53	4.07
17.55	3.92
17.58	4.14
17.60	3.98
17.63	4.11
17.65	3.98
17.68	4.19
17.70	4.04
17.72	4.18
17.75	4.01
17.77	4.12
17.80	4.05
17.82	4.21
17.85	4.07
17.87	4.16
17.89	4.02
17.92	4.12
17.94	4.11
17.97	4.19
17.99	4.09
18.02	4.16
18.04	4.07
18.07	4.16
18.09	4.15
18.11	4.18
18.14	4.16
18.16	4.16
18.19	4.11
18.21	4.14
18.24	4.17
18.26	4.18
18.29	4.20
18.31	4.12
18.33	4.13
18.36	4.09
18.38	4.15
18.41	4.10
18.43	4.12
18.46	3.98
18.48	4.03
18.51	3.93
18.53	4.05
18.55	3.98
18.58	4.05
18.60	3.91
18.63	4.00
18.65	3.87
18.68	4.02
18.70	3.86
18.73	3.93
18.75	3.76
18.77	3.88
18.80	3.76
18.82	3.96
18.85	3.79
18.87	3.95
18.90	3.76
18.92	3.93
18.94	3.76
18.97	3.89
18.99	3.67
19.02	3.85
19.04	3.61
19.07	3.80
19.09	3.59
19.12	3.79
19.14	3.59
19.16	3.79
19.19	3.57
19.21	3.79
19.24	3.56
19.26	3.74
19.29	3.55
19.31	3.71
19.34	3.50
19.36	3.69
19.38	3.52
19.41	3.71
19.43	3.52
19.46	3.63
19.48	3.51
19.51	3.69
19.53	3.55
19.56	3.64
19.58	3.48
19.60	3.61
19.63	3.54
19.65	3.67
19.68	3.57
19.70	3.63
19.73	3.53
19.75	3.64
19.78	3.59
19.80	3.68
19.82	3.60
19.85	3.60
19.87	3.57
19.90	3.62
19.92	3.61
19.95	3.65
19.97	3.58
19.99	3.57
20.02	3.56
20.04	3.57
20.07	3.63
20.09	3.62
20.12	3.69
20.14	3.66
20.17	3.70
20.19	3.68
20.21	3.81
20.24	3.79
20.26	3.89
20.29	3.76
20.31	3.85
20.34	3.81
20.36	3.98
20.39	3.91
20.41	4.01
20.43	3.85
20.46	4.01
20.48	3.93
20.51	4.11
20.53	3.99
20.56	4.12
20.58	4.00
20.61	4.22
20.63	4.11
20.65	4.32
20.68	4.19
20.70	4.35
20.73	4.22
20.75	4.47
20.78	4.35
20.80	4.58
20.83	4.45
20.85	4.66
20.87	4.54
20.90	4.74
20.92	4.58
20.95	4.81
20.97	4.67
21.00	4.89
21.02	4.75
21.05	4.97
21.07	4.85
21.09	5.06
21.12	4.91
21.14	5.10
21.17	4.99
21.19	5.24
21.22	5.22
21.24	5.42
21.26	5.30
21.29	5.48
21.31	5.42
21.34	5.66
21.36	5.59
21.39	5.69
21.41	5.60
21.44	5.77
21.46	5.79
21.48	5.97
21.51	5.92
21.53	6.02
21.56	6.00
21.58	6.13
21.61	6.17
21.63	6.27
21.66	6.24
21.68	6.30
21.70	6.31
21.73	6.39
21.75	6.47
21.78	6.55
21.80	6.64
21.83	6.68
21.85	6.74
21.88	6.79
21.90	6.91
21.92	6.94
21.95	7.06
21.97	6.99
22.00	7.11
22.02	7.09
22.05	7.23
22.07	7.22
22.10	7.37
22.12	7.24
22.14	7.36
22.17	7.25
22.19	7.43
22.22	7.36
22.24	7.51
22.27	7.32
22.29	7.47
22.31	7.35
22.34	7.55
22.36	7.41
22.39	7.57
22.41	7.40
22.44	7.61
22.46	7.49
22.49	7.70
22.51	7.57
22.53	7.74
22.56	7.56
22.58	7.74
22.61	7.57
22.63	7.73
22.66	7.53
22.68	7.73
22.71	7.53
22.73	7.69
22.75	7.51
22.78	7.68
22.80	7.52
22.83	7.70
22.85	7.47
22.88	7.62
22.90	7.41
22.93	7.53
22.95	7.31
22.97	7.40
23.00	7.22
23.02	7.36
23.05	7.20
23.07	7.30
23.10	7.11
23.12	7.17
23.15	7.06
23.17	7.18
23.19	7.03
23.22	7.05
23.24	6.90
23.27	6.94
23.29	6.88
23.32	6.90
23.34	6.76
23.36	6.74
23.39	6.63
23.41	6.65
23.44	6.61
23.46	6.62
23.49	6.53
23.51	6.47
23.54	6.43
23.56	6.40
23.58	6.41
23.61	6.38
23.63	6.35
23.66	6.26
23.68	6.23
23.71	6.16
23.73	6.22
23.76	6.13
23.78	6.17
23.80	6.05
23.83	6.09
23.85	5.98
23.88	6.10
23.90	5.96
23.93	6.01
23.95	5.83
23.98	5.90
24.00	5.78
24.02	5.94
24.05	5.76
24.07	5.88
24.10	5.67
24.12	5.81
24.15	5.64
24.17	5.80
24.20	5.61
24.22	5.75
24.24	5.55
24.27	5.77
24.29	5.59
24.32	5.78
24.34	5.60
24.37	5.74
24.39	5.56
24.42	5.76
24.44	5.53
24.46	5.71
24.49	5.51
24.51	5.67
24.54	5.51
24.56	5.73
24.59	5.53
24.61	5.75
24.63	5.60
24.66	5.81
24.68	5.69
24.71	5.89
24.73	5.75
24.76	5.91
24.78	5.74
24.81	5.88
24.83	5.76
24.85	5.93
24.88	5.85
24.90	5.96
24.93	5.88
24.95	6.02
24.98	6.01
25.00	6.21
25.03	6.14
25.05	6.21
25.07	6.17
25.10	6.25
25.12	6.27
25.15	6.38
25.17	6.35
25.20	6.40
25.22	6.40
25.25	6.49
25.27	6.61
25.29	6.69
25.32	6.72
25.34	6.74
25.37	6.81
25.39	6.85
25.42	6.99
25.44	7.02
25.47	7.13
25.49	7.10
25.51	7.21
25.54	7.21
25.56	7.41
25.59	7.39
25.61	7.56
25.64	7.48
25.66	7.69
25.68	7.64
25.71	7.92
25.73	7.88
25.76	8.14
25.78	8.03
25.81	8.29
25.83	8.17
25.86	8.45
25.88	8.33
25.90	8.55
25.93	8.41
25.95	8.68
25.98	8.64
26.00	8.96
26.03	8.85
26.05	9.14
26.08	9.09
26.10	9.38
26.12	9.28
26.15	9.53
26.17	9.42
26.20	9.73
26.22	9.62
26.25	9.87
26.27	9.80
26.30	10.08
26.32	10.04
26.34	10.35
26.37	10.30
26.39	10.61
26.42	10.58
26.44	10.84
26.47	10.80
26.49	11.01
26.52	10.98
26.54	11.24
26.56	11.18
26.59	11.40
26.61	11.31
26.64	11.51
26.66	11.53
26.69	11.74
26.71	11.76
26.73	11.92
26.76	11.89
26.78	12.08
26.81	12.15
26.83	12.31
26.86	12.32
26.88	12.37
26.91	12.38
26.93	12.49
26.95	12.55
26.98	12.63
27.00	12.69
27.03	12.69
27.05	12.72
27.08	12.79
27.10	12.87
27.13	12.89
27.15	12.95
27.17	12.86
27.20	12.95
27.22	12.91
27.25	13.00
27.27	12.97
27.30	13.05
27.32	12.92
27.35	12.99
27.37	12.91
27.39	13.09
27.42	12.99
27.44	13.09
27.47	12.94
27.49	13.03
27.52	12.91
27.54	13.04
27.57	12.85
27.59	12.97
27.61	12.75
27.64	12.85
27.66	12.66
27.69	12.76
27.71	12.53
27.74	12.62
27.76	12.34
27.78	12.45
27.81	12.20
27.83	12.31
27.86	12.07
27.88	12.18
27.91	11.90
27.93	12.05
27.96	11.78
27.98	11.93
28.00	11.71
28.03	11.82
28.05	11.51
28.08	11.59
28.10	11.29
28.13	11.39
28.15	11.07
28.18	11.12
28.20	10.85
28.22	11.00
28.25	10.81
28.27	10.89
28.30	10.62
28.32	10.69
28.35	10.52
28.37	10.62
28.40	10.40
28.42	10.38
28.44	10.17
28.47	10.20
28.49	10.05
28.52	10.07
28.54	9.91
28.57	9.86
28.59	9.74
28.62	9.73
28.64	9.68
28.66	9.72
28.69	9.62
28.71	9.56
28.74	9.47
28.76	9.44
28.79	9.42
28.81	9.41
28.84	9.34
28.86	9.24
28.88	9.20
28.91	9.14
28.93	9.19
28.96	9.14
28.98	9.13
29.01	9.01
29.03	9.03
29.05	8.93
29.08	9.04
29.10	8.93
29.13	9.01
29.15	8.85
29.18	8.93
29.20	8.83
29.23	9.01
29.25	8.87
29.27	8.99
29.30	8.82
29.32	8.98
29.35	8.89
29.37	9.09
29.40	8.90
29.42	9.08
29.45	8.89
29.47	9.08
29.49	8.96
29.52	9.15
29.54	8.99
29.57	9.22
29.59	9.07
29.62	9.32
29.64	9.17
29.67	9.39
29.69	9.23
29.71	9.45
29.74	9.30
29.76	9.55
29.79	9.42
29.81	9.64
29.84	9.52
29.86	9.77
29.89	9.64
29.91	9.92
29.93	9.85
29.96	10.05
29.98	9.95
30.01	10.18
30.03	10.12
30.06	10.39
30.08	10.30
30.10	10.45
30.13	10.41
30.15	10.61
30.18	10.62
30.20	10.86
30.23	10.84
30.25	11.00
30.28	11.03
30.30	11.23
30.32	11.32
30.35	11.46
30.37	11.51
30.40	11.65
30.42	11.74
30.45	11.89
30.47	12.03
30.50	12.18
30.52	12.33
30.54	12.42
30.57	12.56
30.59	12.70
30.62	12.90
30.64	13.06
30.67	13.27
30.69	13.30
30.72	13.46
30.74	13.53
30.76	13.78
30.79	13.84
30.81	14.06
30.84	14.05
30.86	14.33
30.89	14.39
30.91	14.70
30.94	14.74
30.96	15.00
30.98	14.97
31.01	15.29
31.03	15.30
31.06	15.65
31.08	15.61
31.11	15.92
31.13	15.92
31.15	16.26
31.18	16.26
31.20	16.61
31.23	16.59
31.25	16.93
31.28	16.92
31.30	17.27
31.33	17.26
31.35	17.60
31.37	17.58
31.40	17.93
31.42	17.92
31.45	18.25
31.47	18.20
31.50	18.52
31.52	18.53
31.55	18.83
31.57	18.81
31.59	19.14
31.62	19.13
31.64	19.43
31.67	19.39
31.69	19.63
31.72	19.62
31.74	19.88
31.77	19.87
31.79	20.06
31.81	19.94
31.84	20.12
31.86	20.13
31.89	20.35
31.91	20.34
31.94	20.45
31.96	20.40
31.99	20.61
32.01	20.65
32.03	20.76
32.06	20.72
32.08	20.78
32.11	20.73
32.13	20.84
32.16	20.85
32.18	20.91
32.20	20.86
32.23	20.82
32.25	20.79
32.28	20.79
32.30	20.75
32.33	20.71
32.35	20.67
32.38	20.56
32.40	20.54
32.42	20.44
32.45	20.46
32.47	20.39
32.50	20.38
32.52	20.20
32.55	20.18
32.57	20.00
32.60	20.06
32.62	19.87
32.64	19.88
32.67	19.63
32.69	19.63
32.72	19.40
32.74	19.49
32.77	19.22
32.79	19.25
32.82	18.93
32.84	18.95
32.86	18.72
32.89	18.78
32.91	18.44
32.94	18.49
32.96	18.18
32.99	18.24
33.01	17.98
33.04	17.99
33.06	17.73
33.08	17.77
33.11	17.45
33.13	17.48
33.16	17.16
33.18	17.23
33.21	16.93
33.23	16.97
33.26	16.66
33.28	16.71
33.30	16.43
33.33	16.49
33.35	16.18
33.38	16.23
33.40	15.94
33.43	16.03
33.45	15.76
33.47	15.78
33.50	15.49
33.52	15.50
33.55	15.28
33.57	15.35
33.60	15.15
33.62	15.14
33.65	14.93
33.67	14.97
33.69	14.83
33.72	14.88
33.74	14.70
33.77	14.63
33.79	14.50
33.82	14.49
33.84	14.41
33.87	14.41
33.89	14.31
33.91	14.27
33.94	14.20
33.96	14.19
33.99	14.21
34.01	14.19
34.04	14.17
34.06	14.10
34.09	14.10
34.11	14.09
34.13	14.15
34.16	14.13
34.18	14.19
34.21	14.09
34.23	14.13
34.26	14.08
34.28	14.22
34.31	14.17
34.33	14.33
34.35	14.22
34.38	14.38
34.40	14.34
34.43	14.59
34.45	14.54
34.48	14.72
34.50	14.56
34.52	14.78
34.55	14.72
34.57	14.98
34.60	14.84
34.62	15.03
34.65	14.94
34.67	15.20
34.70	15.15
34.72	15.41
34.74	15.35
34.77	15.64
34.79	15.63
34.82	15.90
34.84	15.86
34.87	16.13
34.89	16.07
34.92	16.36
34.94	16.31
34.96	16.60
34.99	16.57
35.01	16.89
35.04	16.87
35.06	17.19
35.09	17.19
35.11	17.53
35.14	17.53
35.16	17.83
35.18	17.80
35.21	18.08
35.23	18.09
35.26	18.40
35.28	18.41
35.31	18.65
35.33	18.67
35.36	18.96
35.38	19.08
35.40	19.40
35.43	19.49
35.45	19.76
35.48	19.87
35.50	20.12
35.53	20.30
35.55	20.55
35.57	20.65
35.60	20.85
35.62	20.99
35.65	21.23
35.67	21.48
35.70	21.70
35.72	21.94
35.75	22.16
35.77	22.37
35.79	22.62
35.82	22.91
35.84	23.12
35.87	23.42
35.89	23.52
35.92	23.75
35.94	23.92
35.97	24.22
35.99	24.37
36.01	24.66
36.04	24.70
36.06	25.05
36.09	25.18
36.11	25.61
36.14	25.74
36.16	26.13
36.19	26.21
36.21	26.63
36.23	26.71
36.26	27.14
36.28	27.15
36.31	27.49
36.33	27.46
36.36	27.82
36.38	27.86
36.41	28.27
36.43	28.28
36.45	28.65
36.48	28.69
36.50	29.09
36.53	29.13
36.55	29.50
36.58	29.49
36.60	29.84
36.62	29.85
36.65	30.18
36.67	30.12
36.70	30.42
36.72	30.36
36.75	30.65
36.77	30.62
36.80	30.90
36.82	30.88
36.84	31.17
36.87	31.09
36.89	31.35
36.92	31.34
36.94	31.60
36.97	31.53
36.99	31.71
37.02	31.60
37.04	31.78
37.06	31.71
37.09	31.86
37.11	31.74
37.14	31.82
37.16	31.69
37.19	31.80
37.21	31.71
37.24	31.80
37.26	31.72
37.28	31.71
37.31	31.62
37.33	31.64
37.36	31.55
37.38	31.58
37.41	31.43
37.43	31.29
37.46	31.16
37.48	31.02
37.50	30.93
37.53	30.81
37.55	30.67
37.58	30.49
37.60	30.35
37.63	30.20
37.65	30.18
37.68	30.02
37.70	29.92
37.72	29.69
37.75	29.60
37.77	29.37
37.80	29.35
37.82	29.07
37.85	28.98
37.87	28.64
37.89	28.51
37.92	28.22
37.94	28.19
37.97	27.82
37.99	27.78
38.02	27.43
38.04	27.40
38.07	27.11
38.09	27.11
38.11	26.75
38.14	26.71
38.16	26.28
38.19	26.24
38.21	25.86
38.24	25.79
38.26	25.39
38.29	25.34
38.31	24.97
38.33	25.00
38.36	24.62
38.38	24.66
38.41	24.33
38.43	24.35
38.46	24.05
38.48	24.10
38.51	23.75
38.53	23.76
38.55	23.43
38.58	23.45
38.60	23.16
38.63	23.21
38.65	22.92
38.68	22.96
38.70	22.69
38.73	22.73
38.75	22.52
38.77	22.58
38.80	22.37
38.82	22.40
38.85	22.19
38.87	22.23
38.90	22.10
38.92	22.17
38.94	22.03
38.97	22.02
38.99	21.88
39.02	21.95
39.04	21.91
39.07	21.94
39.09	21.87
39.12	21.87
39.14	21.83
39.16	21.87
39.19	21.90
39.21	21.92
39.24	21.98
39.26	21.96
39.29	22.01
39.31	22.04
39.34	22.18
39.36	22.21
39.38	22.35
39.41	22.29
39.43	22.40
39.46	22.40
39.48	22.60
39.51	22.61
39.53	22.85
39.56	22.78
39.58	23.02
39.60	23.04
39.63	23.33
39.65	23.34
39.68	23.58
39.70	23.51
39.73	23.80
39.75	23.79
39.78	24.11
39.80	24.05
39.82	24.33
39.85	24.30
39.87	24.61
39.90	24.64
39.92	25.03
39.95	25.01
39.97	25.40
39.99	25.42
40.02	25.80
40.04	25.84
40.07	26.19
40.09	26.18
40.12	26.57
40.14	26.57
40.17	26.96
40.19	26.99
40.21	27.35
40.24	27.41
40.26	27.80
40.29	27.91
40.31	28.36
40.34	28.45
40.36	28.86
40.39	28.97
40.41	29.35
40.43	29.46
40.46	29.85
40.48	29.93
40.51	30.27
40.53	30.36
40.56	30.70
40.58	30.89
40.61	31.30
40.63	31.45
40.65	31.81
40.68	32.01
40.70	32.39
40.73	32.68
40.75	33.05
40.78	33.29
40.80	33.58
40.83	33.80
40.85	34.14
40.87	34.41
40.90	34.71
40.92	34.99
40.95	35.25
40.97	35.54
41.00	35.85
41.02	36.21
41.05	36.56
41.07	36.94
41.09	37.15
41.12	37.46
41.14	37.65
41.17	38.01
41.19	38.21
41.22	38.56
41.24	38.64
41.26	38.96
41.29	39.13
41.31	39.60
41.34	39.80
41.36	40.19
41.39	40.24
41.41	40.69
41.44	40.82
41.46	41.31
41.48	41.38
41.51	41.74
41.53	41.75
41.56	42.20
41.58	42.24
41.61	42.67
41.63	42.67
41.66	43.03
41.68	43.06
41.70	43.47
41.73	43.47
41.75	43.80
41.78	43.82
41.80	44.16
41.83	44.11
41.85	44.39
41.88	44.29
41.90	44.55
41.92	44.50
41.95	44.72
41.97	44.65
42.00	44.92
42.02	44.85
42.05	45.09
42.07	44.96
42.10	45.14
42.12	45.04
42.14	45.25
42.17	45.17
42.19	45.30
42.22	45.15
42.24	45.28
42.27	45.20
42.29	45.35
42.31	45.18
42.34	45.20
42.36	45.05
42.39	45.11
42.41	44.98
42.44	45.03
42.46	44.85
42.49	44.75
42.51	44.62
42.53	44.54
42.56	44.40
42.58	44.30
42.61	44.10
42.63	43.90
42.66	43.76
42.68	43.62
