U1	I
5.17	0.74
5.20	0.59
5.22	0.75
5.25	0.61
5.27	0.74
5.29	0.57
5.32	0.69
5.34	0.62
5.37	0.76
5.39	0.65
5.42	0.72
5.44	0.60
5.47	0.71
5.49	0.65
5.51	0.73
5.54	0.66
5.56	0.68
5.59	0.62
5.61	0.70
5.64	0.68
5.66	0.74
5.68	0.70
5.71	0.66
5.73	0.65
5.76	0.66
5.78	0.69
5.81	0.71
5.83	0.74
5.86	0.66
5.88	0.71
5.90	0.66
5.93	0.76
5.95	0.75
5.98	0.79
6.00	0.66
6.03	0.75
6.05	0.63
6.08	0.80
6.10	0.71
6.12	0.78
6.15	0.63
6.17	0.75
6.20	0.63
6.22	0.81
6.25	0.65
6.27	0.78
6.30	0.60
6.32	0.77
6.34	0.65
6.37	0.80
6.39	0.62
6.42	0.76
6.44	0.56
6.47	0.76
6.49	0.63
6.52	0.79
6.54	0.65
6.56	0.85
6.59	0.67
6.61	0.86
6.64	0.66
6.66	0.82
6.69	0.62
6.71	0.77
6.73	0.58
6.76	0.75
6.78	0.57
6.81	0.76
6.83	0.59
6.86	0.75
6.88	0.61
6.91	0.79
6.93	0.67
6.95	0.80
6.98	0.61
7.00	0.72
7.03	0.60
7.05	0.77
7.08	0.64
7.10	0.73
7.13	0.60
7.15	0.72
7.17	0.67
7.20	0.82
7.22	0.73
7.25	0.77
7.27	0.68
7.30	0.75
7.32	0.71
7.35	0.78
7.37	0.68
7.39	0.65
7.42	0.62
7.44	0.64
7.47	0.65
7.49	0.69
7.52	0.68
7.54	0.66
7.57	0.65
7.59	0.65
7.61	0.73
7.64	0.72
7.66	0.77
7.69	0.66
7.71	0.70
7.74	0.66
7.76	0.75
7.78	0.68
7.81	0.83
7.83	0.66
7.86	0.77
7.88	0.67
7.91	0.84
7.93	0.76
7.96	0.88
7.98	0.67
8.00	0.84
8.03	0.72
8.05	0.93
8.08	0.74
8.10	0.85
8.13	0.65
8.15	0.84
8.18	0.68
8.20	0.84
8.22	0.63
8.25	0.80
8.27	0.65
8.30	0.85
8.32	0.66
8.35	0.84
8.37	0.68
8.40	0.86
8.42	0.68
8.44	0.85
8.47	0.64
8.49	0.81
8.52	0.63
8.54	0.79
8.57	0.62
8.59	0.82
8.62	0.68
8.64	0.84
8.66	0.69
8.69	0.84
8.71	0.72
8.74	0.88
8.76	0.73
8.79	0.82
8.81	0.68
8.84	0.78
8.86	0.69
8.88	0.82
8.91	0.71
8.93	0.79
8.96	0.69
8.98	0.78
9.01	0.77
9.03	0.83
9.05	0.77
9.08	0.78
9.10	0.72
9.13	0.77
9.15	0.80
9.18	0.82
9.20	0.81
9.23	0.75
9.25	0.77
9.27	0.77
9.30	0.83
9.32	0.80
9.35	0.86
9.37	0.77
9.40	0.85
9.42	0.79
9.45	0.90
9.47	0.86
9.49	0.93
9.52	0.78
9.54	0.87
9.57	0.74
9.59	0.90
9.62	0.78
9.64	0.91
9.67	0.73
9.69	0.88
9.71	0.76
9.74	0.96
9.76	0.79
9.79	0.95
9.81	0.75
9.84	0.94
9.86	0.79
9.89	0.95
9.91	0.73
9.93	0.91
9.96	0.71
9.98	0.86
10.01	0.70
10.03	0.88
10.06	0.72
10.08	0.94
10.10	0.75
10.13	0.95
10.15	0.78
10.18	0.93
10.20	0.78
10.23	0.94
10.25	0.76
10.28	0.95
10.30	0.79
10.32	0.98
10.35	0.78
10.37	0.89
10.40	0.77
10.42	0.96
10.45	0.81
10.47	0.94
10.50	0.77
10.52	0.92
10.54	0.85
10.57	0.97
10.59	0.86
10.62	0.93
10.64	0.79
10.67	0.91
10.69	0.86
10.72	0.94
10.74	0.86
10.76	0.86
10.79	0.79
10.81	0.84
10.84	0.81
10.86	0.90
10.89	0.85
10.91	0.84
10.94	0.85
10.96	0.88
10.98	0.93
11.01	0.96
11.03	0.95
11.06	0.89
11.08	0.90
11.11	0.85
11.13	0.95
11.15	0.92
11.18	0.98
11.20	0.87
11.23	0.94
11.25	0.83
11.28	0.98
11.30	0.89
11.33	0.98
11.35	0.79
11.37	0.92
11.40	0.82
11.42	1.04
11.45	0.89
11.47	1.02
11.50	0.82
11.52	1.03
11.55	0.90
11.57	1.08
11.59	0.91
11.62	1.04
11.64	0.85
11.67	1.07
11.69	0.88
11.72	1.04
11.74	0.84
11.77	1.00
11.79	0.82
11.81	1.02
11.84	0.81
11.86	1.03
11.89	0.86
11.91	1.05
11.94	0.86
11.96	1.05
11.99	0.90
12.01	1.09
12.03	0.88
12.06	1.05
12.08	0.89
12.11	1.10
12.13	1.00
12.16	1.10
12.18	0.92
12.21	1.06
12.23	0.96
12.25	1.14
12.28	1.03
12.30	1.09
12.33	1.00
12.35	1.13
12.38	1.07
12.40	1.18
12.42	1.08
12.45	1.12
12.47	1.04
12.50	1.11
12.52	1.11
12.55	1.16
12.57	1.10
12.60	1.10
12.62	1.05
12.64	1.07
12.67	1.08
12.69	1.10
12.72	1.12
12.74	1.07
12.77	1.06
12.79	1.05
12.82	1.15
12.84	1.14
12.86	1.20
12.89	1.07
12.91	1.13
12.94	1.05
12.96	1.19
12.99	1.11
13.01	1.23
13.04	1.08
13.06	1.23
13.08	1.14
13.11	1.33
13.13	1.21
13.16	1.32
13.18	1.10
13.21	1.24
13.23	1.07
13.26	1.25
13.28	1.07
13.30	1.22
13.33	1.04
13.35	1.24
13.38	1.10
13.40	1.29
13.43	1.11
13.45	1.32
13.47	1.14
13.50	1.32
13.52	1.16
13.55	1.30
13.57	1.14
13.60	1.35
13.62	1.11
13.65	1.28
13.67	1.11
13.69	1.29
13.72	1.15
13.74	1.32
13.77	1.13
13.79	1.36
13.82	1.23
13.84	1.36
13.87	1.18
13.89	1.31
13.91	1.20
13.94	1.40
13.96	1.25
13.99	1.35
14.01	1.20
14.04	1.30
14.06	1.23
14.09	1.32
14.11	1.23
14.13	1.29
14.16	1.19
14.18	1.29
14.21	1.28
14.23	1.33
14.26	1.29
14.28	1.27
14.31	1.26
14.33	1.31
14.35	1.31
14.38	1.31
14.40	1.34
14.43	1.27
14.45	1.28
14.48	1.21
14.50	1.28
14.52	1.30
14.55	1.34
14.57	1.21
14.60	1.26
14.62	1.19
14.65	1.31
14.67	1.23
14.70	1.34
14.72	1.20
14.74	1.28
14.77	1.20
14.79	1.40
14.82	1.29
14.84	1.42
14.87	1.23
14.89	1.38
14.92	1.27
14.94	1.42
14.96	1.19
14.99	1.36
15.01	1.16
15.04	1.33
15.06	1.20
15.09	1.35
15.11	1.18
15.14	1.36
15.16	1.16
15.18	1.36
15.21	1.17
15.23	1.34
15.26	1.20
15.28	1.40
15.31	1.21
15.33	1.37
15.36	1.19
15.38	1.39
15.40	1.20
15.43	1.36
15.45	1.19
15.48	1.38
15.50	1.25
15.53	1.41
15.55	1.23
15.57	1.36
15.60	1.23
15.62	1.40
15.65	1.28
15.67	1.36
15.70	1.19
15.72	1.29
15.75	1.21
15.77	1.34
15.79	1.27
15.82	1.33
15.84	1.24
15.87	1.35
15.89	1.34
15.92	1.43
15.94	1.37
15.97	1.36
15.99	1.31
16.01	1.36
16.04	1.37
16.06	1.40
16.09	1.40
16.11	1.35
16.14	1.34
16.16	1.32
16.19	1.40
16.21	1.37
16.23	1.41
16.26	1.33
16.28	1.35
16.31	1.30
16.33	1.44
16.36	1.39
16.38	1.52
16.41	1.35
16.43	1.43
16.45	1.38
16.48	1.56
16.50	1.44
16.53	1.57
16.55	1.37
16.58	1.54
16.60	1.41
16.63	1.59
16.65	1.45
16.67	1.61
16.70	1.41
16.72	1.61
16.75	1.48
16.77	1.70
16.80	1.52
16.82	1.67
16.84	1.50
16.87	1.67
16.89	1.51
16.92	1.70
16.94	1.48
16.97	1.67
16.99	1.50
17.02	1.69
17.04	1.52
17.06	1.72
17.09	1.53
17.11	1.75
17.14	1.58
17.16	1.78
17.19	1.65
17.21	1.83
17.24	1.64
17.26	1.83
17.28	1.71
17.31	1.91
17.33	1.78
17.36	1.89
17.38	1.74
17.41	1.87
17.43	1.76
17.46	1.91
17.48	1.80
17.50	1.86
17.53	1.75
17.55	1.87
17.58	1.84
17.60	1.95
17.63	1.89
17.65	1.93
17.68	1.86
17.70	1.94
17.72	1.98
17.75	2.04
17.77	2.01
17.80	1.99
17.82	1.97
17.85	2.01
17.87	2.04
17.89	2.02
17.92	2.06
17.94	1.98
17.97	2.02
17.99	2.02
18.02	2.12
18.04	2.10
18.07	2.17
18.09	2.05
18.11	2.17
18.14	2.08
18.16	2.22
18.19	2.12
18.21	2.23
18.24	2.06
18.26	2.19
18.29	2.03
18.31	2.22
18.33	2.05
18.36	2.18
18.38	1.97
18.41	2.15
18.43	2.02
18.46	2.23
18.48	2.05
18.51	2.23
18.53	2.06
18.55	2.24
18.58	2.10
18.60	2.28
18.63	2.09
18.65	2.27
18.68	2.04
18.70	2.21
18.73	2.07
18.75	2.24
18.77	2.06
18.80	2.23
18.82	2.03
18.85	2.26
18.87	2.10
18.90	2.23
18.92	2.06
18.94	2.18
18.97	2.02
18.99	2.23
19.02	2.05
19.04	2.16
19.07	1.98
19.09	2.09
19.12	1.99
19.14	2.15
19.16	2.01
19.19	2.12
19.21	1.99
19.24	2.11
19.26	2.06
19.29	2.14
19.31	2.05
19.34	2.06
19.36	1.95
19.38	2.02
19.41	2.01
19.43	2.04
19.46	2.02
19.48	2.00
19.51	1.98
19.53	2.00
19.56	2.01
19.58	2.02
19.60	2.02
19.63	1.92
19.65	1.93
19.68	1.86
19.70	1.94
19.73	1.91
19.75	1.94
19.78	1.81
19.80	1.89
19.82	1.78
19.85	1.97
19.87	1.87
19.90	2.00
19.92	1.86
19.95	2.01
19.97	1.88
19.99	2.05
20.02	1.87
20.04	1.98
20.07	1.75
20.09	1.88
20.12	1.72
20.14	1.90
20.17	1.70
20.19	1.87
20.21	1.70
20.24	1.89
20.26	1.74
20.29	1.89
20.31	1.73
20.34	1.95
20.36	1.76
20.39	1.94
20.41	1.73
20.43	1.94
20.46	1.79
20.48	1.95
20.51	1.73
20.53	1.90
20.56	1.73
20.58	1.93
20.61	1.72
20.63	1.85
20.65	1.71
20.68	1.91
20.70	1.79
20.73	1.95
20.75	1.78
20.78	1.92
20.80	1.84
20.83	2.00
20.85	1.91
20.87	2.00
20.90	1.85
20.92	1.99
20.95	1.93
20.97	2.05
21.00	1.96
21.02	1.98
21.05	1.96
21.07	2.04
21.09	2.02
21.12	2.13
21.14	2.06
21.17	2.08
21.19	2.09
21.22	2.11
21.24	2.16
21.26	2.18
21.29	2.19
21.31	2.19
21.34	2.20
21.36	2.18
21.39	2.31
21.41	2.33
21.44	2.43
21.46	2.36
21.48	2.44
21.51	2.39
21.53	2.54
21.56	2.44
21.58	2.54
21.61	2.37
21.63	2.49
21.66	2.42
21.68	2.64
21.70	2.54
21.73	2.71
21.75	2.55
21.78	2.80
21.80	2.72
21.83	2.90
21.85	2.72
21.88	2.88
21.90	2.72
21.92	2.97
21.95	2.83
21.97	3.00
22.00	2.88
22.02	3.10
22.05	2.98
22.07	3.18
22.10	2.98
22.12	3.21
22.14	3.08
22.17	3.27
22.19	3.10
22.22	3.30
22.24	3.15
22.27	3.38
22.29	3.20
22.31	3.38
22.34	3.24
22.36	3.43
22.39	3.34
22.41	3.49
22.44	3.31
22.46	3.48
22.49	3.36
22.51	3.59
22.53	3.47
22.56	3.54
22.58	3.45
22.61	3.57
22.63	3.52
22.66	3.65
22.68	3.54
22.71	3.62
22.73	3.54
22.75	3.62
22.78	3.64
22.80	3.70
22.83	3.62
22.85	3.64
22.88	3.60
22.90	3.65
22.93	3.65
22.95	3.66
22.97	3.67
23.00	3.64
23.02	3.63
23.05	3.63
23.07	3.68
23.10	3.67
23.12	3.71
23.15	3.59
23.17	3.65
23.19	3.60
23.22	3.70
23.24	3.66
23.27	3.76
23.29	3.62
23.32	3.73
23.34	3.56
23.36	3.70
23.39	3.56
23.41	3.64
23.44	3.43
23.46	3.55
23.49	3.41
23.51	3.61
23.54	3.42
23.56	3.53
23.58	3.34
23.61	3.48
23.63	3.32
23.66	3.46
23.68	3.27
23.71	3.41
23.73	3.22
23.76	3.35
23.78	3.17
23.80	3.33
23.83	3.12
23.85	3.30
23.88	3.10
23.90	3.27
23.93	3.09
23.95	3.26
23.98	3.08
24.00	3.22
24.02	2.99
24.05	3.16
24.07	2.96
24.10	3.07
24.12	2.89
24.15	2.97
24.17	2.84
24.20	3.01
24.22	2.87
24.24	2.98
24.27	2.81
24.29	2.87
24.32	2.80
24.34	2.92
24.37	2.80
24.39	2.84
24.42	2.70
24.44	2.78
24.46	2.76
24.49	2.81
24.51	2.74
24.54	2.70
24.56	2.63
24.59	2.67
24.61	2.64
24.63	2.66
24.66	2.64
24.68	2.59
24.71	2.61
24.73	2.59
24.76	2.64
24.78	2.65
24.81	2.64
24.83	2.54
24.85	2.57
24.88	2.48
24.90	2.59
24.93	2.50
24.95	2.58
24.98	2.44
25.00	2.49
25.03	2.39
25.05	2.55
25.07	2.45
25.10	2.57
25.12	2.38
25.15	2.52
25.17	2.41
25.20	2.60
25.22	2.45
25.25	2.58
25.27	2.40
25.29	2.59
25.32	2.49
25.34	2.70
25.37	2.54
25.39	2.73
25.42	2.56
25.44	2.77
25.47	2.60
25.49	2.80
25.51	2.63
25.54	2.78
25.56	2.59
25.59	2.82
25.61	2.66
25.64	2.87
25.66	2.70
25.68	2.91
25.71	2.80
25.73	3.02
25.76	2.88
25.78	3.05
25.81	2.90
25.83	3.07
25.86	2.95
25.88	3.14
25.90	3.04
25.93	3.18
25.95	3.06
25.98	3.23
26.00	3.17
26.03	3.36
26.05	3.30
26.08	3.38
26.10	3.34
26.12	3.49
26.15	3.47
26.17	3.63
26.20	3.59
26.22	3.62
26.25	3.62
26.27	3.67
26.30	3.75
26.32	3.85
26.34	3.84
26.37	3.87
26.39	3.90
26.42	3.95
26.44	4.09
26.47	4.12
26.49	4.20
26.52	4.20
26.54	4.29
26.56	4.33
26.59	4.49
26.61	4.50
26.64	4.64
26.66	4.56
26.69	4.70
26.71	4.67
26.73	4.85
26.76	4.81
26.78	5.01
26.81	4.90
26.83	5.10
26.86	5.04
26.88	5.28
26.91	5.21
26.93	5.38
26.95	5.19
26.98	5.41
27.00	5.30
27.03	5.52
27.05	5.38
27.08	5.56
27.10	5.46
27.13	5.69
27.15	5.58
27.17	5.82
27.20	5.68
27.22	5.93
27.25	5.80
27.27	6.00
27.30	5.88
27.32	6.08
27.35	5.92
27.37	6.12
27.39	5.99
27.42	6.20
27.44	6.05
27.47	6.21
27.49	6.02
27.52	6.19
27.54	6.05
27.57	6.20
27.59	6.07
27.61	6.19
27.64	6.08
27.66	6.21
27.69	6.10
27.71	6.25
27.74	6.12
27.76	6.19
27.78	6.06
27.81	6.12
27.83	6.08
27.86	6.15
27.88	6.05
27.91	6.09
27.93	6.02
27.96	6.07
27.98	6.05
28.00	6.08
28.03	6.05
28.05	5.99
28.08	5.93
28.10	5.89
28.13	5.88
28.15	5.86
28.18	5.84
28.20	5.66
28.22	5.66
28.25	5.56
28.27	5.61
28.30	5.55
28.32	5.52
28.35	5.32
28.37	5.38
28.40	5.23
28.42	5.35
28.44	5.19
28.47	5.27
28.49	5.10
28.52	5.21
28.54	5.05
28.57	5.20
28.59	4.98
28.62	5.05
28.64	4.80
28.66	4.90
28.69	4.68
28.71	4.83
28.74	4.61
28.76	4.71
28.79	4.51
28.81	4.66
28.84	4.44
28.86	4.60
28.88	4.39
28.91	4.57
28.93	4.34
28.96	4.49
28.98	4.27
29.01	4.43
29.03	4.22
29.05	4.33
29.08	4.05
29.10	4.20
29.13	3.98
29.15	4.11
29.18	3.88
29.20	3.99
29.23	3.80
29.25	3.98
29.27	3.81
29.30	3.91
29.32	3.65
29.35	3.74
29.37	3.62
29.40	3.76
29.42	3.60
29.45	3.66
29.47	3.53
29.49	3.66
29.52	3.59
29.54	3.66
29.57	3.53
29.59	3.53
29.62	3.42
29.64	3.48
29.67	3.45
29.69	3.50
29.71	3.44
29.74	3.45
29.76	3.43
29.79	3.47
29.81	3.49
29.84	3.53
29.86	3.54
29.89	3.49
29.91	3.51
29.93	3.49
29.96	3.56
29.98	3.54
30.01	3.58
30.03	3.50
30.06	3.58
30.08	3.48
30.10	3.65
30.13	3.60
30.15	3.76
30.18	3.62
30.20	3.74
30.23	3.67
30.25	3.92
30.28	3.81
30.30	3.96
30.32	3.75
30.35	3.95
30.37	3.87
30.40	4.07
30.42	3.91
30.45	4.08
30.47	3.92
30.50	4.20
30.52	4.11
30.54	4.31
30.57	4.19
30.59	4.43
30.62	4.32
30.64	4.56
30.67	4.41
30.69	4.62
30.72	4.52
30.74	4.75
30.76	4.61
30.79	4.84
30.81	4.75
30.84	5.00
30.86	4.89
30.89	5.13
30.91	5.07
30.94	5.36
30.96	5.35
30.98	5.56
31.01	5.47
31.03	5.69
31.06	5.66
31.08	5.89
31.11	5.87
31.13	6.03
31.15	6.01
31.18	6.21
31.20	6.24
31.23	6.47
31.25	6.50
31.28	6.62
31.30	6.64
31.33	6.78
31.35	6.83
31.37	7.01
31.40	7.05
31.42	7.12
31.45	7.19
31.47	7.32
31.50	7.47
31.52	7.61
31.55	7.71
31.57	7.75
31.59	7.85
31.62	7.90
31.64	8.09
31.67	8.17
31.69	8.35
31.72	8.31
31.74	8.44
31.77	8.49
31.79	8.71
31.81	8.69
31.84	8.91
31.86	8.81
31.89	9.01
31.91	8.99
31.94	9.23
31.96	9.17
31.99	9.38
32.01	9.23
32.03	9.47
32.06	9.41
32.08	9.65
32.11	9.53
32.13	9.70
32.16	9.57
32.18	9.79
32.20	9.65
32.23	9.87
32.25	9.69
32.28	9.91
32.30	9.79
32.33	9.99
32.35	9.82
32.38	10.02
32.40	9.87
32.42	10.10
32.45	9.89
32.47	10.05
32.50	9.89
32.52	10.06
32.55	9.87
32.57	10.02
32.60	9.81
32.62	9.99
32.64	9.84
32.67	9.91
32.69	9.72
32.72	9.82
32.74	9.64
32.77	9.78
32.79	9.60
32.82	9.64
32.84	9.44
32.86	9.51
32.89	9.38
32.91	9.43
32.94	9.27
32.96	9.23
32.99	9.07
33.01	9.07
33.04	8.98
33.06	8.98
33.08	8.84
33.11	8.76
33.13	8.64
33.16	8.57
33.18	8.54
33.21	8.45
33.23	8.36
33.26	8.20
33.28	8.12
33.30	8.03
33.33	8.01
33.35	7.89
33.38	7.84
33.40	7.62
33.43	7.62
33.45	7.45
33.47	7.46
33.50	7.32
33.52	7.30
33.55	7.08
33.57	7.08
33.60	6.89
33.62	6.96
33.65	6.75
33.67	6.78
33.69	6.54
33.72	6.59
33.74	6.39
33.77	6.48
33.79	6.25
33.82	6.33
33.84	6.07
33.87	6.19
33.89	5.98
33.91	6.12
33.94	5.88
33.96	5.98
33.99	5.72
34.01	5.84
34.04	5.59
34.06	5.72
34.09	5.48
34.11	5.63
34.13	5.39
34.16	5.52
34.18	5.28
34.21	5.39
34.23	5.18
34.26	5.28
34.28	5.05
34.31	5.24
34.33	5.08
34.35	5.21
34.38	5.01
34.40	5.12
34.43	4.99
34.45	5.14
34.48	4.96
34.50	5.06
34.52	4.91
34.55	5.01
34.57	4.94
34.60	5.05
34.62	4.96
34.65	5.01
34.67	4.93
34.70	5.01
34.72	5.00
34.74	5.08
34.77	5.06
34.79	5.08
34.82	5.07
34.84	5.11
34.87	5.15
34.89	5.21
34.92	5.24
34.94	5.19
34.96	5.22
34.99	5.20
35.01	5.32
35.04	5.36
35.06	5.44
35.09	5.40
35.11	5.52
35.14	5.52
35.16	5.75
35.18	5.73
35.21	5.87
35.23	5.80
35.26	5.96
35.28	5.90
35.31	6.13
35.33	6.09
35.36	6.28
35.38	6.19
35.40	6.45
35.43	6.42
35.45	6.71
35.48	6.62
35.50	6.87
35.53	6.79
35.55	7.08
35.57	6.99
35.60	7.27
35.62	7.19
35.65	7.50
35.67	7.38
35.70	7.67
35.72	7.59
35.75	7.90
35.77	7.84
35.79	8.15
35.82	8.09
35.84	8.41
35.87	8.38
35.89	8.68
35.92	8.62
35.94	8.92
35.97	8.91
35.99	9.21
36.01	9.23
36.04	9.50
36.06	9.49
36.09	9.78
36.11	9.83
36.14	10.14
36.16	10.17
36.19	10.40
36.21	10.43
36.23	10.68
36.26	10.73
36.28	10.97
36.31	11.00
36.33	11.19
36.36	11.29
36.38	11.50
36.41	11.64
36.43	11.90
36.45	12.01
36.48	12.16
36.50	12.29
36.53	12.45
36.55	12.64
36.58	12.81
36.60	12.94
36.62	13.05
36.65	13.19
36.67	13.27
36.70	13.49
36.72	13.60
36.75	13.76
36.77	13.81
36.80	13.96
36.82	14.01
36.84	14.28
36.87	14.30
36.89	14.51
36.92	14.44
36.94	14.60
36.97	14.57
36.99	14.82
37.02	14.76
37.04	14.94
37.06	14.77
37.09	15.02
37.11	14.94
37.14	15.15
37.16	15.04
37.19	15.18
37.21	15.02
37.24	15.26
37.26	15.09
37.28	15.31
37.31	15.13
37.33	15.27
37.36	15.08
37.38	15.26
37.41	15.02
37.43	15.17
37.46	14.96
37.48	15.12
37.50	14.89
37.53	15.04
37.55	14.80
37.58	14.91
37.60	14.64
37.63	14.73
37.65	14.46
37.68	14.57
37.70	14.33
37.72	14.39
37.75	14.11
37.77	14.16
37.80	13.91
37.82	14.01
37.85	13.75
37.87	13.72
37.89	13.43
37.92	13.42
37.94	13.22
37.97	13.21
37.99	12.97
38.02	12.88
38.04	12.67
38.07	12.61
38.09	12.47
38.11	12.40
38.14	12.18
38.16	12.01
38.19	11.79
38.21	11.65
38.24	11.52
38.26	11.36
38.29	11.17
38.31	10.97
38.33	10.83
38.36	10.69
38.38	10.60
38.41	10.45
38.43	10.35
38.46	10.13
38.48	10.04
38.51	9.79
38.53	9.76
38.55	9.58
38.58	9.53
38.60	9.25
38.63	9.22
38.65	8.96
38.68	9.09
38.70	8.84
38.73	8.86
38.75	8.56
38.77	8.59
38.80	8.37
38.82	8.49
38.85	8.17
38.87	8.24
38.90	7.94
38.92	8.06
38.94	7.81
38.97	7.91
38.99	7.64
39.02	7.74
39.04	7.48
39.07	7.63
39.09	7.36
39.12	7.49
39.14	7.26
39.16	7.42
39.19	7.18
39.21	7.32
39.24	7.09
39.26	7.23
39.29	7.06
39.31	7.18
39.34	6.97
39.36	7.15
39.38	6.96
39.41	7.09
39.43	6.91
39.46	6.99
39.48	6.87
39.51	7.04
39.53	6.92
39.56	7.08
39.58	6.96
39.60	7.11
39.63	7.07
39.65	7.23
39.68	7.19
39.70	7.26
39.73	7.20
39.75	7.33
39.78	7.33
39.80	7.45
39.82	7.46
39.85	7.49
39.87	7.54
39.90	7.62
39.92	7.72
39.95	7.85
39.97	7.96
39.99	7.99
40.02	8.14
40.04	8.19
40.07	8.37
40.09	8.44
40.12	8.56
40.14	8.53
40.17	8.67
40.19	8.63
40.21	8.89
40.24	8.90
40.26	9.15
40.29	9.16
40.31	9.42
40.34	9.42
40.36	9.76
40.39	9.77
40.41	10.10
40.43	9.99
40.46	10.27
40.48	10.27
40.51	10.66
40.53	10.63
40.56	10.92
40.58	10.84
40.61	11.24
40.63	11.25
40.65	11.63
40.68	11.58
40.70	11.94
40.73	11.93
40.75	12.34
40.78	12.33
40.80	12.65
40.83	12.67
40.85	13.06
40.87	13.05
40.90	13.46
40.92	13.48
40.95	13.86
40.97	13.93
41.00	14.28
41.02	14.36
41.05	14.80
41.07	14.88
41.09	15.21
41.12	15.25
41.14	15.57
41.17	15.67
41.19	16.01
41.22	16.12
41.24	16.37
41.26	16.43
41.29	16.78
41.31	16.95
41.34	17.28
41.36	17.39
41.39	17.63
41.41	17.80
41.44	18.11
41.46	18.31
41.48	18.59
41.51	18.70
41.53	18.89
41.56	19.03
41.58	19.21
41.61	19.39
41.63	19.58
41.66	19.76
41.68	19.92
41.70	20.11
41.73	20.24
41.75	20.49
41.78	20.61
41.80	20.81
41.83	20.80
41.85	20.95
41.88	20.95
41.90	21.23
41.92	21.23
41.95	21.46
41.97	21.35
42.00	21.57
42.02	21.53
42.05	21.74
42.07	21.63
42.10	21.80
42.12	21.58
42.14	21.79
42.17	21.64
42.19	21.85
42.22	21.72
42.24	21.82
42.27	21.60
42.29	21.81
42.31	21.61
42.34	21.77
42.36	21.54
42.39	21.63
42.41	21.39
42.44	21.46
42.46	21.14
42.49	21.21
42.51	20.93
42.53	21.01
42.56	20.72
42.58	20.78
42.61	20.54
42.63	20.61
42.66	20.28
42.68	20.27
