U1	I
19.82	3.20
19.85	3.35
19.87	3.17
19.90	3.36
19.92	3.19
19.95	3.40
19.97	3.24
19.99	3.42
20.02	3.29
20.04	3.43
20.07	3.30
20.09	3.50
20.12	3.36
20.14	3.50
20.17	3.36
20.19	3.48
20.21	3.43
20.24	3.58
20.26	3.48
20.29	3.58
20.31	3.49
20.34	3.61
20.36	3.60
20.39	3.70
20.41	3.66
20.43	3.71
20.46	3.66
20.48	3.74
20.51	3.76
20.53	3.81
20.56	3.86
20.58	3.85
20.61	3.92
20.63	3.95
20.65	4.06
20.68	4.09
20.70	4.18
20.73	4.10
20.75	4.16
20.78	4.09
20.80	4.25
20.83	4.21
20.85	4.33
20.87	4.23
20.90	4.38
20.92	4.33
20.95	4.56
20.97	4.45
21.00	4.62
21.02	4.53
21.05	4.73
21.07	4.65
21.09	4.91
21.12	4.79
21.14	5.01
21.17	4.90
21.19	5.15
21.22	5.03
21.24	5.27
21.26	5.15
21.29	5.40
21.31	5.28
21.34	5.51
21.36	5.39
21.39	5.63
21.41	5.53
21.44	5.76
21.46	5.65
21.48	5.90
21.51	5.78
21.53	5.98
21.56	5.89
21.58	6.11
21.61	6.01
21.63	6.26
21.66	6.21
21.68	6.44
21.70	6.32
21.73	6.49
21.75	6.46
21.78	6.68
21.80	6.62
21.83	6.73
21.85	6.68
21.88	6.86
21.90	6.90
21.92	7.03
21.95	7.02
21.97	7.07
22.00	7.07
22.02	7.17
22.05	7.22
22.07	7.30
22.10	7.33
22.12	7.34
22.14	7.40
22.17	7.43
22.19	7.52
22.22	7.55
22.24	7.61
22.27	7.53
22.29	7.57
22.31	7.50
22.34	7.62
22.36	7.57
22.39	7.65
22.41	7.54
22.44	7.65
22.46	7.56
22.49	7.79
22.51	7.68
22.53	7.78
22.56	7.61
22.58	7.73
22.61	7.60
22.63	7.76
22.66	7.55
22.68	7.69
22.71	7.49
22.73	7.65
22.75	7.50
22.78	7.64
22.80	7.45
22.83	7.59
22.85	7.38
22.88	7.59
22.90	7.35
22.93	7.49
22.95	7.28
22.97	7.45
23.00	7.21
23.02	7.36
23.05	7.11
23.07	7.26
23.10	7.01
23.12	7.13
23.15	6.92
23.17	7.06
23.19	6.87
23.22	6.97
23.24	6.74
23.27	6.83
23.29	6.69
23.32	6.79
23.34	6.62
23.36	6.62
23.39	6.44
23.41	6.50
23.44	6.39
23.46	6.44
23.49	6.35
23.51	6.31
23.54	6.22
23.56	6.23
23.58	6.19
23.61	6.19
23.63	6.11
23.66	5.99
23.68	5.92
23.71	5.84
23.73	5.86
23.76	5.81
23.78	5.80
23.80	5.66
23.83	5.67
23.85	5.60
23.88	5.70
23.90	5.60
23.93	5.64
23.95	5.48
23.98	5.53
24.00	5.38
24.02	5.50
24.05	5.34
24.07	5.43
24.10	5.20
24.12	5.31
24.15	5.19
24.17	5.32
24.20	5.13
24.22	5.26
24.24	5.08
24.27	5.25
24.29	5.09
24.32	5.25
24.34	5.09
24.37	5.25
24.39	5.05
24.42	5.19
24.44	4.99
24.46	5.17
24.49	5.00
24.51	5.20
24.54	5.03
24.56	5.20
24.59	5.03
24.61	5.25
24.63	5.08
24.66	5.22
24.68	5.07
24.71	5.29
24.73	5.20
24.76	5.36
24.78	5.19
24.81	5.34
24.83	5.28
24.85	5.44
24.88	5.32
24.90	5.41
24.93	5.34
24.95	5.51
24.98	5.49
25.00	5.64
25.03	5.60
25.05	5.68
25.07	5.68
25.10	5.78
25.12	5.82
25.15	5.91
25.17	5.90
25.20	5.92
25.22	5.98
25.25	6.01
25.27	6.10
25.29	6.12
25.32	6.20
25.34	6.20
25.37	6.29
25.39	6.27
25.42	6.47
25.44	6.47
25.47	6.65
25.49	6.56
25.51	6.71
25.54	6.72
25.56	6.94
25.59	6.88
25.61	7.10
25.64	6.95
25.66	7.23
25.68	7.25
25.71	7.47
25.73	7.39
25.76	7.62
25.78	7.53
25.81	7.87
25.83	7.77
25.86	7.96
25.88	7.91
25.90	8.17
25.93	8.08
25.95	8.35
25.98	8.26
26.00	8.56
26.03	8.52
26.05	8.79
26.08	8.76
26.10	9.06
26.12	9.01
26.15	9.30
26.17	9.23
26.20	9.49
26.22	9.44
26.25	9.74
26.27	9.73
26.30	9.96
26.32	9.90
26.34	10.18
26.37	10.20
26.39	10.48
26.42	10.50
26.44	10.68
26.47	10.69
26.49	10.88
26.52	10.91
26.54	11.13
26.56	11.14
26.59	11.22
26.61	11.28
26.64	11.42
26.66	11.53
26.69	11.70
26.71	11.80
26.73	11.87
26.76	12.02
26.78	12.09
26.81	12.30
26.83	12.38
26.86	12.50
26.88	12.47
26.91	12.59
26.93	12.59
26.95	12.80
26.98	12.78
27.00	12.95
27.03	12.85
27.05	12.98
27.08	12.94
27.10	13.12
27.13	13.01
27.15	13.16
27.17	12.98
27.20	13.17
27.22	13.06
27.25	13.27
27.27	13.13
27.30	13.26
27.32	13.04
27.35	13.22
27.37	13.05
27.39	13.22
27.42	13.00
27.44	13.15
27.47	12.94
27.49	13.11
27.52	12.90
27.54	13.06
27.57	12.83
27.59	12.96
27.61	12.74
27.64	12.87
27.66	12.62
27.69	12.73
27.71	12.46
27.74	12.53
27.76	12.30
27.78	12.39
27.81	12.17
27.83	12.20
27.86	11.95
27.88	11.99
27.91	11.80
27.93	11.88
27.96	11.68
27.98	11.67
28.00	11.50
28.03	11.51
28.05	11.36
28.08	11.36
28.10	11.12
28.13	11.04
28.15	10.88
28.18	10.81
28.20	10.67
28.22	10.60
28.25	10.47
28.27	10.38
28.30	10.26
28.32	10.13
28.35	10.11
28.37	10.04
28.40	9.98
28.42	9.80
28.44	9.71
28.47	9.57
28.49	9.58
28.52	9.41
28.54	9.37
28.57	9.13
28.59	9.15
28.62	9.01
28.64	9.08
28.66	8.87
28.69	8.91
28.71	8.68
28.74	8.80
28.76	8.58
28.79	8.63
28.81	8.38
28.84	8.46
28.86	8.21
28.88	8.35
28.91	8.12
28.93	8.26
28.96	8.07
28.98	8.22
29.01	8.03
29.03	8.20
29.05	7.96
29.08	8.12
29.10	7.93
29.13	8.08
29.15	7.85
29.18	8.02
29.20	7.83
29.23	7.98
29.25	7.78
29.27	7.93
29.30	7.76
29.32	7.96
29.35	7.85
29.37	7.96
29.40	7.83
29.42	7.95
29.45	7.85
29.47	8.05
29.49	7.97
29.52	8.04
29.54	7.98
29.57	8.10
29.59	8.12
29.62	8.26
29.64	8.20
29.67	8.24
29.69	8.20
29.71	8.29
29.74	8.34
29.76	8.41
29.79	8.45
29.81	8.47
29.84	8.56
29.86	8.66
29.89	8.83
29.91	8.90
29.93	9.05
29.96	9.03
29.98	9.17
30.01	9.15
30.03	9.36
30.06	9.35
30.08	9.53
30.10	9.40
30.13	9.62
30.15	9.61
30.18	9.96
30.20	9.96
30.23	10.21
30.25	10.14
30.28	10.46
30.30	10.39
30.32	10.67
30.35	10.54
30.37	10.78
30.40	10.71
30.42	11.03
30.45	10.98
30.47	11.35
30.50	11.32
30.52	11.66
30.54	11.61
30.57	11.93
30.59	11.91
30.62	12.25
30.64	12.24
30.67	12.55
30.69	12.49
30.72	12.80
30.74	12.80
30.76	13.06
30.79	13.03
30.81	13.28
30.84	13.33
30.86	13.72
30.89	13.79
30.91	14.04
30.94	14.14
30.96	14.45
30.98	14.57
31.01	14.87
31.03	14.89
31.06	15.10
31.08	15.19
31.11	15.42
31.13	15.55
31.15	15.78
31.18	15.90
31.20	16.13
31.23	16.28
31.25	16.53
31.28	16.75
31.30	16.97
31.33	17.19
31.35	17.33
31.37	17.48
31.40	17.64
31.42	17.89
31.45	18.01
31.47	18.22
31.50	18.22
31.52	18.44
31.55	18.56
31.57	18.85
31.59	18.93
31.62	19.22
31.64	19.24
31.67	19.55
31.69	19.58
31.72	19.89
31.74	19.88
31.77	20.09
31.79	19.97
31.81	20.22
31.84	20.15
31.86	20.45
31.89	20.36
31.91	20.55
31.94	20.45
31.96	20.75
31.99	20.68
32.01	20.90
32.03	20.73
32.06	20.93
32.08	20.82
32.11	21.00
32.13	20.82
32.16	20.97
32.18	20.82
32.20	21.04
32.23	20.86
32.25	21.02
32.28	20.88
32.30	21.01
32.33	20.82
32.35	20.92
32.38	20.70
32.40	20.87
32.42	20.67
32.45	20.73
32.47	20.51
32.50	20.55
32.52	20.37
32.55	20.42
32.57	20.17
32.60	20.12
32.62	19.83
32.64	19.79
32.67	19.64
32.69	19.58
32.72	19.39
32.74	19.26
32.77	19.08
32.79	19.04
32.82	18.91
32.84	18.77
32.86	18.61
32.89	18.38
32.91	18.22
32.94	18.01
32.96	17.86
32.99	17.65
33.01	17.50
33.04	17.19
33.06	17.06
33.08	16.81
33.11	16.76
33.13	16.58
33.16	16.51
33.18	16.22
33.21	16.18
33.23	15.92
33.26	15.97
33.28	15.70
33.30	15.63
33.33	15.30
33.35	15.25
33.38	15.00
33.40	15.05
33.43	14.69
33.45	14.71
33.47	14.42
33.50	14.51
33.52	14.28
33.55	14.31
33.57	13.98
33.60	14.05
33.62	13.74
33.65	13.80
33.67	13.48
33.69	13.55
33.72	13.28
33.74	13.38
33.77	13.09
33.79	13.20
33.82	12.96
33.84	13.04
33.87	12.79
33.89	12.85
33.91	12.64
33.94	12.77
33.96	12.57
33.99	12.61
34.01	12.40
34.04	12.48
34.06	12.37
34.09	12.45
34.11	12.33
34.13	12.37
34.16	12.27
34.18	12.34
34.21	12.32
34.23	12.41
34.26	12.34
34.28	12.36
34.31	12.32
34.33	12.37
34.35	12.44
34.38	12.50
34.40	12.56
34.43	12.60
34.45	12.65
34.48	12.69
34.50	12.84
34.52	12.87
34.55	12.98
34.57	12.92
34.60	13.03
34.62	13.05
34.65	13.24
34.67	13.27
34.70	13.50
34.72	13.41
34.74	13.66
34.77	13.70
34.79	14.02
34.82	14.02
34.84	14.27
34.87	14.20
34.89	14.53
34.92	14.51
34.94	14.82
34.96	14.76
34.99	15.10
35.01	15.06
35.04	15.42
35.06	15.43
35.09	15.78
35.11	15.78
35.14	16.15
35.16	16.10
35.18	16.47
35.21	16.42
35.23	16.73
35.26	16.73
35.28	17.07
35.31	17.04
35.33	17.41
35.36	17.43
35.38	17.78
35.40	17.85
35.43	18.21
35.45	18.28
35.48	18.69
35.50	18.79
35.53	19.13
35.55	19.15
35.57	19.43
35.60	19.56
35.62	19.89
35.65	20.00
35.67	20.27
35.70	20.37
35.72	20.74
35.75	20.98
35.77	21.30
35.79	21.46
35.82	21.72
35.84	21.93
35.87	22.27
35.89	22.52
35.92	22.78
35.94	23.00
35.97	23.22
35.99	23.48
36.01	23.68
36.04	23.98
36.06	24.26
36.09	24.60
36.11	24.75
36.14	25.08
36.16	25.29
36.19	25.72
36.21	25.92
36.23	26.28
36.26	26.37
36.28	26.75
36.31	26.90
36.33	27.34
36.36	27.43
36.38	27.78
36.41	27.85
36.43	28.27
36.45	28.35
36.48	28.77
36.50	28.86
36.53	29.22
36.55	29.22
36.58	29.61
36.60	29.66
36.62	30.03
36.65	29.99
36.67	30.30
36.70	30.30
36.72	30.70
36.75	30.66
36.77	30.99
36.80	31.01
36.82	31.37
36.84	31.32
36.87	31.59
36.89	31.50
36.92	31.76
36.94	31.62
36.97	31.81
36.99	31.70
37.02	31.91
37.04	31.86
37.06	32.02
37.09	31.87
37.11	32.02
37.14	31.94
37.16	32.10
37.19	31.99
37.21	32.04
37.24	31.87
37.26	31.92
37.28	31.85
37.31	31.89
37.33	31.73
37.36	31.66
37.38	31.50
37.41	31.46
37.43	31.34
37.46	31.25
37.48	31.06
37.50	30.88
37.53	30.69
37.55	30.52
37.58	30.37
37.60	30.21
37.63	30.05
37.65	29.80
37.68	29.63
37.70	29.40
37.72	29.29
37.75	29.06
37.77	28.92
37.80	28.58
37.82	28.44
37.85	28.12
37.87	28.02
37.89	27.68
37.92	27.57
37.94	27.15
37.97	26.99
37.99	26.63
38.02	26.59
38.04	26.24
38.07	26.17
38.09	25.72
38.11	25.67
38.14	25.29
38.16	25.19
38.19	24.75
38.21	24.62
38.24	24.14
38.26	24.10
38.29	23.63
38.31	23.60
38.33	23.22
38.36	23.20
38.38	22.83
38.41	22.82
38.43	22.42
38.46	22.46
38.48	22.08
38.51	22.05
38.53	21.66
38.55	21.68
38.58	21.33
38.60	21.31
38.63	20.95
38.65	20.92
38.68	20.66
38.70	20.73
38.73	20.48
38.75	20.45
38.77	20.20
38.80	20.25
38.82	20.07
38.85	20.08
38.87	19.86
38.90	19.80
38.92	19.68
38.94	19.70
38.97	19.57
38.99	19.61
39.02	19.51
39.04	19.45
39.07	19.38
39.09	19.34
39.12	19.33
39.14	19.33
39.16	19.33
39.19	19.29
39.21	19.31
39.24	19.29
39.26	19.42
39.29	19.42
39.31	19.54
39.34	19.45
39.36	19.59
39.38	19.56
39.41	19.79
39.43	19.73
39.46	19.95
39.48	19.87
39.51	20.08
39.53	20.05
39.56	20.36
39.58	20.33
39.60	20.61
39.63	20.53
39.65	20.86
39.68	20.88
39.70	21.19
39.73	21.15
39.75	21.44
39.78	21.41
39.80	21.76
39.82	21.73
39.85	22.09
39.87	22.08
39.90	22.42
39.92	22.45
39.95	22.83
39.97	22.86
39.99	23.29
40.02	23.33
40.04	23.77
40.07	23.82
40.09	24.19
40.12	24.23
40.14	24.61
40.17	24.62
40.19	24.96
40.21	25.01
40.24	25.43
40.26	25.61
40.29	25.97
40.31	26.11
40.34	26.47
40.36	26.65
40.39	27.07
40.41	27.28
40.43	27.55
40.46	27.74
40.48	28.05
40.51	28.32
40.53	28.68
40.56	28.92
40.58	29.17
40.61	29.46
40.63	29.80
40.65	30.17
40.68	30.48
40.70	30.86
40.73	31.16
40.75	31.51
40.78	31.78
40.80	32.15
40.83	32.40
40.85	32.81
40.87	32.96
40.90	33.33
40.92	33.59
40.95	34.10
40.97	34.40
41.00	34.91
41.02	35.10
41.05	35.58
41.07	35.78
41.09	36.36
41.12	36.52
41.14	36.99
41.17	37.05
41.19	37.57
41.22	37.69
41.24	38.22
41.26	38.26
41.29	38.75
41.31	38.84
41.34	39.41
41.36	39.53
41.39	40.11
41.41	40.22
41.44	40.75
41.46	40.93
41.48	41.43
41.51	41.52
41.53	41.99
41.56	42.06
41.58	42.53
41.61	42.59
41.63	42.92
41.66	43.02
41.68	43.43
41.70	43.45
41.73	43.83
41.75	43.84
41.78	44.22
41.80	44.33
41.83	44.61
41.85	44.61
41.88	44.88
41.90	44.92
41.92	45.24
41.95	45.25
41.97	45.38
42.00	45.35
42.02	45.51
42.05	45.52
42.07	45.67
42.10	45.63
42.12	45.66
42.14	45.65
42.17	45.69
42.19	45.71
42.22	45.77
42.24	45.67
42.27	45.60
42.29	45.56
42.31	45.49
42.34	45.48
42.36	45.36
42.39	45.26
42.41	45.08
42.44	44.97
42.46	44.75
42.49	44.69
42.51	44.47
42.53	44.42
42.56	44.14
42.58	44.08
42.61	43.79
42.63	43.76
42.66	43.44
42.68	43.31
